pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,PlantFood,PlantFood_Correct,GenesAnswer,GenesAnswer_Correct,Earth,Earth_Correct,Radioact,Radioact_Correct,Lasers,Lasers_Correct,Electrons,Electrons_Correct,Continents,Continents_Correct,Gender,Gender_Correct,Antibiotics,Antibiotics_Correct,degree,Degree_spec,ScienceLitSummed,STEMdegree,God,Intuition,ScienceBelief,ScienceBelief_Reverse,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,IntuitionScore_ByHand,ScienceLitScore,RepeatTurkerLabelCode
289,xA1,gene.actionable,5,0,It's the nature of the CEO's business. Knowledge about their genetic conditions will help people make informed decisions.,178,R_26hwi3nhlC4BH7Y,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,4,3,5,1,1,1,3,1,48,1,5,1,6,1,8,7,0
295,xA1,gene.actionable,4,0,It's probably data his company collects whether intentional or not while collecting other family data. Though I could see some customers being upset at results it's up to the customers if they want to know the extra information or not. The CEO doesn't seem to have bad intentions.,384,R_2ZZT2H2nOEghwND,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,2,1,5,1,2,0,4,0,30,0,3,0,1,0,4,7,0
316,xA1,gene.actionable,5,0,He isn't forcing anyone to see these results so there is no pressure. However providing the option to see these results could save lives.,220,R_72GDa8AQbXJr7EJ,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,associates of science,9,1,4,1,5,1,2,0,3,1,27,0,3,0,3,0,6,7,0
319,xA1,gene.actionable,4,0,It is a good decision because people would want to know if they are at risk. It is good that he is giving them a choice.,116,R_3jd3JytAJAnkWOT,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,0,8,0,4,2,3,3,1,1,3,1,21,0,4,1,3,0,9,6,0
336,xA1,gene.actionable,4,0,Because customers can view their results.,271,R_1Ck144kOZtOwOrZ,2,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,0,1,Civil Engineering,7,1,4,4,5,1,1,1,3,1,67,1,6,1,4,1,9,5,0
345,xA1,gene.actionable,5,0,If a company had the ability to tell me if I had certain health conditions that would make me sick or cause me to die I would be grateful for that information. I thinks consumers should have the right to choose.,423,R_2CKDYcAH2dUhrti,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,1,1,5,1,1,1,3,1,66,1,3,0,3,0,3,7,0
349,xA1,gene.actionable,4,0,The CEO is being very helpful to many people allowing them to see if they're at risk.,154,R_8CSBDCg7LQyHQsN,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,1,0,1,Computer Science,7,1,3,4,5,1,1,1,1,0,24,0,4,1,3,0,8,5,0
355,xA1,gene.actionable,5,0,It's called PREVENTION. I think it's a wonderful idea. And even if they can't prevent it at least they know. Knowledge is power!,160,R_034HDpULGiaNtsZ,2,1,2,0,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,0,7,0,5,4,3,3,2,0,3,1,36,1,4,1,2,0,12,6,0
374,xA1,gene.actionable,2,1,"I don't believe a company like that should be offering medical testing, and I consider genetic testing a medical issue. Finding out your ancestry seems more for entertainment and curiosity, nothing medical about it. Genetic testing is something someone should speak with their doctor about. It may not even be a good decision for everyone, and some may have regrets.",387,R_SCeCOVJy2wmMze1,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,0,8,0,3,4,5,1,2,0,3,1,38,1,2,0,2,0,8,6,0
375,xA1,gene.actionable,5,0,This is very appropriate because the doctor is giving his patients the chance to see if they have any genetic risks. This will help people be able to prepare and prevent any potential illnesses or diseases they may have in the future.,238,R_em14GkCAy8kViJH,2,1,2,0,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,8,0,5,4,3,3,2,0,3,1,29,0,3,0,4,1,12,7,1
384,xA1,gene.actionable,2,1,"People say ignorance is bliss, but this isn't true. The truth can get you killed. People need to be able to see this information so they can make the choice whether or not to take preventative action.",782,R_3e9bshCmJv356rk,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,0,8,0,3,2,4,2,1,1,3,1,31,0,4,1,2,0,7,6,0
390,xA1,gene.actionable,4,0,I believe that it is fair for a person to know in advance if they have some genetic issues. People can catch their issues before they get any worse and save lives,277,R_DHxRbI4OIsqjnTr,2,1,1,1,1,1,1,0,1,0,2,0,2,0,2,0,1,0,2,0,3,0,5,5,3,3,1,1,2,0,30,0,2,0,2,0,13,1,0
397,xA1,gene.actionable,2,1,"it's good to take the precaution to allow clients to opt in on viewing their genetic risks if they choose to. But some clients may not wish to have this information about them collected, and it sounds like the company would do so regardless. I'd have concerns about data and medical privacy in this situation, even though the intention was good. A better option would be to allow clients to decide at the time they submit DNA for genealogical research, if they also want to do the health condition screenings in conjunction.",249,R_268XwlmdRfIynvY,2,1,1,1,1,1,2,1,2,1,2,0,2,0,1,1,2,1,2,I answered no,7,0,5,3,3,3,2,0,3,1,35,1,4,1,5,1,11,5,0
403,xA1,gene.actionable,4,0,It is not inappropriate at all. The CEO is simply trying to help his employees and provide them with the best health possible.,210,R_wZBJMH06HslqWM9,2,1,1,1,1,1,1,0,1,0,2,0,1,1,1,1,1,0,2,0,5,0,4,4,2,4,2,0,3,1,21,0,3,0,3,0,12,3,0
406,xA1,gene.actionable,5,0,"I think that providing an exceptional deal of information to patients should be a major goal of all doctors. By providing solid information, doctors ensure that patients can make the best decisions. In fact, NOT providing all information is somewhat negligent",247,R_tECbdTaPmUPrJdv,2,1,1,1,1,1,2,1,1,0,2,0,1,1,2,0,1,0,2,0,5,0,1,1,5,1,1,1,3,1,28,0,6,1,3,0,3,3,0
421,xA1,gene.actionable,5,0,I thought the decision was very appropriate because the CEO is trying to help as many people as he can.  This is not typical of the normal CEO who is mainly focused on profits.,171,R_21hwLycDz6oUzlP,2,1,1,1,1,1,2,1,1,0,2,0,1,1,2,0,1,0,2,0,5,0,2,2,4,2,1,1,3,1,40,1,4,1,5,1,6,3,0
427,xA1,gene.actionable,3,0,"Its an optional choice the client can choose to opt out or not. If a customer wants to take the initiative of finding out they have a genetic mutation then they are at liberty to do so and if not, then its no one's concern, certainly not of the CEO.",194,R_215lturmF6A1tG8,2,1,1,1,1,1,1,0,1,0,1,1,1,1,2,0,1,0,2,0,5,0,1,5,5,1,1,1,4,0,26,0,4,1,1,0,7,3,0
442,xA1,gene.actionable,2,1,It isn't completely appropriate if it is not within company policy and he is the only person who is offering that option to clients.  Other people within the company may not deem this very appropriate especially if they are not willing to do it themselves.,339,R_VV8vhBMvf5eFT57,2,1,1,1,1,1,2,1,1,0,2,0,1,1,1,1,1,0,2,0,6,0,3,1,5,1,2,0,3,1,34,1,2,0,3,0,5,4,0
453,xA1,gene.actionable,4,0,It is appropriate because he is leaving the choice up to the consumers. They can choose to see the results or not. He is not forcing any one to see results they do not want to see.,133,R_39LugZQDoE2H1u5,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Chemistry,9,1,1,1,4,2,2,0,3,1,24,0,4,1,6,1,4,7,0
455,xA1,gene.actionable,5,0,The CEO is trying to do the right thing by giving the clients the option of seeing their results. It's better to catch possible life threating issues early on. And by doing this it could save someone's life.,888,R_3rOK2IxjITrtPWo,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,2,0,6,0,3,2,4,2,2,0,3,1,36,1,2,0,3,0,7,4,0
464,xA1,gene.actionable,5,0,Letting people know more about the risks they are likely to encounter will make them much more likely to be able to deal with them and have better lives.,126,R_vvumrHKwLxXQp9f,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,1,1,4,2,2,0,3,1,30,0,3,0,3,0,4,7,0
467,xA1,gene.actionable,5,0,I think it is good to let people know what can be done about the health situation.,272,R_cOVzEWfMvNbtYJj,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Mechanical engineering,9,1,2,3,5,1,1,1,4,0,24,0,4,1,3,0,6,7,0
479,xA1,gene.actionable,2,1,I think this kind of information is sensitive and it's scary to have private companies with people's health information.,266,R_eKhOtcnufgBthER,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,0,8,0,2,2,5,1,1,1,3,1,32,0,4,1,4,1,5,6,0
481,xA1,gene.actionable,3,0,if this is the way to slow down certain illness or death I think it can be very useful.,771,R_PB8qiIxwNlpEYLf,2,1,1,1,1,1,2,1,1,0,1,1,2,0,1,1,1,0,2,physical science,6,0,5,4,4,2,2,0,1,0,56,1,2,0,1,0,11,4,0
488,xA1,gene.actionable,5,0,The CEO is trying to help people learn about genetic DNA mutations. This will help those that might benefit from early detection of a mutation.,188,R_3rNc6xEobfsgdRl,2,1,1,1,1,1,2,1,1,0,2,0,1,1,1,1,2,1,2,0,7,0,5,5,3,3,2,0,3,1,31,0,4,1,6,1,13,5,0
497,xA1,gene.actionable,5,0,"If the customers are able to find out that they have or are at risk for a genetic disease early enough, then they will be able to seek medical attention. This may help people reduce the risk of getting these diseases, or help them fix the symptoms.",228,R_3EPU5UdImVlCPq2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,5,5,3,3,2,0,3,1,30,0,2,0,3,0,13,7,0
522,xA1,gene.actionable,5,0,I think it's a great option that he is offering. Those who don't want to know don't have to have those additional tests done.,314,R_aaEBTPP8vYOKgpj,2,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,2,1,2,0,8,0,2,3,4,2,2,0,3,1,51,1,5,1,5,1,7,6,0
527,xA1,gene.actionable,4,0,I think the CEO is being kind in offering this test. He is offering them a chance to be healthier and live longer by being aware and knowledgeable about anything that is wrong or will potentially be harmful to them.,197,R_3k63Fs8Hx3sLgs2,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,0,8,0,5,3,4,2,2,0,3,1,33,0,3,0,2,0,10,6,0
538,xA1,gene.actionable,5,0,I think that this a great option for people who probably cannot afford this type of testing.,314,R_2zhYvHYngxwSCHp,2,1,2,0,2,0,2,1,2,1,1,1,1,1,1,1,1,0,2,0,6,0,5,5,3,3,2,0,1,0,46,1,6,1,5,1,13,5,0
540,xA1,gene.actionable,5,0,The CEO wants the best for everyone.,105,R_1rBQ3awnAf6OpYR,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,1,0,2,0,7,0,1,1,5,1,1,1,4,0,24,0,4,1,1,0,3,5,0
545,xA1,gene.actionable,2,1,This is only appropriate if the CEO informed the clients of the testing before the testing and they consented too this testing. There should always be informed consent when dealing with anysort of genetic information.,299,R_22SungEeOJx1ElR,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Chemistry,9,1,4,1,5,1,2,0,3,1,30,0,4,1,1,0,6,7,0
559,xA1,gene.actionable,5,0,"It would give those people the ability to see if they are at risk for certain conditions. By doing so, they could possibly slow or prevent the conditions from interfering with their lives, which would be wonderful.",271,R_yn0clmrElFn5VND,2,1,1,1,1,1,2,1,2,1,1,1,2,0,1,1,2,1,2,0,8,0,5,4,3,3,2,0,3,1,28,0,4,1,5,1,12,6,0
564,xA1,gene.actionable,4,0,I feel that the CEO made this decision to help people and give them the chance to correct these genetic issues.,172,R_vZBUFrdxCuQhUyZ,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,0,8,0,2,4,4,2,2,0,3,1,26,0,4,1,5,1,8,6,0
569,xA1,gene.actionable,5,0,He is trying to do the right thing and help people .,153,R_1itak3UkVdm6VLw,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,0,8,0,1,1,5,1,2,0,3,1,27,0,2,0,3,0,3,6,0
587,xA1,gene.actionable,5,0,He's offering a service that will increase profits and help inform people.,366,R_1CsFW2kLtRBHehY,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,1,0,1,Computer Information Systems,7,1,1,1,5,1,2,0,3,1,38,1,5,1,4,1,3,5,0
592,xA1,gene.actionable,5,0,Because it is a kind and moral thing to do. It also gives an option.,399,R_3OepnUVvm5HQBl4,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,1,1,5,1,2,0,3,1,35,1,3,0,2,0,3,7,0
597,xA1,gene.actionable,4,0,Appropriateness would depend on the details. Customers would need to approve the action for it to be appropriate.,248,R_2TTRY16tH6LJaou,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,5,3,4,2,2,0,3,1,34,1,3,0,3,0,10,7,0
600,xA1,gene.actionable,4,0,"If the information is available with the test then I think you should have access to it. 
 But how accurate are the results will it cause unnecessary worry?",232,R_ug3Lij6uV69lWJr,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,2,2,4,2,1,1,3,1,48,1,3,0,3,0,6,7,0
610,xA1,gene.actionable,4,0,I can't think of any reasons the CEO's decision is inappropriate.  He is not forcing any information on anybody; he is leaving it up to the customer whether or not they want to see the information.,225,R_2w6tU3ROHiXdAt2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,0,8,0,1,1,5,1,1,1,3,1,48,1,4,1,3,0,3,6,0
616,xA1,gene.actionable,2,1,personal health issues should be kept within oneself rather than exposing since it can create sympathy,160,R_1kY7BCLQqfdwZSW,2,1,2,0,1,1,1,0,2,1,1,1,1,1,1,1,2,1,2,0,7,0,3,3,4,2,1,1,4,0,34,1,6,1,4,1,8,6,0
628,xA1,gene.actionable,1,1,"If the company gives people the option, then I see no problem with the idea. As long as they present the idea that what they offer doesn't constitute medical advice, then there shouldn't be an issue.",208,R_1d67jkIY4OHOM4i,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,1,1,5,1,1,1,3,1,26,0,4,1,3,0,3,7,0
638,xA1,gene.actionable,5,0,The company already offers related results.  The CEO's decision is perfectly in keeping with the company's desire to provide customers with information about their genetics.,237,R_1mqsahbTpxKaUit,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,1,1,5,1,2,0,5,0,32,0,4,1,5,1,3,7,0
641,xA1,gene.actionable,5,0,"I think it is very caring and nice for the CEO to want to help people find out if they have any genetic risks for health conditions. If just one life is saved from the testing, then it would have been worth it. Pre-screening is one of the most important ways people can save their lives. The earlier we find out about a health problem, the better the chance of survival. That's why we have breast exams to screen for breast cancer. Most people wouldn't do the screening on their own. By offering the screen to everyone and paying for any costs, the CEO is certainly saving lives.",342,R_3fPpLo5xz6nP87K,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Mechanical Engineering,9,1,4,2,5,1,2,0,4,0,26,0,4,1,4,1,7,7,0
655,xA1,gene.actionable,2,1,He is a genealogy service provider who is simply providing results showing who someone might be related to or where their ancestors are from. He is not a medical professional. Those sorts of genetic tests should be provided by a hospital or medical research facility.,299,R_1l0FQZSFcz4pktf,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,0,8,0,2,1,5,1,2,0,3,1,43,1,4,1,6,1,4,6,0
663,xA1,gene.actionable,4,0,"My concern is that without it being done in a physician's office, what kind of counseling will the person receive?  Good results may lead to a sense of security that is unwarranted.  Bad results may create a sense of fear which then leads the person to reject getting help.",256,R_3MPBU6t6c7u8HvD,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,0,8,0,5,4,4,2,2,0,3,1,49,1,4,1,5,1,11,6,0
669,xA1,gene.actionable,2,1,Because all data is stored and somehow insurance companies can get a hold of the data and raise rates on certain individuals.,166,R_2e9dUQRYgthx7wR,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,n/a,8,0,5,4,2,4,2,0,3,1,34,1,4,1,2,0,13,6,0
676,xA1,gene.actionable,1,1,I think its a good decision for him to help individuals if they want to know if they are at risk for certain diseases. I don't have a problem this this type of technology.,233,R_2fKjsWNZHDuFooD,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,3,2,5,1,2,0,3,1,48,1,5,1,6,1,6,7,0
691,xA1,gene.actionable,4,0,"I think itâ€™s appropriate because he is offering to do this testing for his people. Something they may not choose to do on their own. I could see how people might think itâ€™s inappropriate, like he might just be trying to weed out the â€œillâ€ but I think it could be a great thing for his people.",473,R_11aLCoTEk7MfBC9,2,1,1,1,1,1,2,1,1,0,2,0,1,1,1,1,2,1,2,0,7,0,5,4,4,2,2,0,3,1,26,0,2,0,4,1,11,5,0
693,xA1,gene.actionable,5,0,"Because if he can help people before a problem occurs,  and they are in agreement then if is totally appropriate.",274,R_1hSf61dDz51chAJ,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0,2,0,7,0,3,4,5,1,2,0,2,0,36,1,3,0,4,1,8,5,0
706,xA1,gene.actionable,4,0,"it is good that he will tell his customers, it is bad that he will charge them for this information.",203,R_1NlauXHI2Af2OJc,2,1,1,1,1,1,2,1,2,1,2,0,1,1,2,0,2,1,2,0,7,0,1,1,5,1,1,1,3,1,28,0,3,0,1,0,3,5,0
711,xA1,gene.actionable,5,0,If negative results regarding health risk factors that can be preventable are available then the accessibility may help someone.  The optional choice the CEO gives for the information being made available is also not being pushy on his part.,419,R_ZygmPqaaTyAAzpn,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,3,1,5,1,2,0,3,1,35,1,6,1,6,1,5,7,0
722,xA1,gene.actionable,3,0,I don't really know.  I haven't thought through the implications deeply enough to have a sense of what would be right in this instance.  I concerned that maybe the results of these commercial tests aren't accurate enough for this purpose.,504,R_2Ynfn9HVPEyqPf7,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Mechanical Engineering,9,1,4,3,4,2,1,1,3,1,48,1,6,1,3,0,9,7,0
726,xA1,gene.actionable,5,0,I think it's interesting that he would offer that. I think it's a bold and nice gesture.,136,R_26eUhtPV3p0MhmM,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,0,8,0,4,4,4,2,2,0,3,1,29,0,4,1,2,0,10,6,0
729,xA1,gene.actionable,4,0,It is good to know about the person's health and genetic condition.,585,R_3NERG66b82nbjqK,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Computer,9,1,4,4,5,1,2,0,4,0,25,0,6,1,1,0,9,7,0
738,xA1,gene.actionable,5,0,As far as I understand the CEO's proposal it is optional information meant to help people so it is a good thing to do for your customers. If the customers are not interested they can refuse the health information otherwise those who want it will receive information that can help their health.,242,R_6YEuQ04Q1ZoSvmh,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,1,0,2,0,6,0,3,2,4,2,1,1,3,1,28,0,4,1,6,1,7,4,0
743,xA1,gene.actionable,5,0,It is appropriate because it would be beneficial for his clients to be screened for genetic risks.  The CEO giving this option to his clients would be a good thing.,314,R_1K3Ifhv70dazZcR,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,5,4,4,2,2,0,3,1,45,1,4,1,4,1,11,7,0
757,xA1,gene.actionable,5,0,People should know their genetic origins to have an understanding of themselves and their family.,235,R_1n8b4XL6Yl5BU5k,2,1,1,1,2,0,2,1,1,0,1,1,1,1,1,1,2,1,2,0,7,0,4,3,4,2,2,0,1,0,21,0,3,0,1,0,9,5,0
766,xA1,gene.actionable,4,0,"If people want to know what possible effects genes have on them, they should have the right.",240,R_3dWB3qS14vPD57P,2,1,1,1,1,1,1,0,2,1,1,1,1,1,2,0,2,1,2,0,7,0,5,5,2,4,1,1,3,1,32,0,4,1,5,1,14,5,0
774,xA1,gene.actionable,4,0,I think if there is a way to know if we are genetically suseptable to get a disease or it puts us as risk we deserve to know. There is testing that can tell us this information and it is nice to know someone will help us find out.,183,R_VJs1Ve0LdIaKh2x,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,2,1,2,0,7,0,1,3,4,2,2,0,3,1,34,1,3,0,3,0,6,5,0
780,xA1,gene.actionable,4,0,As Screening will help to alert the patient to take appropriate action.,221,R_1Fs61CUUsHOrUtm,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,1,Computer Science,8,1,4,3,4,2,1,1,1,0,38,1,4,1,6,1,9,6,0
797,xA1,gene.actionable,5,0,"Since the company already test for genealogy, it only makes sense for them to go one step further and offer a test for risks concerning health conditions. I think that would be something great to offer.",234,R_234CDFTsblF4V6c,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,0,8,0,4,2,4,2,1,1,3,1,34,1,2,0,3,0,8,6,0
800,xA1,gene.actionable,4,0,"The CEO is making information available to people, but also giving people the choice whether or not to see the information. So, it's not like he is forcing unwanted information on people.",182,R_ysgykdPnNipRKpz,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,4,4,4,2,2,0,3,1,44,1,6,1,4,1,10,7,0
13,xB1,gene.all,5,0,These things could save someones life. To be able to tell someone what conditions they could develop could greatly improve the quality/length of their life.,157,R_3shl4lzidYWcjfM,2,1,1,1,1,1,2,1,1,0,2,0,1,1,1,1,2,1,2,0,7,0,4,2,5,1,2,0,3,1,34,1,3,0,5,1,7,5,0
18,xB1,gene.all,5,0,"It is good to be vigilant about a possible hereditary disease, so why not?  This is not hurting anyone, it is helping them learn about what could possibly cause an illness in the future!",175,R_1n1T5QlbpEpKdpt,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,0,8,0,5,3,4,2,2,0,3,1,52,1,3,0,6,1,10,6,0
37,xB1,gene.all,5,0,"These tests are very expensive, I think it's great that he wants to help his employees. He isn't forcing it on them, but they can choose to.",314,R_2AGA9VKNqoCPdRi,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,0,8,0,4,4,4,2,2,0,3,1,26,0,3,0,3,0,10,6,0
39,xB1,gene.all,5,0,I think it's great that the CEO wants to help others be aware of genetic conditions.,176,R_3emHRkrUg37nGT6,2,1,1,1,1,1,2,1,1,0,2,0,1,1,1,1,2,1,2,0,7,0,3,2,4,2,2,0,3,1,34,1,3,0,4,1,7,5,0
42,xB1,gene.all,4,0,I think it is an important service to offer for early detection and treatment of disease.,332,R_1P1qHk9HM0im7wE,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Environmental Science,9,1,1,1,5,1,1,1,3,1,34,1,6,1,4,1,3,7,0
54,xB1,gene.all,5,0,I think it's good that customers have the option to view these risks. I think it's good that the CEO is concerned about helping as many people as possible.,260,R_2V47s08aU2aDBAl,2,1,1,1,1,1,1,0,1,0,2,0,2,0,2,0,1,0,2,0,3,0,1,3,4,2,2,0,4,0,27,0,3,0,1,0,6,1,0
71,xB1,gene.all,5,0,I think that because it's optional it's a very useful thing for a customer to know. They might be able to treat the disease before it becomes active. I also think it's good that it's optional because some people  like me would not want to know.,220,R_2xQOWabB1VGQng0,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,0,8,0,5,5,3,3,2,0,3,1,61,1,6,1,1,0,13,6,0
75,xB1,gene.all,5,0,If a company has information about a client that could be beneficial to that client then the company is duty bound to give the information out to their client.,290,R_5oOKmyNPYG0pAKB,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,5,5,4,2,2,0,3,1,65,1,6,1,1,0,12,7,0
81,xB1,gene.all,5,0,He is giving people the option of viewing the results.,119,R_31nKYACqaPdn7SW,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,0,8,0,5,1,4,2,1,1,3,1,44,1,3,0,3,0,8,6,1
82,xB1,gene.all,5,0,"Because it was a kind act and it was optional. If they don't want to participate, they don't have to. So for that reason it's very appropriate.",304,R_1InR3Z3kA9Gjg1H,2,1,1,1,1,1,2,1,1,0,2,0,1,1,2,0,2,1,2,0,6,0,5,4,4,2,1,1,3,1,35,1,2,0,2,0,11,4,0
96,xB1,gene.all,5,0,the CEO is trying to offer a beneficial service to his customers that they can decline or use if they want. They have the choice.,297,R_1i7Z28WBTLx2auV,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,2,3,4,2,1,1,3,1,69,1,6,1,4,1,7,7,0
98,xB1,gene.all,4,0,"Anytime you are talking about genetics and health recommendations, there is a chance that you may or may not be accurate in the information given. I believe it is appropriate because the intent is in helping, not making money...also could be a dangerous slope for this type of information.",329,R_WrFLoZUW7GSTNL3,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,2,1,2,0,7,0,2,3,2,4,1,1,3,1,34,1,6,1,6,1,9,5,0
109,xB1,gene.all,5,0,Giving the clients the option of seeing whether they are at risks for health conditions is noble. It gives the clients the power to decide if they can try to prevent future diseases.,485,R_OvAVs1Rar6IKEut,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,0,8,0,3,1,5,1,1,1,4,0,28,0,4,1,5,1,5,6,0
117,xB1,gene.all,5,0,Because he is helping his employees to be healthy as possible.,236,R_RRD4erOCIcsdXr3,2,1,1,1,1,1,1,0,1,0,1,1,2,0,2,0,2,1,1,No,5,1,5,3,2,4,2,0,4,0,40,1,4,1,6,1,12,3,1
126,xB1,gene.all,5,0,More information is always better than less information.,107,R_1rN7zElRimYGBhv,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,0,8,0,1,1,5,1,1,1,3,1,32,0,6,1,6,1,3,6,0
131,xB1,gene.all,5,0,"By offering this option, the CEO will be helping many people.  People will be able to make the decision to get this information or not, they do not have to see it if they choose not to.",254,R_37YE4eHDPl0k3SN,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,2,1,5,1,2,0,3,1,48,1,4,1,2,0,4,7,0
136,xB1,gene.all,5,0,I think it's a good idea and he helps people by doing this. He's making it more convenient and provides good customer service.,293,R_cZLGY4QezfDJCQV,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,1,0,2,0,6,0,3,3,1,5,1,1,4,0,27,0,4,1,6,1,11,4,0
145,xB1,gene.all,5,0,"He is letting the customers see if they have potential genetic disorders, so the option is voluntary.",224,R_qVHemQDuDB1R82J,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,0,8,0,3,3,4,2,2,0,4,0,20,0,3,0,1,0,8,6,0
149,xB1,gene.all,3,0,hard to say either way,102,R_2dnZve6ca5Autnp,2,1,1,1,1,1,2,1,1,0,1,1,2,0,1,1,2,1,2,0,7,0,3,3,3,3,1,1,3,1,27,0,3,0,2,0,9,5,1
150,xB1,gene.all,3,0,My gut feeling says to meet in the middle.,99,R_2CqzWsS6hMGT5SF,2,1,1,1,1,1,1,0,1,0,2,0,1,1,2,0,2,1,2,0,5,0,3,3,3,3,1,1,3,1,27,0,2,0,2,0,9,3,1
152,xB1,gene.all,5,0,He is allowing people who may not be able to afford it to get help. It's very noble,174,R_31j7J8EngkSipOw,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,3,1,5,1,2,0,3,1,22,0,4,1,3,0,5,7,0
173,xB1,gene.all,5,0,"Because the CEO is attempting to help his customers, he is being selfless.",141,R_3oFvfBwRsF0Qkyk,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,0,8,0,1,1,5,1,1,1,3,1,19,0,3,0,3,0,3,6,0
