StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,xA1,xB1,xA2,xB2,xA3,xB3,xA4,xB4,xA5,xB5,xA6,xB6,free_response
2017-09-20 17:38:08,2017-09-20 17:42:05,0,50.89.180.50,100,236,1,2017-09-20 17:42:06,R_417AAX9dvJbqpXz,,,,,28.385299682617,-81.447998046875,anonymous,EN,,,,,,,,4,,,,,"I believe it is certainly a kind gesture by the CEO, as it could certainly end up helping multiple people discover health conditions they would not have known otherwise. This will allow clients to prepare in whatever manner possible depending upon the disease or condition that is discovered. I do wonder if it is cost-effective for the CEO to offer this additional benefits."
2017-09-20 17:51:34,2017-09-20 17:53:36,0,65.31.130.79,100,122,1,2017-09-20 17:53:36,R_C4i7mOt1IrpW41z,,,,,43.043395996094,-87.894500732422,anonymous,EN,,,,,,,,,5,,,,Computers can have problems.  I think it is very important that there be a way of taking control from the machine if it is not operating correctly.  If it is connected to the internet it could get a virus or hacked.
2017-09-20 17:55:24,2017-09-20 17:56:33,0,23.125.50.118,100,69,1,2017-09-20 17:56:34,R_1LqlM1Oq0n5pXlt,,,,,32.98779296875,-80.005699157715,anonymous,EN,,,,5,,,,,,,,,"I think it's a good idea that the CEO did this. People want someone that is somewhat similar to them. I don't see the ham. "
2017-09-20 18:07:02,2017-09-20 18:08:43,0,24.158.195.220,100,100,1,2017-09-20 18:08:43,R_3h3LKpBUAVWLeKx,,,,,36.536499023438,-82.469802856445,anonymous,EN,,,,,,,,,,,,1,just because a person filled out more or less profile questions doesn't mean that people should be matched based on those answers. they should be matched by compatibility.
2017-09-20 18:10:03,2017-09-20 18:10:40,0,66.66.220.195,100,36,1,2017-09-20 18:10:40,R_6ooBF1kw6rPHbpv,,,,,43.166702270508,-77.825202941895,anonymous,EN,,,,,,,,5,,,,,Leaving it up to the clients to see is the best thing he could do in my opinion because they should be the ones to make the  choice.
2017-09-20 18:13:30,2017-09-20 18:15:16,0,67.194.176.197,100,105,1,2017-09-20 18:15:16,R_1mVFddQu424NiZE,,,,,42.277603149414,-83.740898132324,anonymous,EN,,,,,,,4,,,,,,"I feel that if people would like this information, it is appropriate for the CEO of this company to release it. I think it is important to provide disclaimers so that consumers can be aware of what this information means."
2017-09-20 18:15:57,2017-09-20 18:18:03,0,98.206.233.121,100,126,1,2017-09-20 18:18:04,R_pavpVDphSgO3RPr,,,,,41.725692749023,-87.832099914551,anonymous,EN,,,,,4,,,,,,,,"Well it seems like the director had no other choice but to act in a way that he did I think if I was in that position I would make the same choice "
2017-09-20 18:17:26,2017-09-20 18:23:07,0,174.16.48.11,100,341,1,2017-09-20 18:23:08,R_2PAONA5mZy3A1y3,,,,,39.815795898438,-105.01280212402,anonymous,EN,2,,,,,,,,,,,,Relying on other vehicles may be a bad idea because you can't always trust that the actions of other drivers on the roads are appropriate and safe. There would also be an issue if no other cars are in the vicinity or if the other nearby cars are also self-driving.
2017-09-20 18:23:00,2017-09-20 18:24:34,0,68.4.37.180,100,94,1,2017-09-20 18:24:34,R_yE1jC4ZXnDxeQDf,,,,,33.605392456055,-117.66749572754,anonymous,EN,,,,,,,,,,,4,,Easier to meet up with or find information about someone if they are a friend of a friend. You could ask your friend about her friend and if she would be interested in a person like yourself etc.
2017-09-20 18:29:08,2017-09-20 18:30:03,0,71.212.100.105,100,55,1,2017-09-20 18:30:03,R_2YFd6GX8tjJ0jY9,,,,,47.610198974609,-122.30429840088,anonymous,EN,,,,,,2,,,,,,,"I feel the customer should be able to choose whether to get this additional, non-asked for information or not.  "
2017-09-20 18:32:53,2017-09-20 18:34:44,0,24.118.182.202,100,111,1,2017-09-20 18:34:45,R_bf1p2srMf0cpghX,,,,,44.839996337891,-93.036499023438,anonymous,EN,,,4,,,,,,,,,,"I think most people will prefer to see ""matches"" who are similar to them, and people who are similar to each other will have a more harmonious relationship. However, I think there are a few people who will miss out because they are compatible with people who aren't similar."
2017-09-20 18:35:33,2017-09-20 18:37:26,0,68.9.191.136,100,112,1,2017-09-20 18:37:27,R_3ewpKNtDeDWLsFg,,,,,41.837905883789,-71.393203735352,anonymous,EN,,4,,,,,,,,,,,"It sounds like a great idea, but there could be problems with the cars behind these cars braking at yellow lights, being able to break in time.  Other than that, I think this is the right idea."
2017-09-20 18:36:16,2017-09-20 18:37:37,0,173.29.116.233,100,81,1,2017-09-20 18:37:37,R_1IMcu6lfTfJf2jX,,,,,41.57780456543,-90.531898498535,anonymous,EN,2,,,,,,,,,,,,"I think the car should instead calculate if they can slow down at a reasonable speed to stop before it hits the intersection. If it can, then slow down and stop. If not, continue driving through the light."
2017-09-20 18:40:20,2017-09-20 18:42:34,0,64.147.8.1,100,134,1,2017-09-20 18:42:35,R_2zdraFRLwNNH9yt,,,,,33.675094604492,-117.73390197754,anonymous,EN,,,,,4,,,,,,,,"If there was the potential of coming down with a a certain kind of cancer I'd like to know about it.  That way I can keep an eye out for it and threw to do as much as possible to try to minimize my odds of getting cancer.  I hear that early detection is one of the most important things in treating cancer.  "
2017-09-20 18:42:03,2017-09-20 18:43:07,0,24.229.49.82,100,64,1,2017-09-20 18:43:08,R_1H6N8PnYVagGi6W,,,,,40.175003051758,-76.307800292969,anonymous,EN,,,,,,,5,,,,,,"I believe that that this CEO is giving individual's the opportunity to know whether they need to take more steps to monitor their health. I believe he has good intentions. "
2017-09-20 18:42:02,2017-09-20 18:44:08,0,24.100.154.66,100,125,1,2017-09-20 18:44:08,R_pQrTyGRRP54snJf,,,,,36.780807495117,-89.999900817871,anonymous,EN,,,,,,,,,,5,,,I think it is a good idea that a human can utilize their own judgment to take control of the car. I feel that my judgment might be better than a computer/robot.
2017-09-20 18:45:06,2017-09-20 18:48:12,0,75.73.113.128,100,186,1,2017-09-20 18:48:13,R_88m3th6c7nM5EZP,,,,,45.157806396484,-93.32039642334,anonymous,EN,,,,,,4,,,,,,,"It doesn't seem irresponsible to test for dementia, and if you can easily and responsibly test for something, then you should. However of all the conditions that could be tested for, I feel there are more important ones."
2017-09-20 18:51:32,2017-09-20 18:53:35,0,75.43.39.18,100,122,1,2017-09-20 18:53:35,R_21BXPBDgNoCeMx2,,,,,38.026702880859,-121.3012008667,anonymous,EN,,,2,,,,,,,,,,"We don't always want people who are similar to us as a partner. Often people get married to those who are completely opposite of themselves. Making matches to only those are similar is not always a good idea, and certainly not a good business decision. "
2017-09-20 18:53:10,2017-09-20 18:54:39,0,99.129.134.110,100,88,1,2017-09-20 18:54:39,R_1rdnIObUorxAsJ2,,,,,30.454895019531,-97.756500244141,anonymous,EN,,4,,,,,,,,,,,It's better to brake sooner than later. I think that yellow means to slow down and break anyways this is kind of a no brainer.
2017-09-20 18:54:16,2017-09-20 18:55:20,0,75.87.164.69,100,63,1,2017-09-20 18:55:20,R_32QG5gJPkKsRuzT,,,,,38.924697875977,-94.702903747559,anonymous,EN,,,,,,,,,,,4,,More friends in common makes you feel like you may 'know them'
2017-09-20 19:08:17,2017-09-20 19:09:52,0,24.178.26.220,100,95,1,2017-09-20 19:09:52,R_PSxWfkJUJTCU7tL,,,,,43.020797729492,-89.360000610352,anonymous,EN,,,,,,,,,,,,4,Seems like the best option. I believe what they do is appropriate and fair
2017-09-20 19:10:01,2017-09-20 19:11:56,0,75.129.13.15,100,114,1,2017-09-20 19:11:57,R_10w2OEIHLuuJwXu,,,,,42.823699951172,-85.398803710938,anonymous,EN,,,,,,,,,5,,,,people want choices and they also want to feel like they are in control
2017-09-20 19:18:32,2017-09-20 19:20:16,0,76.123.251.55,100,103,1,2017-09-20 19:20:17,R_2Qs4ieKAnX8APhc,,,,,35.191101074219,-86.161499023438,anonymous,EN,,,,5,,,,,,,,,I think it is appropriate because it is a dating site and he is trying to match them up.
2017-09-20 19:18:40,2017-09-20 19:22:05,0,151.213.146.242,100,205,1,2017-09-20 19:22:05,R_10ZreRs1gkTZ9zJ,,,,,29.619705200195,-95.63500213623,anonymous,EN,2,,,,,,,,,,,,"If it matches the behavior of nearby cars I do believe that may lessen the risk of an accident, but it can also cause one. The nearby cars aren't guaranteed to be self-driving as well, so if a nearby car was speeding through the light and the self-driving car followed suit, it could get hit in an intersection."
2017-09-20 19:20:30,2017-09-20 19:22:09,0,24.126.15.131,100,99,1,2017-09-20 19:22:09,R_2ANMBP3IYxlObkz,,,,,39.463195800781,-77.952102661133,anonymous,EN,,,1,,,,,,,,,,He is matching them to someone kind of like them. What they like to do. Favorite places to eat. Hobbies they like.
2017-09-20 19:31:09,2017-09-20 19:32:20,0,71.14.28.70,100,70,1,2017-09-20 19:32:20,R_qOcWATXhbgeox5T,,,,,32.380706787109,-85.680801391602,anonymous,EN,,,,,,,,,,4,,,I think people should have some control of their cars. Having absolutely no control is scary so this seems appropriate to me.
2017-09-20 19:33:07,2017-09-20 19:34:29,0,66.66.242.159,100,82,1,2017-09-20 19:34:29,R_24IAgBc5IWcCewE,,,,,43.100494384766,-77.426002502441,anonymous,EN,,,,,4,,,,,,,,"I think it's appropriate if the customer indicates initially that they want this, or at least if they know that this is what's being done. As long as the customer is consenting, there is no ethical issue here."
2017-09-20 19:43:50,2017-09-20 19:44:16,0,73.13.169.237,100,26,1,2017-09-20 19:44:17,R_1op7esgWKz3nTkV,,,,,40.049102783203,-75.228103637695,anonymous,EN,,,,3,,,,,,,,,I thought that it was not extremely impactful. It was neither appropriate or unappropriate.
2017-09-20 19:44:50,2017-09-20 19:45:58,0,184.1.157.38,100,68,1,2017-09-20 19:45:58,R_5iqmMqOCro2yqgV,,,,,41.153198242188,-85.481002807617,anonymous,EN,,,,,,,,,,,4,,I think it matching people based on common friends is appropriate because it shows they might have something in common.  It would be a jumping off point for further conversation online or on a date
2017-09-20 19:50:54,2017-09-20 19:54:20,0,72.81.184.90,100,206,1,2017-09-20 19:54:20,R_3KW6PF6VSJHgNJy,,,,,39.350692749023,-76.562698364258,anonymous,EN,,,,,,,,,5,,,,I feel sometimes it may be necessary to drive it manually if dangerous road conditions exist or other matters that can make it feasible. but other times it may be fine to have the car drive itself. just depends but you have the option.
2017-09-20 20:00:31,2017-09-20 20:02:19,0,142.255.118.164,100,108,1,2017-09-20 20:02:19,R_30eNUPteh8dPoaE,,,,,40.766204833984,-73.986198425293,anonymous,EN,,,,,,,,5,,,,,"I think that regardless of whether or not each condition can be prevented, it is nice for the CEO to offer the option to know. Even if it manages to help just one person live a little longer, it is for the best. If someone decides that they do not want to know, the simply do not have to look."
2017-09-20 20:04:11,2017-09-20 20:07:12,0,199.192.226.254,100,180,1,2017-09-20 20:07:12,R_2Pj0MGi5di5dIOE,,,,,14,-61,anonymous,EN,,4,,,,,,,,,,,Because he has made a decision that will ensure the safety of thousands of persons.  If the car stop at the light when it yellow then that ensures that there even flow of traffic.This makes the enviroment safe.
2017-09-20 20:05:04,2017-09-20 20:07:32,0,216.230.82.47,100,148,1,2017-09-20 20:07:33,R_2WxnJRv77V7G0Cp,,,,,33.64860534668,-117.91859436035,anonymous,EN,,,,,,4,,,,,,,This information can be crucial to take preventative measures to prevent this type of disease. It's a preventive action
2017-09-20 20:09:25,2017-09-20 20:10:35,0,68.175.40.105,100,70,1,2017-09-20 20:10:36,R_24uhaf5naB6T5Tn,,,,,40.750595092773,-73.82039642334,anonymous,EN,,,,,,,5,,,,,,"He wants to help people and is giving them the option to see if they are at risk so they can get treated if necessary. "
2017-09-20 20:11:48,2017-09-20 20:12:25,0,74.101.169.83,100,37,1,2017-09-20 20:12:25,R_bKretownEqw4wzT,,,,,40.65299987793,-73.714500427246,anonymous,EN,,,,,,,,,,,,3,its not necessarily a bad thing
2017-09-20 20:12:03,2017-09-20 20:12:58,0,108.24.140.201,100,54,1,2017-09-20 20:12:58,R_1QGg47YEg9rjsaR,,,,,39.889801025391,-74.974098205566,anonymous,EN,,,,3,,,,,,,,,"It's understandable that he would want more matches, but at the same time, it might annoy users if they get a lot more matches that don't matter to them, and they might wind up leaving the site altogether."
2017-09-20 20:14:21,2017-09-20 20:15:26,0,74.139.172.19,100,64,1,2017-09-20 20:15:26,R_32JDvH79u7XlMsM,,,,,38.144195556641,-85.693199157715,anonymous,EN,,,,,,,,,,5,,,It is not safe for the car to be completely robotic
2017-09-20 20:15:33,2017-09-20 20:16:45,0,63.66.64.245,100,71,1,2017-09-20 20:16:45,R_20tpMZ98pUPjF3r,,,,,40.255798339844,-76.858596801758,anonymous,EN,,,,,5,,,,,,,,Genetic mapping of health risks is as important as ancestry mapping.
2017-09-20 20:16:10,2017-09-20 20:18:14,0,68.41.92.195,100,123,1,2017-09-20 20:18:14,R_3h0f5TbwP60ELts,,,,,43.014099121094,-85.600898742676,anonymous,EN,3,,,,,,,,,,,,"It does make sense that if a car can tell if cars nearby are slowing down that it should too. The problem is that many people in my area accelerate and try to beat the yellow light. There's also the issue of people who are excessive breakers. "
2017-09-20 20:21:41,2017-09-20 20:23:19,0,64.20.129.222,100,97,1,2017-09-20 20:23:19,R_1CswWmLtdgnq2BT,,,,,32.252807617188,-80.889503479004,anonymous,EN,,,,,,,,,,,,4,"I could see how that might work because it would give the people a common interest. However, sometimes opposites attract. I think the founders need to be careful to make the questions that they use for this task to be questions revolving around beliefs rather than person interests. I.E. two people who both identify as Catholic rather than two people who mark the same movie as their favorite. "
2017-09-20 20:23:07,2017-09-20 20:24:46,0,24.11.134.20,100,98,1,2017-09-20 20:24:46,R_1MiZb0kdj67BYn7,,,,,32.98779296875,-80.005699157715,anonymous,EN,,,,,,,,4,,,,,"It's a good gesture for most. Some people aren't going to their product for that information and may not want to think about it, though."
2017-09-20 20:22:51,2017-09-20 20:25:01,0,73.184.67.192,100,129,1,2017-09-20 20:25:02,R_3mjVPmFnFtxYjpc,,,,,33.668701171875,-84.465301513672,anonymous,EN,,,,,,,,,,,2,,"It appears that the founders make the decision about the matches rather than the users having the freedom to contact their matches based upon their preferences.  "
2017-09-20 20:23:23,2017-09-20 20:25:29,0,67.161.168.152,100,126,1,2017-09-20 20:25:29,R_AKvolqtd0fnrK5H,,,,,38.683898925781,-121.0525970459,anonymous,EN,,,,,,3,,,,,,,The intention is good but it leaves people wondering whether they should look at the results and see their diagnosis. Some people would be left mentally distressed over the idea of them potentially having dementia but never wanted to see the results to begin with.
2017-09-20 20:21:41,2017-09-20 20:25:42,0,23.112.148.14,100,241,1,2017-09-20 20:25:43,R_XhKoew78HAokbJv,,,,,29.569793701172,-98.616096496582,anonymous,EN,,,4,,,,,,,,,,There aren't many people that are expected to be full matches but very similar matches allows for users to learn things about their matches that could pique their interest and invite them into new opportunities.
2017-09-20 20:24:30,2017-09-20 20:26:11,0,68.46.186.118,100,101,1,2017-09-20 20:26:11,R_2X57hJykHLo42si,,,,,42.866394042969,-85.663497924805,anonymous,EN,,,,,,,5,,,,,,"He's trying to help out society in the way his company can. The empathy he shows towards society is very rare in this day and age. "
2017-09-20 20:24:52,2017-09-20 20:27:41,0,207.119.51.146,100,168,1,2017-09-20 20:27:41,R_SYQX9FgnNa93n8d,,,,,29.872894287109,-98.013999938965,anonymous,EN,,5,,,,,,,,,,,"It makes senses because that's what most of us do anyways.  The people that decide to hurry on yellow many times end up running a red, and it can be very dangerous for others.  I see it on a daily basis, I just don't get it though.  You aren't saving much time by not sitting at one light, instead you are putting many others at risk including yourself.  "
2017-09-20 20:25:06,2017-09-20 20:28:07,0,76.183.130.163,100,180,1,2017-09-20 20:28:07,R_2chGohg29EHZSy6,,,,,32.852294921875,-97.134201049805,anonymous,EN,,,,,4,,,,,,,,In addition to helping the individual learn their ancestry the director and his company have the unique opportunity to warn the people of their potential health risks. That way the individual can take the necessary precautions to maintain a healthy life.
2017-09-20 20:27:51,2017-09-20 20:29:22,0,107.216.159.75,100,91,1,2017-09-20 20:29:22,R_26kYFxI1c6dHGPp,,,,,36.728103637695,-95.899696350098,anonymous,EN,,,,,,,,,,5,,,Because it is like cruise control on cars - the cruise is overridden by the application of a brake. This is beneficial in the case of an emergency where the driver must brake quickly to stop. He or she may not have time to go through the steps of deactivating the cruise control manually; the brake is quicker. It is the same for self-driving cars.
2017-09-20 20:28:15,2017-09-20 20:30:34,0,208.102.142.101,100,138,1,2017-09-20 20:30:34,R_dgTDcFneZcYhVPr,,,,,39.157897949219,-84.596603393555,anonymous,EN,,,,,,,3,,,,,,It is his choice to do that. It is a personal thing that has nothing to do with work matters.
2017-09-20 20:18:32,2017-09-20 20:32:51,0,70.190.74.230,100,859,1,2017-09-20 20:32:51,R_3MRoHdyjDvdxvc9,,,,,33.305404663086,-112.19969940186,anonymous,EN,,,,,,,,,5,,,,"I think that is very smart. I personally wouldn't feel comfortable in a completely self-driving car, so having the option to switch back to human-driving would put me much more at ease. I would just like the actual control to be hidden well enough or, not something a child could accidentally push."
2017-09-20 20:32:20,2017-09-20 20:33:24,0,198.137.20.86,100,64,1,2017-09-20 20:33:25,R_NXaUdKz1sOGbsdP,,,,,33.949905395508,-83.375,anonymous,EN,,5,,,,,,,,,,,The option makes sense and a yellow light was designed for drivers to slow down upon approach. The car would be choosing the safer option.
2017-09-20 20:31:46,2017-09-20 20:34:11,0,69.143.178.162,100,144,1,2017-09-20 20:34:11,R_DkJH0WqNN3xPWzn,,,,,38.892395019531,-77.073501586914,anonymous,EN,,,,,,,,,,,4,,"Because they might share similar interests based on who they are friends. This seems like an okay version, but I can think of better ways to suggest matches."
2017-09-20 20:35:36,2017-09-20 20:36:16,0,68.114.92.34,100,39,1,2017-09-20 20:36:16,R_1g1sgiAW9sFDiBu,,,,,42.665496826172,-71.595199584961,anonymous,EN,,,,,,3,,,,,,,"Nothing to tell about this                                               "
2017-09-20 20:36:52,2017-09-20 20:38:01,0,76.8.144.224,100,69,1,2017-09-20 20:38:02,R_u2DBYylYalW4Tp7,,,,,39.752395629883,-92.456596374512,anonymous,EN,4,,,,,,,,,,,,"I think it's the best option for our current technology, but I don't know how I feel about self driving cars in general. "
2017-09-20 20:36:39,2017-09-20 20:38:58,0,76.84.25.21,100,139,1,2017-09-20 20:38:59,R_1i5mChwwn1U39bi,,,,,40.779602050781,-96.700103759766,anonymous,EN,,,,2,,,,,,,,,He is not letting the system be honest in matching up answers. It isn't fair nor is it worth the people's time if the system is going to be rigged.
2017-09-20 20:45:46,2017-09-20 20:47:03,0,205.221.117.91,100,76,1,2017-09-20 20:47:03,R_2wpLxOYHSkXgfP5,,,,,40.451995849609,-91.45580291748,anonymous,EN,,,,,,,,,5,,,,it seems logical to let the car go in manual so you can have control
2017-09-20 20:48:48,2017-09-20 20:50:25,0,68.119.175.236,100,97,1,2017-09-20 20:50:26,R_2XoIufIYgLlLvnA,,,,,35.511901855469,-82.70369720459,anonymous,EN,,,4,,,,,,,,,,I think it is okay as long as the customers understand what all takes place when they use the website
2017-09-20 20:48:42,2017-09-20 20:51:21,0,68.203.65.230,100,158,1,2017-09-20 20:51:21,R_3ESVslT0lmPEP6f,,,,,32.968902587891,-96.799102783203,anonymous,EN,,,,,,,,,5,,,,This reflects exactly how I currently feel towards self-driving cars. It's simple to add a manual mode and it could save someone's life if they need to take over.
2017-09-20 21:00:48,2017-09-20 21:03:26,0,70.140.59.38,100,157,1,2017-09-20 21:03:26,R_3m3FQcQtJs6i9SI,,,,,30.159805297852,-95.724998474121,anonymous,EN,,,,,,3,,,,,,,"I feel this way because I believe it's harmless. If the person decides they want to know the results, then there's no harm in my opinion."
2017-09-20 21:00:30,2017-09-20 21:04:24,0,98.235.33.99,100,234,1,2017-09-20 21:04:24,R_1DB8XxWG1nlWAuj,,,,,40.784896850586,-77.84700012207,anonymous,EN,,,,,,,,,,,3,,I feel like using mutual friends is an okay idea but I think using common interest would work better.
2017-09-20 21:01:25,2017-09-20 21:04:49,0,73.251.140.134,100,203,1,2017-09-20 21:04:49,R_3kazTXfM6sdwmuO,,,,,39.149200439453,-78.27799987793,anonymous,EN,,,,,,,,,,5,,,YOU WOULD STILL BE ABLE TO HAVE SOME CONTROL OVER THE CAR IN CASE OF EMERGENCY.  SOME PEOPLE MAY WANT TO GO BACK AND FORTH BETWEEN SELF-DRIVING AND HUMAN DRIVER.  I JUST THINK PEOPLE WOULD BE MORE LIKELY TO PURCHASE THE SELF DRIVING CAR IF THEY COULD STILL BE IN CONTROL.
2017-09-20 21:07:00,2017-09-20 21:09:36,0,68.38.255.254,100,155,1,2017-09-20 21:09:36,R_3oXbydYBOBI69SQ,,,,,40.236892700195,-85.467903137207,anonymous,EN,,,,,,,,5,,,,,"It should be the client's choice regardless of the health conditions being preventable or able to be reduced. The CEO making that option available is what I would want any CEO to do. "
2017-09-20 21:09:06,2017-09-20 21:10:13,0,174.29.8.70,100,66,1,2017-09-20 21:10:13,R_3PIiPY8VQclTW9h,,,,,39.660293579102,-104.84380340576,anonymous,EN,,,,2,,,,,,,,,It seems like a sound strategy. I think they will be served well by the decision.
2017-09-20 21:08:23,2017-09-20 21:10:14,0,67.2.192.221,100,111,1,2017-09-20 21:10:15,R_1Ia6QL7qEH8y0k8,,,,,40.667694091797,-111.93879699707,anonymous,EN,,,,,,,3,,,,,,I see this type of industry and disease mongering and preying on people. Accessing genetic code from people to check for disease that can be prevented or mitigated simply through a sound meal plan and exercise is fraudulent.
2017-09-20 20:58:46,2017-09-20 21:11:17,0,73.64.37.204,100,750,1,2017-09-20 21:11:17,R_06zFmhHf8HUYi1b,,,,,40.391494750977,-76.438102722168,anonymous,EN,3,,,,,,,,,,,,"A self-driving car must be able to respond the same as a human, but what will happen when all the cars are self-driving and all they are doing is following each other without the common sense humans have.
On the flip side, a self-driving car won't be texting or getting drunk."
2017-09-20 21:10:41,2017-09-20 21:11:26,0,198.111.39.224,100,44,1,2017-09-20 21:11:27,R_3holiFAaj7mEXur,,,,,42.464996337891,-83.230697631836,anonymous,EN,,5,,,,,,,,,,,"it would be a lot safer if one braked when the light turns yellow, and slow down"
2017-09-20 21:10:25,2017-09-20 21:11:42,0,107.206.206.75,100,76,1,2017-09-20 21:11:42,R_3Dkdob5bZAlHpw0,,,,,34.928604125977,-118.40519714355,anonymous,EN,,2,,,,,,,,,,,This will cause more accidents.
2017-09-20 21:10:40,2017-09-20 21:12:03,0,172.15.195.204,100,82,1,2017-09-20 21:12:04,R_6r5p1dWz5cwHPj3,,,,,41.404403686523,-81.556396484375,anonymous,EN,,,,,,,,,,,,4,"If the people have similar interests based on set questions, they will likely get along. Similar answers will help match people with the same hobbies or personalities. They will have more in common and less awkward first date with more to talk about."
2017-09-20 21:11:53,2017-09-20 21:13:43,0,174.227.12.90,100,110,1,2017-09-20 21:13:44,R_1kSu2KmG85BBJ8f,,,,,29.506103515625,-81.94539642334,anonymous,EN,,,,,5,,,,,,,,"If it was me I would like to choose if I'm told about the possibility of having cancer or something like that. "
2017-09-20 21:13:46,2017-09-20 21:15:11,0,68.226.127.77,100,84,1,2017-09-20 21:15:11,R_1C7v6F4fKfz1BAP,,,,,33.323303222656,-111.82440185547,anonymous,EN,,,,,,,,,5,,,,The freedom to choose whether or not your car is in a self-driving automated mode makes a lot of sense and alleviates some of the pressure from people like me who fear privacy violation from it.
2017-09-20 21:11:47,2017-09-20 21:18:13,0,71.88.210.63,100,385,1,2017-09-20 21:18:13,R_3m34CM0RhJ6HxVI,,,,,36.244293212891,-85.542602539062,anonymous,EN,,,,,4,,,,,,,,"I chose my answer, because the director is making a caring effort to help customers know more about their future health issues, so that he could prevent future health scares to his customers."
2017-09-20 21:14:53,2017-09-20 21:18:47,0,75.151.56.205,100,234,1,2017-09-20 21:18:47,R_2y8xYcr9jOllmuE,,,,,36.178207397461,-86.609802246094,anonymous,EN,,,,,,4,,,,,,,"I think it's appropriate because dementia is a disease that steals people's memories. If they knew they had a genetic chance of getting it, they could potentially take some action to prepare for a time when their memory may fail them, such as keeping journals, organizing photos and this type of thing, even audio or videotaping themselves with family and friends."
2017-09-20 21:20:58,2017-09-20 21:22:03,0,174.64.160.193,100,64,1,2017-09-20 21:22:04,R_1qX0MDNSgk643nv,,,,,30.029800415039,-91.730499267578,anonymous,EN,,,,,,,,4,,,,,people need to know the facts
2017-09-20 21:25:06,2017-09-20 21:27:11,0,76.177.211.52,100,125,1,2017-09-20 21:27:12,R_3dFbffCowdZvr5D,,,,,37.968505859375,-84.146003723145,anonymous,EN,,,,,,,,,,,,5,I chose this option because I like how your paired with users with the same answers.
2017-09-20 21:25:15,2017-09-20 21:28:08,0,192.24.71.92,100,172,1,2017-09-20 21:28:09,R_2fpvENGiCEzxHbZ,,,,,36.752700805664,-90.485298156738,anonymous,EN,,,,,,,,,,,1,,"I don't like the idea because it generates you a new match daily hence where's that leave the person you may have been previously likening?! It seems like vey unhealthy dating measures, I personally would not use the app."
2017-09-20 21:28:21,2017-09-20 21:30:40,0,76.90.160.63,100,138,1,2017-09-20 21:30:40,R_2wsElabccbf1J0f,,,,,34.417999267578,-118.56620025635,anonymous,EN,,,4,,,,,,,,,,"Often it makes sense to meet someone who shares your interests; however, sometimes it's nice to meet someone who challenges you by being different and seeing the world differently than you do. Matching people based on how similar they are leaves out a lot of other options for someone to date."
2017-09-20 21:29:49,2017-09-20 21:30:57,0,67.86.217.103,100,67,1,2017-09-20 21:30:57,R_2dmAAsRJrfMKkZA,,,,,40.793197631836,-73.54239654541,anonymous,EN,,,,,,,,,,5,,,We cannot sole rely on technology to solve the world's problems. Human intelligence will always triumph technology.
2017-09-20 21:33:16,2017-09-20 21:33:52,0,173.91.212.13,100,36,1,2017-09-20 21:33:53,R_1pYUkHLDtfy73JK,,,,,41.1708984375,-80.679901123047,anonymous,EN,3,,,,,,,,,,,,I went with my gut instinct.
2017-09-20 21:38:12,2017-09-20 21:39:09,0,74.88.208.249,100,57,1,2017-09-20 21:39:10,R_SJGa6dsa31dT2HD,,,,,41.131195068359,-74.367401123047,anonymous,EN,,,,4,,,,,,,,,"He wants people to have things in common, but not to be too similar because this can create problems. I think the CEO has a pretty good approach by doing so but this could also backfire, so it has to be done skillfully. "
2017-09-20 21:44:33,2017-09-20 21:46:12,0,104.3.4.86,100,99,1,2017-09-20 21:46:13,R_eo31OcdCKZDQBgJ,,,,,33.085601806641,-96.611503601074,anonymous,EN,,,,,,,3,,,,,,"As long as people know ahead of time what tests they are subjecting their DNA to, it's not a problem."
2017-09-20 21:45:41,2017-09-20 21:47:16,0,72.24.196.117,100,94,1,2017-09-20 21:47:16,R_9vLGzSF1j1m9N5v,,,,,33.595993041992,-96.545402526855,anonymous,EN,,,,,,,,,,,,3,"I chose that option because it didn't lean to heavily to one side or the other. I don't agree with dating apps and there premise, but that's the world we live in, and there are dating apps in the real word that are more superficial than this matching policy."
2017-09-20 21:45:03,2017-09-20 21:47:21,0,74.215.233.158,100,138,1,2017-09-20 21:47:22,R_3iQgYRVkFreQzd6,,,,,39.157897949219,-84.596603393555,anonymous,EN,,,,,,5,,,,,,,"I think that it is appropriate. The Dr. is able to offer a service that may be beneficial to the future of someones health. If the person doesn't want the service, he/she has the option to decline."
2017-09-20 21:51:56,2017-09-20 21:54:16,0,70.195.2.82,100,140,1,2017-09-20 21:54:17,R_2eRukfTdgzs2kJs,,,,,38.95930480957,-94.681098937988,anonymous,EN,,,,,,,,,,5,,,in case of a glitch or failure a person can take control. Also a person may detect or see an issue the car is unable to perceive.
2017-09-20 21:54:43,2017-09-20 21:55:46,0,73.92.250.45,100,63,1,2017-09-20 21:55:47,R_1N9CBgk9aqJAySe,,,,,37.931900024414,-121.69580078125,anonymous,EN,,4,,,,,,,,,,,"The concept of self-driving is unsettling, the idea that machines are better at making decisions than adults is not natural."
