StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,xA1,FreeResponse,xA2,FreeResponse,xA5,FreeResponse,xA12,FreeResponse,xA6,FreeResponse,xA7,FreeResponse,xA8,FreeResponse,xA9,FreeResponse,xA14,FreeResponse,xA3,FreeResponse,xA10,FreeResponse,xA13,FreeResponse,xA15,FreeResponse,xA11,FreeResponse,xA4,FreeResponse,xB1,FreeResponse,xB2,FreeResponse,xB5,FreeResponse,xB12,FreeResponse,xB6,FreeResponse,xB7,FreeResponse,xB8,FreeResponse,xB9,FreeResponse,xB14,FreeResponse,xB3,FreeResponse,xB4,FreeResponse,xB10,FreeResponse,xB11,FreeResponse,xB13,FreeResponse,xB15,FreeResponse,Sex,Race/Ethnicity,Age,Education,Income,FreeResponse - Topics
10/20/17 19:32,10/20/17 19:36,0,24.253.105.212,100,231,1,10/20/17 19:36,R_12b7NLy2UZN6OCQ,,,,,36.11129761,-115.2790985,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,It makes sense to reduce how many hours you can work. It also makes sense about the hand offs.,5,It is good because it's affordable. It also has moderate side effects.,4,I think it might make a difference. I'm not entirely convinced it's the best option but it would help some people.,3,I'm not sure if this method is valid. It seems somewhat random and more options might be better in this case.,5,I think it makes sense. Better to be well rested and not overworked. ,,,,,,,,,,,,,,,,,,,,,1,5,31,3,3,
10/20/17 19:27,10/20/17 19:36,0,174.201.0.198,100,586,1,10/20/17 19:36,R_2fqH2pra1ZzGZes,,,,,40.02639771,-75.22650146,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"I don't see an issue with it. For those uninterested, so what. For those interested, yay.",5,"I thinks that's actually an amazing idea. Many people get anxiety with scheduling appointments, especially something like that. Having an appointment already set up definitely provides the client with a feeling of relief.",4,I think its a great idea to provide them housing. With that being said I believe they should work for their own money. Unfortunately many people take advantage of a good thing.,3,Well you got to do what you got to do to make money. But I think the idea of it is kind of petty. There's probably a more appropriate way to go about that,4,I think its okay. I think its kinda sloppy of them to be prescribing different drugs for the same problem in the first place.,,,,,,,,,,,1,3,30,4,3,
10/20/17 19:15,10/20/17 19:39,0,208.93.15.201,100,1387,1,10/20/17 19:39,R_1ePgSoJTslg0Zp2,,,,,45.07359314,-69.03430176,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,It should be a case-by-case setting. Some babies will need more and others will need less. They should determine the oxygen rate needed for each baby separately.,4,"If you give them money it will help temporarily, but if you teach them a trade it will help them care for themselves forever. They will be more self sufficient if taught a trade.",4,"This is an interesting concept. It allows an unemployed person to have some income, but it also allows them to start working and collect unemployment at the same time as their paycheck, which would be an incentive to find work.",5,"This is a good idea. If they start right off with being enrolled then they will not notice a difference in their paycheck as it will be the same. Whether they forget about it or not, they might choose to keep it since they will already be enrolled.",1,This will just tick off customers. I dislike an ad when I'm listening or watching something so two minutes of it would make me change the channel or page. It will backfire.,2,3,48,2,3,
10/20/17 19:29,10/20/17 19:39,0,68.58.54.117,100,569,1,10/20/17 19:39,R_2ztHciHkKNn6HjU,,,,,40.2368927,-85.46790314,anonymous,EN,,,,,,,,,,,,,,,,,,,,,1,I feel if he did this it would not be used in the best way or to really help them. It could be temptation for someone to use it in an inappropriate way.,5,He is engaging in the new people and getting them involved. He wants to contribute to the employes,4,He is just trying to make money from his app. Running ads is free for him to gain some type of money from his app.,3,I really do not see it as either. I can not give an answer to whether it is or not.,4,since they are ranging the levels this is the best way to see if it is correct. They can change it if need be as the levels continue to change.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,38,2,3,
10/20/17 19:34,10/20/17 19:39,0,74.130.81.125,100,316,1,10/20/17 19:39,R_1mrZz6xemmoCz5q,,,,,38.45410156,-85.6088028,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,This solution seems like a very reasonable idea based on the information.,5,This is a good decision in helping the community and also humanity as a whole.,5,I feel this is encouraging citizens to be proactive in job hunting and also giving them a boost while they look for a job.,2,It is the employees choice whether to enroll or not. ,4,Possibly a good market ploy but it is also sneaky.,2,3,50,3,2,
10/20/17 19:33,10/20/17 19:39,0,47.196.90.238,100,391,1,10/20/17 19:39,R_1jWjlpT0pbUtUHO,,,,,27.90029907,-82.30239868,anonymous,EN,3,I think it is good that they implement the system so the first year can get more sleep but I wish they did it for second year residents too,3,I just hope that Drug A is safe and appropriate to treat the symptoms ,5,Those who are really poor need help the most.,4,More options can be more attractive although I hope the CEO knows why his employees hesitate to enroll in the investment fund.,5,I think it will greatly boost the teacher's happiness.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,37,4,6,
10/20/17 19:26,10/20/17 19:40,0,50.96.174.137,100,865,1,10/20/17 19:40,R_1JKn9V97O1sC5kR,,,,,30.81210327,-95.54740143,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,would likely help with minor problems but hard to say how much it would help with more serious issues. ,4,good intentions and looking out for well being of employees. Pre-scheduling up the appoint may be a bit much though. ,2,it would certainly help those in poverty if they own their own home and the roof is in poor shape but many don't own their own home and of those that do many probably don't need a new roof. ,1,Need to provide incentives for join the service. Not push people to pay just to keep what they had been getting already without paying. That will push people to go else where just out of spite. ,5,seems reasonable. ,,,,,,,,,,,1,3,33,4,5,
10/20/17 19:33,10/20/17 19:41,0,162.198.201.8,100,439,1,10/20/17 19:41,R_1E08W1cJtfwwVV8,,,,,35.96659851,-79.04100037,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"One must be concerned with patient handoffs and also long work hours.  Since other year workers work up to 24 hours, first years should have no problem with that as well.  And that can provide a balance for this issue.",4,"I think affordability is a great thing.  On the other hand, side effects may not be.  In this case tolerability is good so it is acceptable but I'd also want to look at the other drugs which may have fewer ones.",5,I care about people in need.  To increase support for all is a good thing!  People can use all the help they can get today.  How could this be bad?,2,"I can understand the company guy wanting workers to do that.  On the other hand, the interests of the employees should come first and they should have choices.  Perhaps they can find a better investment?  They should have the option.",5,"Teachers' happiness is very important, just as all our happiness is.  People work too much as it is and more vacation can only be a benefit for all.  Teachers will be happier and students will thus too.",,,,,,,,,,,,,,,,,,,,,1,3,41,4,3,
10/20/17 19:38,10/20/17 19:41,0,99.6.200.240,100,175,1,10/20/17 19:41,R_2q46deGpsFNao80,,,,,34.16749573,-83.91200256,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,people need more time at home with families to reduce stress and have better performance at jobs,5,"it is the best cheapest option, very respectable decision",2,everyone needs help sometimes. this person understands that,2,more options is always better,4,more home time equals better performance at work,,,,,,,,,,,,,,,,,,,,,2,3,34,3,2,
10/20/17 19:38,10/20/17 19:41,0,173.244.48.200,100,227,1,10/20/17 19:41,R_pF5MnVJ6AISQ3RL,,,,,34.05439758,-118.2440033,anonymous,EN,,,,,,,,,,,5,I think it’s great that they want to get the word out there.,2,It seems like too personal a procedure to make a joke out of it? I don’t know.,5,Very cool thing to do!,4,Gotta make money somehow 🤷🏼‍♀️,5,I’m sure he has valid reasons why he prefers A over B.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,30,3,2,
10/20/17 19:31,10/20/17 19:42,0,167.23.24.25,100,630,1,10/20/17 19:42,R_eQCaAXSIOe9pi6d,,,,,42.96339417,-85.66809845,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,They should not just guess it make sure,5,The money was for charity and this is charity. It didn't say what specifically he was going to donate it to so it is his choice,5,This will help people find jobs better. If the government is helping them then they need to help themselves also,1,He should just not automatically sign me up. I should be able to choose for myself ,1,It is a scam. Trying to get people to do what the company wants,2,3,49,3,5,
10/20/17 19:40,10/20/17 19:42,0,138.23.134.245,100,97,1,10/20/17 19:42,R_2DSVIvojvNwLwFo,,,,,33.75289917,-116.055603,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,allows people in search of that job to have a bigger passion for it,5,medical conditions are personal and should be left outside of work,5,very generous that he would spsend his own money for people in need.,2,he will lose customers,5,doctor has concern for patietn,,,,,,,,,,,1,3,24,4,4,
10/20/17 19:26,10/20/17 19:42,0,186.65.88.37,100,945,1,10/20/17 19:42,R_3gXjkNKB79l25EH,,,,,17.25,-88.75,anonymous,EN,5,Main goal is to not harm but help the patients and minimize that risk of harm as much as possible. This would qualify as that.,4,It is appropriate to use medication to regulate blood pressure due to the health risks involved in not taking them. Again this should be in addition to counseling or other guidance for the patient in lifestyle choices and eating habits etc. If the patient wants to get off the meds they will know how to make that happen.,4,"Again, a bandaid effect. Something in the way of helping those poor to help themselves. There are many ways to do that. They will need to be creative!",3,"Maybe there are more options that require people to allot less of their income towards a retirement savings. Also I chose this because the company could also offer a matching incentive of sorts, say 50/50 or something like that. Choices are good but people dont save because they are afraid to not have that extra money. ",2,"Money bonus would be only a temporary bandaid to a larger problem that needs surgery, if you will. Money doesn't buy happiness. It can temporarily relieve some stress and make it seem as if it acheived it's desired goal, but inherently happiness comes from within no matter who you are.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,36,4,2,
10/20/17 19:32,10/20/17 19:43,0,73.43.225.2,100,647,1,10/20/17 19:43,R_21BNLqhXsvPegAF,,,,,33.91879272,-84.06780243,anonymous,EN,,,,,,,,,,,5,"It's important to recruit people for this position that are caring and willing to do this work in order to make a difference. The job is not glamorous and should not be treated that way, so it's good that it wasn't advertised as a high paying job, but as a socially necessary one. ",4,"This is a good way to spread medical awareness of conditions that should be taken seriously and thought about by most people. Because the CEO has the health of each individual in mind when making this decision, it is completely appropriate. ",2,"If this director was the only person to make the decision, I don't feel this is an appropriate way to spend money that's been donated from others before this decision was made. Things like the value of livestock vs the availability of food and cost of upkeep for the families need to be considered. While to the director this may be a charitable donation to build wealth, to the affected families, this might become a financial burden or inconvenience. However, depending on whether this information was disclosed to donators and the families affected were aware of these decisions, it could be an appropriate use of donated money.  ",3,"Naturally, the company wants to market its paid service and make money off of it. However, plenty of the free users use the free service because they are unable to upgrade, or do not want the benefits of the upgrade. Increasing the ads isn't likely to change that category of users minds and can be very annoying and off-putting. At the same time, it's something they can surely understand and tolerate. ",5,"Since both drugs are affordable, effective and approved by the FDA, there is no moral dilemma in prescribing either of them. It is perfectly acceptable for a doctor to prescribe drug A or drug B in this situation. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,22,3,3,
10/20/17 19:33,10/20/17 19:43,0,76.8.202.91,100,590,1,10/20/17 19:43,R_2Ejjq51wQXzrJAl,,,,,40.60920715,-111.881897,anonymous,EN,5,16 hours of good work is better  than 24 with a life-affecting mistake.  Doctors need lots of experience but sleep-deprived doctors won't learn much either. ,5,Doctor Jones is attempting to provide good treatment for his patients by providing an affordable drug that has side effects that aren't too bad.  ,2,Welfare isn't as simple as just providing more services to poorer people. It would be better if he worked to provide more opportunities for them to begin to provide for themselves. ,5,The CEO is just trying to help people out by having more options.  It isn't hurting anyone and can be good for his company. ,4,"Money isn't the best corollary to happiness, but it is probably pretty effective.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,24,6,2,
10/20/17 19:42,10/20/17 19:45,0,67.246.89.139,100,148,1,10/20/17 19:45,R_9WQMklvl3qGBRct,,,,,43.32290649,-76.41719818,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"I think that working over 24 hours in morally unacceptable. Should never be a thing, ever.",4,"I think this is a good idea? Kind of hard to say, it's about people's health.",5,I think that seems to be a good choice. I'm no fin analyst but I think that can address the problem.,3,"Mmm I'm not sure if this is the best idea. People like having choices, and some folks just don't want to participate.",5,I think taking breaks is a great way to boost morale. Having time off when their students have time off is also a good thing.,,,,,,,,,,,,,,,,,,,,,1,3,31,3,2,
10/20/17 19:38,10/20/17 19:45,0,50.48.189.31,100,437,1,10/20/17 19:45,R_1gFII5g3eXOA73I,,,,,43.14120483,-77.63279724,anonymous,EN,,,,,,,,,,,,,,,,,,,,,4,This seems like a very caring and thoughful thing to do which could help thousands and thousands of people. Many politicians do not seem to put this much care into their jobs and so it would be more appropriate for others to act this way.,2,Because it appears the CEO is looking out for the wellbeing of his or her employees by making sure to highlight some of these options possible making them seem more attractive or bringing more attention to them.,3,While this is an annoying tactic that lowers the quality of the service provided it is to be expected that the CEO of the company would want to make more money.,4,"This seems like a very generous thing for the Senator to do and seems like a politician who truly cares about the people he represents, this does not seem to benefit anyone else in any way except for those in need.",5,"This would be the only ethical thing to do in this situation, clearly knowing the premium level of oxgen for babies but not knowing the best, would help all babies have an equal chance at health and survival.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,24,4,3,
10/20/17 19:41,10/20/17 19:45,0,104.3.156.137,100,266,1,10/20/17 19:45,R_3iPEIE83OzpArJn,,,,,34.08869934,-118.3278046,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,It's all just a guess. No one really knows what will happen.,5,Charity work is always good work. He is helping people in need.,1,If a person has a job then that means they won't need the money anymore. No point in continue giving them the money.,1,He is forcing people something that they may not even want. He could've just informed and encouraged people of the investment funds instead.,5,Advertisement is fair. Nothing wrong with doing that.,1,2,28,3,2,
10/20/17 19:40,10/20/17 19:46,0,98.16.149.145,100,333,1,10/20/17 19:46,R_5A6dWnPkfGEePgl,,,,,40.77789307,-97.07299805,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"When in need of more of an occupation, it should promote these positions to get qualified canidates.",1,"While it is good to get one, the boss shouldn't do that. It is that persons problem to solve.",3,It depends. If people knew that this was apart of this particular charities mission than it would be a good use of money. If not then it wouldn't be.,4,It is free so people should assume that all content is available without paying. It makes sense to make the better content cost people money. Without subscribers the company couldn't offer anything for free.,5,He prescribed the drug he felt was best. That is good judgement in my opinion.,,,,,,,,,,,1,3,25,4,3,
10/20/17 19:12,10/20/17 19:46,0,107.77.235.227,100,2048,1,10/20/17 19:46,R_1LhS83pWb9tpdUl,,,,,33.74899292,-84.38800049,anonymous,EN,,,,,,,,,,,,,,,,,,,,,4,"I chose that the director's decision was somewhat appropriate.  I choose this answer because he is the director of the charity and is able to make that decision.  I feel that his heart is in the right place but instead of giving the people a cash allotment for food, I believe that he should find a way to make sure that the cash would be used for their nourishment, such as vouchers.  It seems as though the cash could possibly not be used for three months of food.  The cash, I'm sure, would help these impoverished people but I also feel that his desire was for these people to be fed.",4,"By highlighting this information, it draws attention to these options.  I would assume that there may be a lot of paperwork and this would help the new hires by assuming that the information highlighted is important and worth their attention.",1,This seems like it is forcing people to sign up for the Premium service even though the service that is being offering is free.  People do not like to feel pressured.,2,This decision may encourage people to continue to stay out of work.  I also believe that those people should be able to look for other work that is not offered by the job fairs put on by the government.,2,It seems that if the best values of oxygen for these babies are between 85% and 95% then they wouldn't set them between 85% - 89%.  If the oxygen level drops below 85% then it doesn't have very far to go to drop below the best possible rates.  I would assume that 88% - 92% would be a better and safer rate.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,37,3,2,
10/20/17 19:41,10/20/17 19:47,0,108.84.245.38,100,347,1,10/20/17 19:47,R_USWU8spem2kvezn,,,,,36.105896,-79.8164978,anonymous,EN,,,,,,,,,,,,,,,,,,,,,3,"It's difficult to determine if the money will just serve as a handout and be spent on the wrong things, or if the recipients might choose to use the money wisely and purchase something (like an animal) that can be used to provide food for an extended period of time.",4,"I think that the CEO has an admirable goal and a good strategy, but I think that there are more reasons that new employees choose not to invest in retirement.",4,"There are expenses involved in the company providing the service.  If listeners are not paying for the service, the money has to come from somewhere, so advertising seems like the logical choice.",3,"Although it's a good idea, the stipulation is simply that the recipient has to attend a fair.  What is to keep the recipient from not submitting applications, or ""bombing"" an interview to continue receiving the payment?",5,"It sounds like the decision is based on solid medical research, with concrete numbers to use as measurement.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,40,6,5,
10/20/17 19:45,10/20/17 19:48,0,71.59.93.141,100,181,1,10/20/17 19:48,R_26eYoqT1tfxXJhY,,,,,39.74369812,-75.34619904,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,If this seems to work based on data that sounds good.  The dr is just trying to find the best solution.,5,A great way to spend money.  It isn't just a handout and helps to plan for future success.,5,Seems like a gentle way to get them to try to find work.  Not overly harsh and helpful.,2,People should be able to read the rules and make their own decisions.  It would be better to assign an HR person to tell them of their options.,4,He is running a business and trying to make money.  That just seems how advertising works.,2,3,37,6,5,
10/20/17 19:38,10/20/17 19:49,0,73.84.64.218,100,682,1,10/20/17 19:49,R_3siAFmyQqhyKzZn,,,,,26.02220154,-80.14959717,anonymous,EN,,,,,,,,,,,,,,,,,,,,,1,Because I think he is doing the right thing by giving an opportunity to people with low income.,1,Because i think that is a great idea to encourage people to start saving for their retirements.,4,I think that is a great idea because that way it will increase the number of users.,1,Because I don't think is a great idea to give $1.000 for 6 months to people that don't have a job because this people take advantages of this kind of help and most of them don't find a job never and keep applying for more help.,5,Because i think the doctor knows what is best for the babies.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,25,3,2,
10/20/17 19:43,10/20/17 19:50,0,66.75.23.122,100,412,1,10/20/17 19:50,R_2e9G6UhDNKxfzJb,,,,,34.97009277,-116.9929047,anonymous,EN,,,,,,,,,,,,,,,,,,,,,5,I feel that purchasing food is a way that we can help without risking popping off an international incident.,4,He is only really suggesting something not forcing them to. And honestly i wish my boss had done this when I first started.,2,Every second song is extreme overkill on ad redundancy. At that point as a consumer I would probably vow to never get the service.,5,I have no problem with the government helping people out who need it and will use it to make themselves better. This way they have to show they are putting in effort and it is not a long term solution that some one would be able to become dependent on.,2,The levels that he chose were not within the acceptable limit thus possibly killing new born children and their career.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,34,3,2,
10/20/17 19:41,10/20/17 19:51,0,216.9.180.108,100,613,1,10/20/17 19:51,R_578NbZW22N4cNGx,,,,,33.05810547,-112.0475998,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,seems reasonable. An adult in good health should have O2sat level near 100% and 90%  or lower indicates a need to oxygen,4,much better than just giving them money,4,this would be a way for unemployed to be rewarded for seeking work. After looking for a year many would normally give up.,3,good idea but everyone as different goals and is different place in their life.,1,users will not sign up and will run to other options,1,3,36,4,5,
10/20/17 19:45,10/20/17 19:51,0,112.206.63.201,100,349,1,10/20/17 19:51,R_2bPMJi9QLvoeajh,,,,,14.47109985,121.0223083,anonymous,EN,5,I believe it is correct that lack of sleep could effect the health of the doctor and could injure patients. Making it so they can't work more than a 16 hour shift insures they can at least get some rest.,5,"The drug is approved by the FDA and the patients agree to and can hand;t the side effects. If drug B had less side effects however, this would be less appropriate.",4,"Working is better than handouts, but it is somewhat appropriate to take this action.",2,I feel the extra options don't solve the problem. I think educating workers about the importance of investing in their retirement would yield better results.,5,Happy workers produce better results. I feel this would also be true in this situation so I feel it's a good course of action.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,34,3,1,
10/20/17 19:43,10/20/17 19:51,0,76.17.14.55,100,492,1,10/20/17 19:51,R_3HMMZcohgSkEMzj,,,,,33.86019897,-84.76540375,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Posters are not going to be effective. No one will respond to them.,4,The doctors know what treatments to do and when. A simple reminder is good for everyone and an appointment option takes a step out of it.,4,"Because people need to learn not to depend on handouts. However, they need help and a house gives them great security and a great start.",2,I think this is stupid and will rid you of customers instead of having them upgrade.,5,Because he is a doctor. He has experience prescribing medicine. He has experience and training and schooling on the subject.,,,,,,,,,,,2,3,34,4,3,
10/20/17 19:46,10/20/17 19:53,0,68.52.74.172,100,393,1,10/20/17 19:53,R_YVSLjCn3W0kHrRD,,,,,36.35450745,-86.76280212,anonymous,EN,,,,,,,,,,,,,,,,,,,,,2,"If you just give them money without any work or education/training, people would just come to depend on the government to support them.",3,"It's a good idea to encourage employee to enroll in savings plan, but there may be bias on which funds he would suggest his employees to invest in.",4,It's his business. He can do what he wants to increase his revenue.,4,It's a good idea to educate people in order for them to gain employment. Monthly payment is a good incentive for the people to attend and get training.,5,I think it's a safe range for the babies to thrive.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,55,3,5,
10/20/17 19:46,10/20/17 19:53,0,162.206.13.73,100,430,1,10/20/17 19:53,R_338gbWlZnipES6m,,,,,31.74349976,-106.2968979,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Patients are the number one priority. If the doctor is really commited they will do what they can.,5,It is important to be able to afford medication in today's economy ,2,If they increase it that may discourage people from trying to find work and get a job because they are getting hand outs.,5,It's appropriate because people do often become overwhelmed of to many options are presented. It's better to keep it clean and simple.,4,"It would definitely bring up the moral for the teachers, but it would just overload them for the days they do have to work because they would have to make up for lost time.",,,,,,,,,,,,,,,,,,,,,2,3,29,2,2,
10/20/17 19:47,10/20/17 19:54,0,71.226.124.44,100,382,1,10/20/17 19:54,R_1E7n8dWBTplP50h,,,,,32.3117981,-110.9259033,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,I think that is a fair range in between the 85 and 95 percent ranges.,5,That is a good way of helping people learn to help themselves.,4,I think it will help people get back on their feet.,4,That seems like a fair way to help spur retirement savings.,2,It is not fair to the people because he is not using the money in the long ad break to fund any better content.,1,3,27,4,6,
10/20/17 19:40,10/20/17 19:56,0,108.5.224.232,100,949,1,10/20/17 19:56,R_WfBfGzSMqbfK3vz,,,,,40.88890076,-74.01190186,anonymous,EN,,,,,,,,,,,4,"Seems reasonable only because of the situation (poor country). There must be better methods for finding, recruiting, and training health professionals than hanging a poster in more developed countries..",3,"Not offensive, but not likely to increase patients who seek colonoscopies. It's a little bizarre, and it's not something people want to think about on their birthday.",5,It will benefit the country very much,4,"It's his decision to make. Seems reasonable, but I would be upset if I were a customer",4,"The doctor should be prescribing the medicine based on the individual patient. That's not really happening if Drug A is always given, but it could be a proper, good enough treatment. Not enough information in the scenario.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"3,4",26,4,2,
10/20/17 19:50,10/20/17 19:56,0,131.216.14.21,100,362,1,10/20/17 19:56,R_ai46hdD116PQaLT,,,,,36.08770752,-115.1484985,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24 hours is way too long. That is not a healthy amount of time to stay awake. It is more dangerous for patients to have a sleep deprived doctor more than anything else because they can make mistakes more often.,4,"If it is the right drug for the patient, it is a good choice. However, if there is a better one, despite being higher priced, the doctor should try to make sure the insurance would cover a better option.",5,"It's her job to distribute these funds to struggling families. She increased the funds, which were needed, so it was very appropriate. ",2,"People aren't signing up because of financial reasons, not because of being overwhelmed by investment options. He should instead have a matching fund or something to help the employees. ",5,Giving paid time off assures that teachers can take time for themselves while still being paid. That is a good thing and will make them more likely to be in a good mood. ,,,,,,,,,,,,,,,,,,,,,2,3,32,3,1,
10/20/17 19:41,10/20/17 19:56,0,74.243.190.109,100,901,1,10/20/17 19:56,R_1irIdaa1Xy2FrLc,,,,,35.39019775,-82.37249756,anonymous,EN,,,,,,,,,,,5,"That is a very reasonable way to begin recruitment efforts. A government has a lot of power to force people to do things, so trying to get people interested in this position by describing the potential benefits respects their freedom to choose.",5,"A colonoscopy can detect cancer and allow life-saving treatment and since the material the CEO is providing is free and is potentially useful for entertainment, it is perfectly reasonable to try to influence people to get a colonoscopy.",5,"Providing them with livestock is something that could enable them to generate revenue by selling it or use it to provide some type of service. In this case, it might be just as useful as providing money since the donkey may be valued in the recipients culture.",5,"Offering a free service gives the CEO the right to do almost anything wanted with the service and users really have not right to protest. In order for the business to survive, it needs to produce revenue and the ads may facilitate that.",5,It is usually a doctor's choice to select the medication that he or she believes will work best for the patient in question. There are usually many drugs to choose from and doctors generally know their side-effects and how they work.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,59,2,5,
10/20/17 19:49,10/20/17 19:57,0,65.30.5.159,100,494,1,10/20/17 19:57,R_OdQrIl2M9wLumIh,,,,,43.08039856,-88.25920105,anonymous,EN,4,"It is a blanket rule that covers all residents, regardless of their actual abilities/performance. Some residents may be able to handle working a 24 hour shift and they may prefer that shift. However, the accrediting body is looking out for the patients and considering worst-case scenario.",5,It sounds like Dr Jones was thinking of his patients when he chose which medication to prescribe. It is both affordable and has high tolerance levels.,4,"This will put a strain on the state's resources, but it will really help the poorest families, I'm sure. That, in turn, can help the economy because those families will spend that money.",5,I think it is appropriate because the CEO is looking out for his employees. That's always a good thing. Adding more options can't hurt.,5,He is thinking about the well-being of his students. It also is a great plus for the teachers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,33,3,3,
10/20/17 19:52,10/20/17 20:00,0,74.139.171.225,100,490,1,10/20/17 20:00,R_1g7SiMks7QebOJI,,,,,38.14419556,-85.69319916,anonymous,EN,,,,,,,,,,,5,Why wouldn't you want to help people in your country be happy and healthy?,2,"It a good way to get business, but its also kind of telling them you really old time to prepare.",5,The donkey can carry heavy loads and the goat can provide milk and cheese. I think that this is a very good idea.,1,You shouldn't try to force your users to go premium. The company should provide services that make you want to switch to premium.,5,I rather pay more for a drug that doesn't have side effects than pay less for one that does.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,37,2,2,
10/20/17 19:55,10/20/17 20:01,0,99.99.244.218,100,365,1,10/20/17 20:01,R_1C9dPdqaA1Hr3SJ,,,,,42.72569275,-84.63600159,anonymous,EN,,,,,,,,,,,,,,,,,,,,,4,"It helps, but only temporarily. Teach a man to fish instead.",3,He didn't really do anything,2,you're simply decreasing the chance that users will use your music over pirating music.,5,"I can't really see any downsides to this, it helps everyone involved",2,"what about 90-05% what if babies need that percentage instead? you can't generalize a decision like that, each baby needs individual monitoring.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,27,2,2,
10/20/17 19:41,10/20/17 20:04,0,107.140.191.176,100,1358,1,10/20/17 20:04,R_33qb8evFYis1ceL,,,,,30.44160461,-97.59860229,anonymous,EN,3,"Although the idea is good, it may not be a bad idea for the new doctor to get used to the fact of lacking sleep. It is hard to judge whether it is good or not.",4,The medicine is good and affordable,3,I don't have an any opinion on this issue,4,I think the CEO is doing the good deeds for his employees.,4,Action for good causes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,42,4,4,
