StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,badge,poster,bp_short,bp_long,free_response,sex,race,age,education,income,god,intuition,science,SC0,free_response - Topics
8/3/17 13:34,8/3/17 13:38,IP Address,68.190.86.186,100,272,TRUE,8/3/17 13:38,R_2wzWpYB88MPitw8,,,,,43.08450317,-88.91860199,anonymous,EN,,,,Neither inappropriate nor appropriate,"This is how you are going to prevent infections? Maybe I don't understand but shouldn't your doctor know what he is doing without a list of instructions in any form? When I had back surgery, was the doctor watching a ""how to"" video on youtube or did his knowledge and experience guide him through. Again, maybe I don't understand, but why do they need instructions?",Female,White,32,Some College,"Between $40,000 and $60,000",Strongly disagree,Somewhat disagree,Strongly agree,4,Unknown
8/3/17 13:37,8/3/17 13:38,IP Address,71.219.182.16,100,94,TRUE,8/3/17 13:38,R_2q1Un7d4Jmk1n1u,,,,,41.57980347,-90.625,anonymous,EN,,,Somewhat appropriate,,The doctor doesn't seem to be taking any risks. His/Her experiment could potentially offer insight that would help future patients.,Female,White,30,Four-Year College Degree,"Less than $20,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:32,8/3/17 13:38,IP Address,45.50.100.121,100,368,TRUE,8/3/17 13:38,R_3Dop5kPTw5N1EEU,,,,,33.78860474,-117.930603,anonymous,EN,,,Somewhat appropriate,,Seems like a reasonable precaution to ensure that doctors follow the safety procedures. But they need to take into account how thorough and knowledgeable the doctors were to begin with.,Male,Asian,44,Four-Year College Degree,"Less than $20,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:37,8/3/17 13:38,IP Address,144.15.255.227,100,78,TRUE,8/3/17 13:38,R_RaitY9DEFTUHXMZ,,,,,44.97999573,-93.26380157,anonymous,EN,Somewhat inappropriate,,,,"It may signal to other people what disease they have, raising privacy concerns.",Male,White,25,Four-Year College Degree,"Between $60,000 and $80,000",Somewhat disagree,Neither agree nor disagree,Somewhat agree,7,Unknown
8/3/17 13:32,8/3/17 13:39,IP Address,192.180.152.68,100,395,TRUE,8/3/17 13:39,R_2zc1CFLXKV9PAEe,,,,,37.854599,-85.89610291,anonymous,EN,,Neither inappropriate nor appropriate,,,I don't really feel one way or another about the situation and can see both benefits and negatives.,Female,White,24,High School Degree,"Between $20,000 and $40,000",Neither agree nor disagree,Somewhat disagree,Somewhat agree,7,Unknown
8/3/17 13:37,8/3/17 13:39,IP Address,134.173.42.100,100,93,TRUE,8/3/17 13:39,R_3j0pZFbQTsSA7y4,,,,,34.12229919,-117.7142944,anonymous,EN,,,,Somewhat inappropriate,"Both of those ideas are good, but ideally you shouldn't be doing science with things that can save lives, you should be immediately going right to the life-saving, if there's no downside to either of them, they should have just done both immediately. ",Male,White,32,Four-Year College Degree,"More than $100,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:35,8/3/17 13:39,IP Address,107.77.205.113,100,220,TRUE,8/3/17 13:39,R_3hDVXHL3VckPJ5i,,,,,47.60620117,-122.3320999,anonymous,EN,,,Somewhat inappropriate,,"I think the poster is the only logical option in this situation because the patients who see the doctor with the ID badge may not receive the necessary information, whereas the poster group will see it almost immediately upon checking into their room. ",Male,White,33,Four-Year College Degree,"Between $40,000 and $60,000",Somewhat agree,Somewhat agree,Somewhat agree,10,Unknown
8/3/17 13:37,8/3/17 13:39,IP Address,72.169.96.30,100,143,TRUE,8/3/17 13:39,R_PZ21xrsEzf3aFZD,,,,,43.03889465,-87.90650177,anonymous,EN,,,Very appropriate,,All involved have access to the same information. There is no danger to the patient. ,Female,"Hispanic of Latino,White",32,Graduate Degree,"Between $80,000 and $100,000",Somewhat agree,Somewhat agree,Neither agree nor disagree,11,Unknown
8/3/17 13:34,8/3/17 13:40,IP Address,67.42.116.129,100,302,TRUE,8/3/17 13:40,R_3EtFk2jeU009IHy,,,,,35.2467041,-106.7231979,anonymous,EN,,,,Somewhat inappropriate,"
I believe that all the people involved should know about precautions",Female,Hispanic of Latino,40,Four-Year College Degree,"Less than $20,000",Somewhat agree,Somewhat agree,Somewhat agree,10,Unknown
8/3/17 13:38,8/3/17 13:40,IP Address,112.203.22.36,100,106,TRUE,8/3/17 13:40,R_eCE9CQwiSnioAbn,,,,,14.32940674,120.9367065,anonymous,EN,,,Somewhat inappropriate,,I don't think any of the conditions will change the outcome.,Male,Asian,30,Four-Year College Degree,"Between $40,000 and $60,000",Neither agree nor disagree,Somewhat agree,Somewhat agree,9,Unknown
8/3/17 13:38,8/3/17 13:40,IP Address,98.4.26.222,100,147,TRUE,8/3/17 13:40,R_ylRFKyBhyTkYL8B,,,,,43.1750946,-78.7378006,anonymous,EN,,Very appropriate,,,"It is a potentially dangerous procedure, so no precaution would be too great to save lives and money for the hospital. It would be good to have the poster in the rooms, so that medical personnel remember to show care each time they perform the procedure.",Male,White,32,Four-Year College Degree,"Between $20,000 and $40,000",Somewhat disagree,Strongly disagree,Somewhat agree,5,Unknown
8/3/17 13:38,8/3/17 13:40,IP Address,104.236.205.233,100,148,TRUE,8/3/17 13:40,R_2EtKpD1vSu8GtHa,,,,,40.83259583,-74.13069916,anonymous,EN,,Somewhat inappropriate,,,"Even though it could be argued in court that the doctor was free of liability since this information was in view to patient, it would be only reasonable to personally address the risks with the patient before every procedure. ",Male,White,29,Some College,"Between $40,000 and $60,000",Strongly agree,Somewhat agree,Somewhat agree,11,Unknown
8/3/17 13:37,8/3/17 13:40,IP Address,98.159.216.245,100,195,TRUE,8/3/17 13:40,R_23dztxiff1R8RVH,,,,,42.94520569,-76.88749695,anonymous,EN,,Very appropriate,,,"It is the doctor's responsibility to ensure staff know how to properly perform the procedure in order to reduce disease and infection.  The doctor has discretion in determining how to reduce disease and unless his action will cause harm in another way then it should be followed.  Hanging a poster makes staff members performing the procedure more aware, but doesn't cause harm, so it is very appropriate.",Female,White,25,Some Graduate School,"Between $20,000 and $40,000",Somewhat disagree,Strongly disagree,Strongly agree,4,Unknown
8/3/17 13:36,8/3/17 13:40,IP Address,129.89.107.99,100,225,TRUE,8/3/17 13:40,R_1fcJITPwgMuFIYR,,,,,43.03889465,-87.90650177,anonymous,EN,Somewhat appropriate,,,,I think is a good reminder for the doctors and only doctors performing this procedures and then internally given access.  ,Female,White,32,Four-Year College Degree,"Between $60,000 and $80,000",Somewhat agree,Somewhat agree,Neither agree nor disagree,11,Unknown
8/3/17 13:39,8/3/17 13:40,IP Address,24.6.244.243,100,78,TRUE,8/3/17 13:40,R_2dgBr2cIWLdOKZz,,,,,37.5670929,-122.3710022,anonymous,EN,,,,Somewhat inappropriate,"Patients did not have consent in the experiment, could lead to deaths",Male,Asian,22,Some College,"Between $80,000 and $100,000",Neither agree nor disagree,Strongly disagree,Strongly agree,5,Unknown
8/3/17 13:36,8/3/17 13:40,IP Address,108.238.168.46,100,257,TRUE,8/3/17 13:40,R_1hGYFXmmTf1GV2C,,,,,33.87480164,-118.2406006,anonymous,EN,,,,Very appropriate,The director is trying to see which method will reduce infection. The doctors will still have access to the same information. ,Male,"Hispanic of Latino,White",37,Four-Year College Degree,"More than $100,000",Strongly agree,Somewhat agree,Somewhat agree,11,Unknown
8/3/17 13:34,8/3/17 13:40,IP Address,174.218.21.192,100,385,TRUE,8/3/17 13:40,R_1Q4IU4HsNsIQJGZ,,,,,33.73320007,-84.20210266,anonymous,EN,,,Very appropriate,,"Assuming that the Doctor's are already highly trained in how to prevent infection, this is an appropriate way of testing which method, if either, would better help remind the Doctor's of the safety precautions.",Female,White,38,High School Degree,"Between $40,000 and $60,000",Strongly agree,Neither agree nor disagree,Somewhat agree,10,Unknown
8/3/17 13:36,8/3/17 13:41,IP Address,24.118.181.177,100,292,TRUE,8/3/17 13:41,R_3NIIgfn7EMvnM29,,,,,44.94929504,-93.33630371,anonymous,EN,,,,Somewhat appropriate,Good to test things but having a doctor touch their id badge during working hours is may increase the spread of infections. Better to have a study simply with and with out posters.,Male,White,50,Some College,"Between $40,000 and $60,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:40,8/3/17 13:41,IP Address,208.67.168.71,100,43,TRUE,8/3/17 13:41,R_XYSqS5jhwsx6Mff,,,,,45.5,-73.58329773,anonymous,EN,Somewhat inappropriate,,,,Infections need to be eliminated.  No need to put someone under this type of risk!,Male,White,25,Some Graduate School,"Between $60,000 and $80,000",Neither agree nor disagree,Strongly disagree,Somewhat agree,6,Unknown
8/3/17 13:40,8/3/17 13:43,IP Address,98.176.229.197,100,188,TRUE,8/3/17 13:43,R_72SHYavmOHjcGYN,,,,,32.64120483,-116.9859009,anonymous,EN,,,Very inappropriate,,I think it's slightly innapropiate to makes experiments at patient's expense.,Male,Hispanic of Latino,38,Some College,"Between $20,000 and $40,000",Somewhat agree,Strongly disagree,Strongly agree,6,Unknown
8/3/17 13:41,8/3/17 13:43,IP Address,104.3.176.117,100,126,TRUE,8/3/17 13:43,R_1hW4Oa1Kwd7NP6X,,,,,30.37030029,-81.58719635,anonymous,EN,,Very appropriate,,,Because it will add an extra layer of security to the procedure. It will remind workers of the steps that need to be taken to prevent infection. ,Male,White,25,Four-Year College Degree,"Between $20,000 and $40,000",Neither agree nor disagree,Strongly disagree,Strongly agree,5,Unknown
8/3/17 13:41,8/3/17 13:43,IP Address,24.166.232.103,100,135,TRUE,8/3/17 13:43,R_2uV3SPsAXb0nMzH,,,,,39.89280701,-82.95880127,anonymous,EN,Very appropriate,,,,"The decision is a tough one, but the director's decision will minimize the infection and will save more lives. ",Male,White,33,Some College,"Less than $20,000",Somewhat disagree,Somewhat agree,Somewhat agree,8,Unknown
8/3/17 13:42,8/3/17 13:43,IP Address,162.212.28.86,100,75,TRUE,8/3/17 13:43,R_3rUsDn3wpvAM6FO,,,,,34.53349304,-92.97409821,anonymous,EN,Very inappropriate,,,,It can never hurt to give people reminders.,Female,White,49,Four-Year College Degree,"Between $40,000 and $60,000",Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,8,Unknown
8/3/17 13:41,8/3/17 13:43,IP Address,64.9.4.8,100,124,TRUE,8/3/17 13:43,R_2sXAJSg27jv9d1f,,,,,40.18040466,-74.89299774,anonymous,EN,,,,Very inappropriate,I don't think that this experiment should be tested on humans. The director knows the risk and there is a high possibility that quite a few people could die. I think that this experiment should be tested on animals. ,Male,White,30,Graduate Degree,"Between $40,000 and $60,000",Strongly agree,Somewhat agree,Somewhat disagree,13,Unknown
8/3/17 13:43,8/3/17 13:44,IP Address,173.239.232.130,100,26,TRUE,8/3/17 13:44,R_1Cq3a0eoGBzL0We,,,,,33.01980591,-96.69889832,anonymous,EN,,,Neither inappropriate nor appropriate,,Seems fair to me.,Male,White,28,Four-Year College Degree,"Between $20,000 and $40,000",Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,10,Unknown
8/3/17 13:43,8/3/17 13:44,IP Address,75.163.91.143,100,59,TRUE,8/3/17 13:44,R_3EcKJU5POPzDZdW,,,,,41.20849609,-96.19390106,anonymous,EN,,Very appropriate,,,It is a nice gesture to cut down on infections. I don't see any problem with it.,Male,White,27,High School Degree,"Between $20,000 and $40,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:41,8/3/17 13:44,IP Address,205.201.255.5,100,167,TRUE,8/3/17 13:44,R_3L6KNY4ACVS5W6W,,,,,38.90849304,-77.0177002,anonymous,EN,,,Somewhat appropriate,,"I think experimenting with various outcomes was a good effort.
The subject was serious enough to attempt different techniques.",Male,Black/African-American,35,Some College,"Between $40,000 and $60,000",Strongly agree,Somewhat disagree,Strongly agree,8,Unknown
8/3/17 13:42,8/3/17 13:44,IP Address,76.182.24.3,100,161,TRUE,8/3/17 13:44,R_29bT3bRXBzFAgEA,,,,,35.54460144,-78.8309021,anonymous,EN,,Very appropriate,,,its an appropriate step. there could be better ones but it is a good one. seeing constant reminders of procedure is always good.,Male,White,41,Some College,"More than $100,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:43,8/3/17 13:45,IP Address,72.222.208.129,100,105,TRUE,8/3/17 13:45,R_vktcDk5kvVzPlQJ,,,,,33.62379456,-112.0039978,anonymous,EN,,Very appropriate,,,It is a way to help infrections and acts as a reminder for medical personal,Female,White,32,Some Graduate School,"Between $40,000 and $60,000",Strongly agree,Strongly disagree,Strongly agree,7,Unknown
8/3/17 13:42,8/3/17 13:45,IP Address,50.110.118.102,100,178,TRUE,8/3/17 13:45,R_31aQjOvlRHNgv0K,,,,,37.4058075,-81.1875,anonymous,EN,,,Very appropriate,,A doctor should already know the precautions but it certainly doesn't hurt to have them available during the procedure. It would be unethical to have one group assigned to a doctor that hadn't been trained in the precautions or something like that. But this is just a way to try to see if having the precautions as a poster or on a badge will help more. Nothing about this is directly putting patient's in harm's way.,Female,White,33,Some College,"Less than $20,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:43,8/3/17 13:45,IP Address,70.92.99.167,100,147,TRUE,8/3/17 13:45,R_UiRG29JkiuJSEwh,,,,,37.8249054,-87.53340149,anonymous,EN,,,,Somewhat appropriate,Testing both options in such a manner is fine.  There should be a control group as well though so they can see if either actually make any improvement at all.,Male,White,36,Some College,"Between $20,000 and $40,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:44,8/3/17 13:45,IP Address,70.165.94.216,100,60,TRUE,8/3/17 13:45,R_3IZ9JMhQQJPY19Y,,,,,30.00999451,-90.16280365,anonymous,EN,,,,Very inappropriate,Because it tests on people,Female,White,33,Graduate Degree,"Between $20,000 and $40,000",Neither agree nor disagree,Somewhat disagree,Strongly agree,6,Unknown
8/3/17 13:43,8/3/17 13:46,IP Address,108.90.68.222,100,157,TRUE,8/3/17 13:46,R_3PLjrWHLIz8lUsY,,,,,41.90379333,-87.67569733,anonymous,EN,,,Neither inappropriate nor appropriate,,I chose this option because I really wasn't sure whether or not the project was a good idea.,Male,White,27,Some College,"Less than $20,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:45,8/3/17 13:46,IP Address,162.229.178.174,100,106,TRUE,8/3/17 13:46,R_3J4TTAlshPYB2Li,,,,,35.74630737,-78.72389984,anonymous,EN,,,Somewhat inappropriate,,this doesn't seem like a good idea to have half the people treated by someone not as up to speed with latest precautions.,Male,White,31,Graduate Degree,"More than $100,000",Somewhat agree,Somewhat disagree,Somewhat agree,8,Unknown
8/3/17 13:45,8/3/17 13:47,IP Address,108.197.231.22,100,119,TRUE,8/3/17 13:47,R_1psqv4r9qZcTUuT,,,,,42.0428009,-88.07980347,anonymous,EN,Very appropriate,,,,The Id is a form my identification. I would not want to random person sticking a tube in me. This way the patient knows exactly who s doing what. ,Male,Asian,21,Some College,"Between $40,000 and $60,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:45,8/3/17 13:47,IP Address,74.71.116.148,100,97,TRUE,8/3/17 13:47,R_1DzENuCCyWm9kVj,,,,,40.78050232,-73.95120239,anonymous,EN,,Somewhat inappropriate,,,It would be alarming for a patient to see warnings about how dangerous her upcoming procedure was. ,Female,White,23,Four-Year College Degree,"Less than $20,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:46,8/3/17 13:47,IP Address,75.16.165.93,100,93,TRUE,8/3/17 13:47,R_aWfuAxtruQsK2qJ,,,,,35.25270081,-80.69290161,anonymous,EN,Neither inappropriate nor appropriate,,,,"I feel like it is neither appropriate nor inappropriate. It doesn't seem like something a doctor would actual look like, it seems like a weird place to put these precautions.",Female,White,27,Some College,"Between $20,000 and $40,000",Strongly disagree,Strongly disagree,Somewhat agree,4,Unknown
8/3/17 13:44,8/3/17 13:48,IP Address,136.61.19.96,100,198,TRUE,8/3/17 13:48,R_2wnVAz9WJI8fCfI,,,,,39.01989746,-94.4641037,anonymous,EN,Somewhat inappropriate,,,,"Because this list is pretty much irrelevant to the doctor's ability and/or the risk of getting infections just by chance. Its sort of, in a way, adding a red stop sign to a red stop sign. The doctor's should already know the list, they don't need another sign or list explaining this to them. ",Male,White,35,High School Degree,"Between $40,000 and $60,000",Strongly agree,Strongly agree,Somewhat agree,12,Unknown
8/3/17 13:45,8/3/17 13:47,IP Address,216.183.33.194,100,150,TRUE,8/3/17 13:48,R_AvUZhqcyQWNOfMR,,,,,29.03190613,-99.04650116,anonymous,EN,,Somewhat appropriate,,,"As a director, he is ensuring that his employees follow the proper procedures and giving customers full knowledge of the possibility of infection.",Male,Hispanic of Latino,28,Four-Year College Degree,"Between $60,000 and $80,000",Strongly agree,Strongly disagree,Strongly agree,7,Unknown
8/3/17 13:45,8/3/17 13:48,IP Address,184.90.205.216,100,163,TRUE,8/3/17 13:48,R_1Iay2hxJQKEMujy,,,,,28.45170593,-81.46530151,anonymous,EN,,,,Somewhat inappropriate,"The same guidelines will be given in both scenarios. It's an experiment to determine which method of delivering the guidelines is more effective, therefore I don't see it as compromising the level of care that should be expected in either scenario.",Male,White,29,Some College,"Between $60,000 and $80,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:47,8/3/17 13:48,IP Address,98.114.130.8,100,74,TRUE,8/3/17 13:48,R_0GI5ogHosSBaueR,,,,,39.93589783,-75.15339661,anonymous,EN,,,Somewhat appropriate,,I've had picc lines and mid lines before and I know all the risks. I think it is important to educate people about the risks and the director is trying to figure out the best way to do this.,Female,White,33,Graduate Degree,"More than $100,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:44,8/3/17 13:49,IP Address,198.255.100.82,100,313,TRUE,8/3/17 13:49,R_1rxFR7T1wGl781K,,,,,39.63839722,-104.9057999,anonymous,EN,Neither inappropriate nor appropriate,,,,"this is a nosy doctor. all coming up with a ""good idea"" and everyone's all rolling their eyse",Female,White,26,High School Degree,"Less than $20,000",Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,9,Unknown
8/3/17 13:48,8/3/17 13:49,IP Address,69.181.210.97,100,88,TRUE,8/3/17 13:49,R_xf7u3tUbMC1jAPL,,,,,37.38870239,-122.0187988,anonymous,EN,Somewhat appropriate,,,,I think it is appropriate for the director to implement this safety precaution because it will likely reduce the number of infections that result from a mistreatment.,Male,Asian,24,Graduate Degree,"More than $100,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:41,8/3/17 13:50,IP Address,173.239.228.104,100,545,TRUE,8/3/17 13:50,R_1r6xeiEAyJ2jS9Y,,,,,37.33880615,-121.8914032,anonymous,EN,,,,Very appropriate,Only way to find the truth. Either will probably be an improvement over doing nothing anyway.,Male,White,28,Some College,"Between $20,000 and $40,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:45,8/3/17 13:50,IP Address,162.219.204.37,100,284,TRUE,8/3/17 13:50,R_2QJMLBRNlaavWb1,,,,,38.81030273,-104.7090988,anonymous,EN,,,Very inappropriate,,The patients' decisions of whether or not they want to participate in these experiments is not part of the equation.  ,Male,White,46,High School Degree,"Less than $20,000",Somewhat disagree,Somewhat disagree,Strongly agree,5,Unknown
8/3/17 13:48,8/3/17 13:50,IP Address,176.115.178.38,100,105,TRUE,8/3/17 13:50,R_2Vej8tZsBIMJk7m,,,,,42.94189453,-75.80329895,anonymous,EN,Somewhat appropriate,,,,I believe that this would be somewhat appropriate because it would remind Dr. of the procedures but it would also scare patients because it may make patients believe that the dr is not capable. ,Female,White,23,Some Graduate School,"Less than $20,000",Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,8,Unknown
8/3/17 13:46,8/3/17 13:50,IP Address,208.27.127.74,100,226,TRUE,8/3/17 13:50,R_shBpOfkZh5UzFK1,,,,,35.19400024,-77.53769684,anonymous,EN,,Somewhat appropriate,,,I think it's good for patient and caregiver it will make the doctor be more careful and also make the patient more aware if doctor is following procedure.,Male,Black/African-American,57,Some College,"Between $60,000 and $80,000",Strongly agree,Somewhat agree,Neither agree nor disagree,12,Unknown
8/3/17 13:47,8/3/17 13:50,IP Address,174.109.68.77,100,207,TRUE,8/3/17 13:50,R_1pM5kAOoCerfgBO,,,,,36.09240723,-78.90100098,anonymous,EN,,,,Somewhat inappropriate,the id badge is a much better method. a poster can become compromised and critical life saving information could be missed.,Female,Black/African-American,61,Four-Year College Degree,"More than $100,000",Neither agree nor disagree,Strongly disagree,Somewhat agree,6,Unknown
8/3/17 13:49,8/3/17 13:50,IP Address,99.0.38.228,100,92,TRUE,8/3/17 13:50,R_Uo17XaALZYQdO1P,,,,,35.92979431,-86.46050262,anonymous,EN,,Very appropriate,,,Patients and providers should be educated on the proper procedures. It may help the providers to be reminded by the posters.,Female,White,42,Graduate Degree,"Between $80,000 and $100,000",Somewhat agree,Strongly disagree,Somewhat agree,7,Unknown
8/3/17 13:50,8/3/17 13:51,IP Address,65.246.1.5,100,55,TRUE,8/3/17 13:51,R_1NsJiXrlDHMmEAP,,,,,39.33740234,-76.53679657,anonymous,EN,,Very appropriate,,,Since it is in good intention to help people not get infections.,Male,Asian,29,Four-Year College Degree,"Between $80,000 and $100,000",Strongly agree,Strongly disagree,Strongly agree,7,Unknown
8/3/17 13:49,8/3/17 13:51,IP Address,75.115.4.216,100,80,TRUE,8/3/17 13:51,R_1i3s9gGDh6Z48hn,,,,,28.0821991,-82.52390289,anonymous,EN,,Very appropriate,,,This is because any measure that makes it less possible for these infections is very appropriate.,Female,White,26,Some College,"Between $20,000 and $40,000",Somewhat agree,Somewhat agree,Somewhat agree,10,Unknown
8/3/17 13:48,8/3/17 13:51,IP Address,71.212.77.86,100,154,TRUE,8/3/17 13:51,R_1jDkhUcKCOdMpxr,,,,,47.54069519,-122.2711945,anonymous,EN,,,,Very inappropriate,The patients in the study have no idea they are being used as test subjects which seems to me unethical. The doctor should have the other doctors be well prepared before treating the patients.,Female,Asian,24,Four-Year College Degree,"Less than $20,000",Somewhat agree,Somewhat disagree,Somewhat agree,8,Unknown
8/3/17 13:48,8/3/17 13:51,IP Address,24.144.33.78,100,159,TRUE,8/3/17 13:51,R_RP2w004a2NwhyRr,,,,,35.05220032,-92.50440216,anonymous,EN,,,,Very appropriate,The director is trying to stop as many infections as possible which is a good thing but doesn't know how to accomplish it so has chosen to experiment with different tactics.  ,Male,White,48,Four-Year College Degree,"Between $40,000 and $60,000",Neither agree nor disagree,Neither agree nor disagree,Strongly agree,7,Unknown
8/3/17 13:46,8/3/17 13:51,IP Address,100.0.38.99,100,273,TRUE,8/3/17 13:51,R_2VrLsKLhiQrQWyv,,,,,42.15559387,-71.42680359,anonymous,EN,Somewhat appropriate,,,,I chose somewhat appropriate because hopefully the doctor will look at it and go over the safety precautions often. I am not sure the doctor will even look at it. ,Female,White,53,Some College,"Between $80,000 and $100,000",Strongly agree,Somewhat agree,Neither agree nor disagree,12,Unknown
8/3/17 13:49,8/3/17 13:51,IP Address,66.116.46.83,100,104,TRUE,8/3/17 13:51,R_3ozSMHOWSUVmxMu,,,,,39.48849487,-88.35959625,anonymous,EN,Somewhat inappropriate,,,,"I chose somewhat appropriate because there is nothing wrong with this action, but I'm not sure that it would be very effective. ",Male,White,21,Some College,"Between $60,000 and $80,000",Somewhat agree,Strongly agree,Somewhat disagree,13,Unknown
8/3/17 13:49,8/3/17 13:51,IP Address,66.225.109.42,100,144,TRUE,8/3/17 13:51,R_ahJDYbnZaAR8qKR,,,,,39.29660034,-76.6072998,anonymous,EN,,,Somewhat inappropriate,,"I would not want the procedures for a form of treatment that I am about undergo to be posted on a wall where I can read them. I don't mind for them to be told to me, but I don't want them where I can read them.",Male,Other,28,Some College,"Between $20,000 and $40,000",Strongly disagree,Strongly disagree,Somewhat agree,4,Unknown
8/3/17 13:49,8/3/17 13:51,IP Address,199.168.78.38,100,125,TRUE,8/3/17 13:51,R_2QKu6tMHUyQLN2V,,,,,39.93409729,-85.37180328,anonymous,EN,Somewhat appropriate,,,,All the procedures that are for safety can't be ignored.  whether this helps for not is to be seen however its not too much to give it a try.,Female,White,79,High School Degree,"Between $20,000 and $40,000",Strongly agree,Neither agree nor disagree,Somewhat agree,10,Unknown
8/3/17 13:49,8/3/17 13:51,IP Address,68.129.105.158,100,135,TRUE,8/3/17 13:52,R_2Tpbod2hboNa0qs,,,,,41.0605011,-74.01660156,anonymous,EN,,,Very inappropriate,,"There was no informed consent obtained by the patients, or mention of this study being approved by an IRB.  Patients have the right to choose to be a part of a study, even if they do not know which group/panel they will be in.",Female,White,38,Graduate Degree,"Between $60,000 and $80,000",Strongly agree,Neither agree nor disagree,Somewhat agree,10,Unknown
8/3/17 13:50,8/3/17 13:52,IP Address,76.102.129.165,100,132,TRUE,8/3/17 13:52,R_AhfGiiaj2fOtY09,,,,,38.3565979,-121.9877014,anonymous,EN,,,,Somewhat inappropriate,It's somewhat inappropriate if the doctor does not inform the patients of this procedure. There will have to volunteers.,Female,Other,27,High School Degree,"Between $40,000 and $60,000",Strongly agree,Neither agree nor disagree,Somewhat agree,10,Unknown
8/3/17 13:50,8/3/17 13:53,IP Address,72.130.216.130,100,138,TRUE,8/3/17 13:53,R_2uxp2KeKapcSVlM,,,,,21.29829407,-157.7919006,anonymous,EN,,,,Somewhat inappropriate,"I believe that the choice should be the patients, not assigned randomly.",Female,Asian,51,Some College,"Between $60,000 and $80,000",Strongly agree,Somewhat agree,Somewhat agree,11,Unknown
8/3/17 13:51,8/3/17 13:53,IP Address,24.253.82.163,100,131,TRUE,8/3/17 13:53,R_2WIL44CzhDgejFp,,,,,36.17880249,-115.0495987,anonymous,EN,,,Somewhat inappropriate,,"He is still risking one group's safety with the experiment. As a hospital director, this should not be something he tries himself and she be done by scientists and researchers instead.",Male,White,43,Some College,"Less than $20,000",Neither agree nor disagree,Somewhat agree,Somewhat agree,9,Unknown
8/3/17 13:52,8/3/17 13:53,IP Address,99.109.246.2,100,71,TRUE,8/3/17 13:53,R_2E67tIv8Q9WD4Ed,,,,,32.83770752,-96.69850159,anonymous,EN,,Somewhat appropriate,,,"It serves as a reminder to those administering the tubes. It may not be the most effective method, but it wouldn't hurt.",Female,White,25,Graduate Degree,"Between $60,000 and $80,000",Somewhat disagree,Somewhat disagree,Somewhat agree,6,Unknown
8/3/17 13:51,8/3/17 13:53,IP Address,162.72.133.79,100,113,TRUE,8/3/17 13:53,R_1QioAOfL68WYkgl,,,,,32.32969666,-88.80200195,anonymous,EN,,,,Somewhat inappropriate,"I understand the need for the study, but it is unethical to do so without the consent of patients. ",Male,White,19,Some College,"Between $80,000 and $100,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:52,8/3/17 13:53,IP Address,65.34.70.92,100,84,TRUE,8/3/17 13:53,R_242RLFOHl13F6fK,,,,,27.97309875,-82.4937973,anonymous,EN,Very appropriate,,,,"Everything, including every procedure, should be documented. Leave no stone unturned, period. ",Male,White,52,Some College,"Less than $20,000",Strongly agree,Somewhat agree,Somewhat agree,11,Unknown
8/3/17 13:50,8/3/17 13:53,IP Address,98.243.136.146,100,204,TRUE,8/3/17 13:53,R_30jKAWFLRLpUrih,,,,,42.272995,-83.59940338,anonymous,EN,,,Very inappropriate,,Hospitals should not experiment on their patients. Research should b conducted via studies with willing participants.,Male,White,28,Some College,"Between $20,000 and $40,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
