pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,PlantFood,PlantFood_Correct,GenesAnswer,GenesAnswer_Correct,Earth,Earth_Correct,Radioact,Radioact_Correct,Lasers,Lasers_Correct,Electrons,Electrons_Correct,Continents,Continents_Correct,Gender,Gender_Correct,Antibiotics,Antibiotics_Correct,degree,Degree_spec,ScienceLitSummed,STEMdegree,God,Intuition,ScienceBelief,ScienceBelief_Reverse,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,IntuitionScore_ByHand,ScienceLitScore,RepeatTurkerLabelCode,MarkedForExclusion
255,poster,poster,4,0,"I think it's very appropriate because it will help avoid any mistakes during the procedure. If the  Doctors can look at the poster and go over the procedure before doing it, it is less likely that they could make a mistake that could result in a infection.",423,R_4GH9tgYR24JjbuF,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0,2,,7,0,4,4,3,3,2,0,"1,2",0,29,0,2,0,1,0,11,7,0,0
256,badge,badge,5,0,If it will reduce the number of infections then I think its a good idea.,132,R_4PjBY9cOdty1Zvz,2,1,1,1,1,1,2,1,2,1,2,0,1,1,2,0,2,1,2,,7,0,1,1,5,1,1,1,1,0,32,0,4,1,2,0,3,7,0,0
257,badge,badge,2,1,"I think the idea has the right premise in terms of having important information readily available. I find the exact form to be the problem. This is due to the fact that if this is a badge the doctor is wearing, they will have to touch it to be able to read it and that will not help their hands remain sterile. This could actually lead to more infections. ",182,R_4SAKZ99k6ajW36N,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,4,4,2,2,0,3,1,34,1,6,1,2,0,11,9,0,0
258,poster,poster,5,0,I think this would help new and old doctors. New doctors may not know the procedure as well as they could so the poster would help.,153,R_5BZCCxzcmwlelHP,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,1,1,5,1,2,0,3,1,21,0,3,0,1,0,3,8,0,0
259,poster,poster,3,0,I don't know enough about the steps that are usually necessary to change procedures in a medical environment.,180,R_5ika9Ftz2n6hSz7,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,1,1,3,1,41,1,2,0,4,1,3,9,0,0
260,badge,badge,1,1,If the doctors can't remember how to keep it safe then they shouldn't be doing it this is why I have a problem with doctors because I don't think they are as smart as they say.,547,R_6eVdgaACvg8pSRH,2,1,1,1,1,1,2,1,2,1,2,0,1,1,2,0,1,0,2,,6,0,1,5,5,1,1,1,3,1,32,0,2,0,2,0,7,6,0,0
261,poster,poster,5,0,because he is the hospital director and its his job to do these things,213,R_6FEu0UGNqIpOpmp,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,associates in CADD,9,1,3,1,5,1,2,0,3,1,36,1,3,0,2,0,5,9,0,0
262,xbps,bp_short,4,0,The physican is attempting to raise awareness about these infections both passively with a new badge (easily ignored) and actively (in a specialized area with printed directions).,253,R_6gHvbtRDn96hxsd,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0,2,,7,0,1,1,5,1,2,0,3,1,32,0,3,0,3,0,3,7,0,0
263,poster,poster,5,0,"If the mere introduction of a poster can remind physicians to do more diligent work and remember safety procedures protocols, then the idea has much merit. Despite it being unorthodox, I say go with it.",281,R_6QcefWw7DJjrY9X,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,1,0,1,zoology,7,1,5,,2,4,1,1,3,1,67,1,4,1,3,0,9,7,0,0
264,badge,badge,5,0,It doesn't hurt to remind people of how to be careful,137,R_6sVEp1oYxD4zo5P,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,4,2,1,1,3,1,37,1,4,1,3,0,4,9,0,0
265,xbpl,bp_long,5,0,"I think it's a reasonable theory, and certainly doesn't risk health. I do think, however, that there should be a control group.",137,R_6yyOHSYo6ErFrwZ,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,2,5,1,2,0,3,1,41,1,6,1,6,1,8,9,0,0
266,poster,poster,4,0,I don't see anything wrong with it; I'd like to have easy access to how-to's when I'm working. It would make their work much easier. ,448,R_7OrWvI9BOk58CWt,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,1,Biology,8,1,2,1,5,1,2,0,3,1,24,0,4,1,3,0,4,8,0,0
267,xbps,bp_short,5,0,"I think the posters on the wall are a really great idea.  They would serve as a good reminder for the doctor, and he could go over them often.",299,R_86ykFyHSV4AGy8F,2,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,0,2,,7,0,1,1,5,1,2,0,3,1,34,1,2,0,4,1,3,7,0,0
268,xbpl,bp_long,4,0,"Yes, I guess it is good to have the ""safety steps"" handy while the doctor's are doing this procedure (kind of like how a pilot keeps procedural steps strapped to his leg), but I would hope that it is unnecessary at this point in the doctors' careers.  Maybe Medical Schools should do this?",341,R_8B2DJB3nTWG4jDj,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,1,1,5,1,2,0,3,1,64,1,3,0,2,0,3,8,0,0
269,badge,badge,5,0,I think it isn't a bad idea and would only help in performing all standard safety precautions.  The doctors performing the procedures could reference it if needed which seems like a great idea.,296,R_8bHrsjjaM9AAjgB,2,1,1,1,1,1,2,1,1,0,2,0,1,1,1,1,2,1,1,Computer Science,7,1,4,2,4,2,2,0,3,1,35,1,3,0,4,1,8,7,0,0
270,poster,poster,5,0,I think that it would be a great reference for doctors to refer to as they are only human and its a good idea to have the reminders up if they can prevent complications from this procedure.,383,R_8Cl4pwg3apK79zH,2,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,2,1,2,,8,0,4,3,5,1,1,1,3,1,39,1,3,0,2,0,8,8,0,0
271,poster,poster,2,1,It's insulting to the doctor's intelligence.,81,R_9oGPVCmsGdSfNAd,1,0,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,7,0,1,1,5,1,1,1,3,1,35,1,4,1,2,0,3,7,0,0
272,xbpl,bp_long,3,0,I would have no way of knowing what might be appropriate or inappropriate for this scenario.,212,R_9sKMzpefQCItxhn,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,2,0,3,1,42,1,4,1,1,0,3,9,0,0
273,poster,poster,5,0,Everyone has memory lapses from time to time and this would be a great way to curb them. A reminder of the proper procedure would increase the chances that it would be followed.,162,R_A6g0hyMDoKO0jxD,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,1,1,3,1,41,1,3,0,1,0,3,9,0,0
274,badge,badge,4,0,"I'm sure doctors know the safety precautions, but an extra reminder does nothing to hurt or impede them. It's always a good idea to have more information.",174,R_a9UnqVEKkyaydQR,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,4,2,1,1,3,1,26,0,4,1,1,0,4,9,0,0
275,badge,badge,4,0,"A doctor should really know the procedure by memory if they're working on someone that placed their lives in their hands. It is still a good reminder to have a checklist just to make sure or minimize chance of infection, but it might be a distraction having to review the list constantly.",297,R_Ao3E3PahHdmjoqZ,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Computer Science,9,1,1,1,5,1,1,1,4,0,28,0,4,1,3,0,3,9,0,0
276,xbps,bp_short,5,0,"Since doctors have so much knowledge crammed into their head over a number of years, having something in their face to remember the little details is a great wake up call.  Everyone becomes complacient with their normal duties and are apt to miss steps unless reminded of them.",234,R_ApW66IVdJyZ5rMt,2,1,1,1,2,0,2,1,2,1,1,1,1,1,2,0,2,1,1,parasitilogy,7,1,5,3,4,2,2,0,3,1,54,1,6,1,4,1,10,7,0,0
277,poster,poster,4,0,Anything to help the doctors would be great. A friendly reminder could help.,237,R_aWvLPTBX2nJ3pJL,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,1,1,5,1,1,1,3,1,37,1,4,1,6,1,3,8,0,0
278,poster,poster,4,0,"It might not make the procedure itself any safer, but it would ensure that the doctors would consistently follow procedure and minimize risk.",112,R_b2D3aTtklDrCXLz,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,,8,0,4,4,4,2,1,1,3,1,27,0,4,1,4,1,10,8,0,0
279,xbpl,bp_long,3,0,"I am not sure what to think, hopefully all patients will  be safe.",140,R_BDEWEh2Atth9YZP,2,1,1,1,2,0,2,1,1,0,2,0,1,1,1,1,2,1,1,business,6,1,5,5,5,1,2,0,3,1,61,1,3,0,4,1,11,6,0,0
280,poster,poster,5,0,Patient health should come above all else. It also give the patient the comfort of knowing what will be done and that it is being done correctly.,191,R_BEAdG3tAhJdOQM1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,3,5,1,1,1,3,1,35,1,3,0,4,1,5,9,0,0
281,badge,badge,5,0,It's appropriate because there is obviously a concern for infection. It's troublesome that doctors don't remember standard safety precautions but if it helps that's good.,590,R_bIosbYshxdFBf6p,2,1,1,1,1,1,2,1,1,0,2,0,1,1,1,1,2,1,2,,7,0,4,4,4,2,2,0,3,1,45,1,3,0,2,0,10,7,0,0
282,poster,poster,4,0,Seeing the poster all the time would help the doctors always remember the safety steps. So all in all I think it would be appropriate to hang these posters in those rooms.,161,R_bJxNFNfm8XSFD8d,2,1,1,1,2,0,2,1,2,1,1,1,1,1,1,1,2,1,2,,8,0,5,4,4,2,2,0,3,1,42,1,6,1,6,1,11,8,0,0
283,badge,badge,4,0,"Well, will the doctor be able to turn the badge around and read the instructions without contaminating his hands?",250,R_BKdsEST4zYb1a5b,2,1,2,0,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,8,0,5,5,4,2,2,0,1,0,51,1,3,0,1,0,12,8,0,0
284,xbps,bp_short,5,0,I think it couldn't hurt to have a friendly reminder here & there. Either way I think both options would be equally effective. ,415,R_bQpQxCGd7LX3Or7,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,1,0,2,,7,0,5,5,4,2,2,0,3,1,28,0,3,0,4,1,12,7,0,0
285,badge,badge,4,0,I think it is a good way for doctors to reference a new medical practice. I don't think it is any different than a doctor having to look something up on an ipad.,318,R_BrL6GIW08AiBRJv,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,5,4,2,2,0,3,1,32,0,3,0,4,1,12,9,0,0
286,poster,poster,4,0,Perform safety actions are very important for doctors.,285,R_cHHuOD6JR4iqxC9,2,1,1,1,2,0,2,1,2,1,1,1,1,1,1,1,1,0,2,,7,0,3,3,4,2,2,0,4,0,28,0,4,1,4,1,8,7,0,0
287,poster,poster,5,0,It helps the doctor who is performing  the surgery to be precautions . It also helps them to refresh any doubts they may have about what they are doing.,338,R_Cm0HLkUfnley5Al,1,0,1,1,1,1,2,1,1,0,2,0,1,1,1,1,2,1,2,,6,0,5,5,1,5,2,0,1,0,39,1,4,1,3,0,15,6,0,0
288,badge,badge,2,1,"It would just be odd for a trained professional to be carrying these instructions mid-surgery. With that said, even though it's a bit inappropriate, if that would mean less people with infections, I wouldn't mind it.",229,R_D2A5pCxhYA8CE1z,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,2,4,2,1,1,2,0,30,0,4,1,3,0,5,9,0,0
289,badge,badge,5,0,I see nothing wrong with the directors decision.  If it saves a single life or prevents one infection it is worth it.,247,R_DAzWTl0UsE3DHfb,2,1,1,1,1,1,2,1,2,1,1,1,2,0,1,1,1,0,2,,7,0,5,5,3,3,2,0,3,1,27,0,4,1,4,1,13,7,0,0
290,xbps,bp_short,2,1,Knowingly giving another set of patients a different level of care is disgusting.,101,R_dbRcpyJG5GdEv17,1,0,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,8,0,2,2,4,2,1,1,3,1,27,0,3,0,3,0,6,8,0,0
291,poster,poster,5,0,It is always good to have a reminder of the steps even if you have done it multiple times to make sure that all safety steps are done and the patient is at least risk.,209,R_DHQVYYQzDb4DHQB,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,1,0,2,,6,0,2,2,5,1,2,0,3,1,48,1,3,0,2,0,5,6,0,0
292,badge,badge,4,0,"I don't see any down side in having the safety steps readily available.  This way if there is any doubt, they can just check the badge immediately.",332,R_e5noV6KhQcNjM0p,2,1,1,1,1,1,1,0,2,1,2,0,1,1,1,1,2,1,2,,7,0,5,3,3,3,2,0,3,1,46,1,3,0,3,0,11,7,0,0
293,xbps,bp_short,3,0,"I am not sure how appropriate this is because while it would help us gain information about the effectiveness of the treatments, you are also risking some of the participants to potential infections that can be fatal.",140,R_e9cg9qGlcEqGFEJ,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,1,0,2,,6,0,3,4,4,2,1,1,"1,4",0,21,0,3,0,6,1,9,6,0,0
294,xbpl,bp_long,5,0,This is an appropriate decision and great way to see which reminder works better for the doctors. The director is being proactive about patient care and I think that is great.,200,R_eUHD0Rr7TUh4hR7,2,1,1,1,1,1,2,1,1,0,2,0,2,0,1,1,1,0,2,,5,0,5,4,3,3,2,0,1,0,26,0,3,0,2,0,12,5,0,0
295,badge,badge,5,0,"Even though they should be trained, it would be a great reminder. If it helps cut down infections it will be beneficial. ",194,R_OKc19OXGh3soflv,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,1,0,2,,7,0,5,4,2,4,2,0,3,1,31,0,4,1,2,0,13,7,0,0
296,xbps,bp_short,2,1,People's lives are on the line - this doesn't seem like the best way to run the experiment,270,R_oXgf9p8De1BqvXH,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,3,4,2,2,0,3,1,42,1,4,1,5,1,8,9,0,0
297,xbpl,bp_long,2,1,I don't think its right to have these people be tested on like this. They should just had one idea that will work and fix that problem.,271,R_PU2eXdsPmjeQKMp,2,1,2,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,2,,5,0,4,4,4,2,2,0,1,0,26,0,3,0,2,0,10,5,0,0
298,xbpl,bp_long,2,1,It doesn't seem like a very effective way to help the problem. And that means that there's a whole group of people that might not be getting the best safety and care.,482,R_pylcdwqGH6Cs437,2,1,2,0,2,0,1,0,2,1,1,1,2,0,1,1,1,0,2,,4,0,5,4,2,4,2,0,3,1,35,1,4,1,1,0,13,4,0,0
299,poster,poster,4,0,"It's a nice, basic reminder for the doctors.",128,R_Q5hYsbRlnVqN1gR,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,,8,0,1,1,3,3,2,0,3,1,33,0,6,1,5,1,5,8,0,0
300,badge,badge,4,0,better be safe than sorry,99,R_qyleGzg6dEgCmg9,2,1,1,1,1,1,2,1,2,1,2,0,1,1,2,0,1,0,1,cgt,6,1,3,4,3,3,1,1,4,0,23,0,3,0,3,0,10,6,1,0
301,badge,badge,4,0,There are a million different things a doctor needs to remember . . . not sure why this particular procedure alone warrants instructions to carry around on an ID - which would be awkward to look at during the procedure anyway. They would likely forget it's even on there. Would be better to have the instructions printed on the bag of plastic tubing or something instead. ,245,R_r1mquWZSNwH5oSl,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,1,5,1,2,0,3,1,54,1,4,1,5,1,5,9,0,0
302,xbps,bp_short,2,1,Seems like a guessing game not based on actual research.,136,R_rirPbSVonXp8xS9,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,2,1,2,,7,0,3,2,4,2,2,0,3,1,32,0,3,0,3,0,7,7,0,0
303,poster,poster,4,0,This sounds like a great idea as a reminder to everyone to stay safe when doing the procedure. I feel like thats a really smart way to prevent infections.,129,R_rl3lveGhkq02gg1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,1,Computer science,8,1,1,1,5,1,1,1,3,1,31,0,2,0,3,0,3,8,0,0
304,xbps,bp_short,4,0,He is not endangering anyone and he is finding out what is the best practice.,171,R_RXfNAngFs3NPv57,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,3,1,5,1,1,1,3,1,61,1,3,0,3,0,5,8,0,0
305,badge,badge,4,0,"Depending on how crucial the procedure is-having a doctor stop to read instructions is kinda scary. Maybe the doctor wont have time
",231,R_SB0mdxBhHQz4c1j,1,0,1,1,1,1,2,1,1,0,2,0,2,0,1,1,2,1,1,civil engineer,5,1,1,5,4,2,2,0,3,1,36,1,4,1,6,1,8,5,0,0
306,poster,poster,4,0,I think this is a decent idea to help doctors remember the steps and help prevent infections. The only issue I have is patients perhaps being off put by the poster hanging on the wall. They may think the doctor does not fully know what they are doing.,268,R_sKUZ2YOhFMRtSKJ,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0,2,,7,0,4,3,3,3,3,0,3,1,27,0,2,0,2,0,10,7,0,0
307,poster,poster,1,1,"I would expect a qualified surgeon to be able to perform the procedure without looking at a safety poster. Although the director's intentions may be well meaning, he is not presenting a professional manner to the hospital.  ",233,R_sqlRBnSxz6XtF1D,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,n/a,8,0,5,4,4,2,2,0,3,1,50,1,4,1,5,1,11,8,0,0
308,xbpl,bp_long,5,0,i think it made sense to me.,94,R_SVhHJCkIXOvaIal,1,0,2,0,2,0,2,1,2,1,2,0,2,0,1,1,1,0,2,,3,0,4,4,1,5,1,1,1,0,27,0,6,1,4,1,13,3,0,0
309,badge,badge,1,1,The badge would not be sanitary and would require the doctor to stop and check it. It would be better to have a poster of the procedures in the operating room and have the assistant also be responsible for following the procedures.,205,R_SVsjQY9IaljWx6p,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,2,1,5,1,2,0,3,1,61,1,6,1,4,1,4,9,0,0
310,poster,poster,4,0,I think this is a small yet effective approach to solving this problem. I feel like we all need reminders in our daily lives,152,R_sXzgZLqC3yO28HT,2,1,2,0,1,1,1,0,1,0,1,1,1,1,2,0,2,1,2,,5,0,1,1,5,1,1,1,3,1,22,0,2,0,1,0,3,5,0,0
311,badge,badge,2,1,I think doctors should memorize all the safety steps and be able to perform the procedure without looking at the list. I'm not sure if all the doctors would actually look at the list while performing the procedure.,355,R_T56zvkp6a9e4SXf,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,1,1,5,1,2,0,4,0,35,1,4,1,4,1,3,8,0,0
312,poster,poster,5,0,"Reminding the doctors of the correct procedure is good because they're working under pressure and might forget small, important details.",198,R_T5iMQsHPaCY5GjT,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,1,0,2,,7,0,4,3,5,1,2,0,3,1,23,0,3,0,4,1,8,7,0,0
313,xbpl,bp_long,1,1,Everyone should get the besttreatment. The doctors should have both a poster and a card.,309,R_TbD9BDWAmIOWX8B,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,4,4,2,4,2,0,3,1,45,1,3,0,5,1,12,9,0,0
314,xbpl,bp_long,4,0,WHile I think that it is kind of careless not to make sure they are implemented to all. I think it is still an effort to make sure people know and learn them. So if it helps to identify a way to make it be a standard then whatever works.,351,R_uk7k7Jf68TKE5ep,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,2,5,1,2,0,3,1,54,1,3,0,2,0,6,9,0,0
315,xbpl,bp_long,5,0,Neither option in this experiment causes any known harm to anyone. Learning which option is more effective may help many patients in the long run.,287,R_UseaB2XNIZapdmh,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,1,1,5,1,1,1,3,1,30,0,3,0,1,0,3,8,0,0
316,poster,poster,5,0,The posters will teach people how to be safe,102,R_UT0RcJJnX3HYCNH,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0,2,,7,0,2,3,5,1,1,1,3,1,26,0,6,1,3,0,6,7,0,0
317,poster,poster,4,0,The poster hanging is appropriate.  I'm not if the doctor's will actually use it though.   They should have more training instead of looking at a guideline poster in front of a patient. ,220,R_UuzYSCGg8rQZ0OZ,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,1,2,5,1,2,0,3,1,43,1,4,1,5,1,4,8,0,0
318,xbps,bp_short,2,1,"A practicing doctor should not run experiments on his patients, this should be research work.",275,R_vBJbh5jXhGgzwml,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,1,0,2,,7,0,3,3,5,1,1,1,2,0,29,0,3,0,2,0,7,7,0,0
319,xbpl,bp_long,2,1,If a procedure requires a doctor to do it he or she should not need to look at a badge or poster to know how to do their job. That is the reason they went to medical school. ,253,R_VIOrYhngafFXVFD,2,1,2,0,1,1,1,0,2,1,1,1,1,1,1,1,2,1,2,,7,0,5,5,4,2,2,0,3,1,38,1,4,1,6,1,12,7,0,0
320,xbps,bp_short,4,0,The director recognizes that there is a potentially deadly risk involved with some of the medical procedures and is taking action to minimize the risk of infection. ,463,R_VJ9lFwTNYcIjbkB,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Exercise Science,9,1,2,2,4,2,1,1,4,0,25,0,4,1,3,0,6,9,0,0
321,badge,badge,4,0,it's appropriate but I doubt if the doctor is going to be reading the back of the badge before or while doing the procedure....,139,R_vrwhJBKCZlwbA1X,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,3,3,3,2,0,3,1,65,1,6,1,4,1,9,9,0,0
322,badge,badge,5,0,"I think anything that would help cut down on the infection risk is good . So , if doctors had these instructions on them at all times , it would probably help reduce the chance of an infection happening. ",268,R_vZ97b8raFiFzUwV,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,3,3,4,2,2,0,3,1,43,1,3,0,4,1,8,8,0,0
323,poster,poster,4,0,"I think anything that can help doctors, even subconsciously if they just glance past the poster, can help them better serve their patients.  Infections can be bad so making sure everyone involved is informed on how to prevent and treat them is good management in my opinion.",252,R_w5W7IVBHGKgLmhj,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,4,2,2,0,3,1,33,0,4,1,2,0,4,9,0,0
324,xbps,bp_short,1,1,"Patients should be given the same standard of care, not being unwitting subjects of an experiment. Test it in a controlled environment. ",228,R_w6G7Fw06HKxAhcR,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,1,1,4,2,1,1,3,1,25,0,4,1,5,1,4,8,0,0
325,poster,poster,5,0,I think it is a simple and effective way to save people's lives.,169,R_W6Gn26tEFii4SyZ,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,,8,0,3,3,3,3,1,1,1,0,35,1,3,0,3,0,9,8,0,0
326,xbps,bp_short,2,1,Seems a little extreme.,200,R_W7HdxEo6DsLc3Hb,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0,2,,7,0,3,3,3,3,2,0,3,1,59,1,3,0,2,0,9,7,0,0
327,badge,badge,4,0,it would help doctors to have the list of safety procedures on them at all times to consult when they need,212,R_WvozUA9nSwCbbWh,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0,2,,7,0,5,4,4,2,2,0,3,1,30,0,2,0,3,0,11,7,0,0
328,xbpl,bp_long,3,0,i think its interesting but concerned about the protocol and whetehr it is needlessly endangerig some patients,121,R_wXy92583OqUY73r,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,1,1,4,2,1,1,3,1,40,1,6,1,6,1,4,8,0,0
329,poster,poster,5,0,"The director's decision is proactive and will assist doctor's in taking the steps to prevent infections. Doctors do not always do things correctly, so this is helpful.",427,R_xr0PSGQeORdJpjb,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Biology,9,1,1,1,4,2,2,0,4,0,37,1,6,1,3,0,4,9,0,0
330,xbps,bp_short,1,1,"The doctors went to medical school,internships, and residencies. They should know the procedures by heart. Having posters on the wall with the instructions and on their badges, damage their credibility in the eyes of the patients. Plus, I don't think the doctors would be too happy with the administrator for pushing these ideas on them.",600,R_XsI7Lmojcgj7PFv,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,1,"Radiologic Technology, Ultrasound Technology, BS in Healthcare Management",8,1,4,3,5,1,2,0,3,1,56,1,4,1,3,0,8,8,0,0
331,xbps,bp_short,2,1,"I think that if you're going to give the hints, you should probably do it for everybody.",114,R_XTgBUOUu44XiNZD,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,,8,0,5,5,2,4,2,0,3,1,49,1,3,0,4,1,14,8,0,0
332,badge,badge,5,0,I think it's an excellent idea for them to have safety procedures printed so closely. It would probably help to eliminate a lot of problems that could come up.,261,R_XXrHQ3GLv2R9L6p,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,4,4,4,2,2,0,3,1,35,1,3,0,3,0,10,9,0,0
333,badge,badge,4,0,There is no incentive for them to look at the badge to read the procedures. Most people don't really pay attention to badges while they are wearing them.,398,R_XYSrVBLqv1CMdDH,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,2,2,4,2,1,1,3,1,32,0,3,0,2,0,6,9,0,0
334,poster,poster,5,0,Any measure that can help patients receive better care is a welcome addition to a hospital. Anything should be considered if it means saving lives and suffering for patients. ,136,R_z0V5mai4jdj3Zh7,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,1,1,3,1,26,0,3,0,1,0,3,9,0,0
335,poster,poster,4,0,I think it is appropriate because if a new doctor is performing this procedure then a little reminder could not hurt anything. It would serve simply as extra help if needed.,195,R_ZK74GkiCH4POs01,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,1,0,2,,6,0,3,4,3,3,1,1,3,1,22,0,3,0,1,0,10,6,0,0
336,xbps,bp_short,4,0,"Both the poster and the badge would really help the doctor and remind him or her of what to do. That's all I have to say, honestly.",255,R_Zl7HQjI38NFLYop,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,2,,5,0,4,2,5,1,2,0,4,0,22,0,4,1,6,1,7,5,0,0
337,badge,badge,4,0,It's a good check list to help Drs. remember. Assuming the read it before every procedure. It may jog their memory about a step they may have otherwise forgotten.,259,R_zSdjkm88MYA8qyJ,2,1,1,1,2,0,2,1,2,1,1,1,1,1,1,1,1,0,2,,7,0,4,1,5,1,2,0,3,1,25,0,3,0,2,0,6,7,0,0
338,badge,badge,1,1,The director is trying to give doctors a handy checklist to make sure they follow the proper procedures.,255,R_ZxYKddQrmqnO5DH,2,1,1,1,1,1,2,1,1,0,2,0,1,1,1,1,2,1,1,Computer Science ,7,1,1,1,5,1,2,0,"3,5",0,49,1,4,1,2,0,3,7,0,1
339,badge,badge,2,1,"I feel that the doctors should already be well aware of the safety precautions if they are to treat patients with a device that could potentially lead to infections. If they need a list to look over proper safety precautions, they're not fit to perform the procedure. Also, adding a list like this will only serve to distract the doctor and hinder him rather than help.",971,R_0J93sZ8dX3Ausff,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,1,0,2,,7,0,4,2,5,1,1,1,4,0,30,0,3,0,3,0,7,7,1,1
340,badge,badge,4,0,It gives the guidance. The doctors will have to obey the rules. There are no excuses,107,R_2EE8SZugChUKwMy,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,1,1,4,0,28,0,4,1,2,0,3,9,1,1
