pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,PlantFood,PlantFood_Correct,GenesAnswer,GenesAnswer_Correct,Earth,Earth_Correct,Radioact,Radioact_Correct,Lasers,Lasers_Correct,Electrons,Electrons_Correct,Continents,Continents_Correct,Gender,Gender_Correct,Antibiotics,Antibiotics_Correct,degree,Degree_spec,ScienceLitSummed,STEMdegree,God,Intuition,ScienceBelief,ScienceBelief_Reverse,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,IntuitionScore_ByHand,ScienceLitScore,RepeatTurkerLabelCode,,,,,,,,,,,,
1631,xB3,Funds.Highlight,5,0,"I think that this is a very appropriate decision because it will help more people understand retirement options. By making it easier to learn about the options, more people will enroll in the future.",222,R_2q9OfxETzmHZ2rH,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Computer Science,9,1,2,2,5,1,1,1,4,0,21,0,4,1,6,1,5,9,0,,,,,,,,,,,,
1632,xB7,Income.Unemployed,5,0,"Unemployment assistance can help the unemployed find work. If they have the means to do so, they are likely to pursue jobs.",238,R_yUWGUuKLzcoJY6l,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,1,5,1,2,0,3,1,26,0,6,1,6,1,7,9,0,,,,,,,,,,,,
1633,xA5,Charity.Roof,4,0,"It is somewhat appropriate that he would choose to help those in need but I believe that everyone there should be able to benefit somehow from these donations and not only the extremely poor people. Also, a sturdy roof is not the most acceptable option when it comes to helping those in poverty. They could benefit much more from food and water than a roof.",273,R_3KCKewrPc7RdYSe,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,1,1,5,1,2,0,3,1,19,0,3,0,3,0,3,8,0,,,,,,,,,,,,
1634,xA3,Funds.More,3,0,I don't really understand the concept of having 15 available investment funds. I'm not increasing the number of investment funds is a good thing or a bad thing.,190,R_27NJRsUzjgUWlmi,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,2,1,5,1,2,0,3,1,33,0,3,0,3,0,4,9,0,,,,,,,,,,,,
1635,xA6,Recruit.Social,5,0,"Its a great idea to recruit the best possible people for the job. Obviously, you don't want to have unqualified people for the position.",209,R_s5LxbdhWYE9xne9,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,,8,0,5,3,3,3,1,1,3,1,55,1,3,0,6,1,11,8,0,,,,,,,,,,,,
1636,xAB2,DrugTeach.AB,5,0,Both are safe and can be effective.  Dr jones is using sound methods to determine which is better.,203,R_1M4hWjMnLZqIaQa,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,2,5,1,1,1,3,1,45,1,4,1,6,1,6,9,0,,,,,,,,,,,,
1637,xAB1,Drug.AB,2,1,I feel like he is experimenting on people.  That doesn't seem right.,149,R_3kHdzqdH28aDwhV,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,5,2,5,1,2,0,3,1,40,1,6,1,6,1,8,8,0,,,,,,,,,,,,
1638,xAB5,Charity.RT,4,0,"I think experimentation is understandable, but I wish he came back to the initial group and provided them with the chosen resource. (If training helps more, give training to the roof people)",243,R_8GrbYTNqywFdfH3,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,2,4,2,2,0,"2,3",0,21,0,3,0,3,0,7,9,0,,,,,,,,,,,,
1639,xAB4,Teacher.BoBr,4,0,"There are many other factors involved with student outcomes than whether the teacher feels either justly compensated, or refreshed from time off. I veered toward the appropriate end of the scale because I think that teachers aren't compensated enough for their time.",416,R_D01TYrmt5P28zDj,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,2,2,5,1,1,1,3,1,54,1,6,1,3,0,5,8,0,,,,,,,,,,,,
1640,xB2,DrugTeach.B,4,0,The choices seem equal based on the description. This means both are appropriate based in the info provided.,195,R_31cGhVWBAn0P4RM,1,0,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,7,0,3,2,3,3,1,1,3,1,31,0,4,1,2,0,8,7,1,,,,,,,,,,,,
1641,xB5,Charity.Train,4,0,I think that that is a very nice gesture. I somewhat agree since itâ€™s selective with what â€œgroupâ€ it targets.,275,R_22Qs7Kp6fZLdc9E,2,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,2,1,2,,8,0,3,3,4,2,2,0,3,1,38,1,4,1,2,0,8,8,0,,,,,,,,,,,,
1642,xB1,Drug.B,1,1,"Because the drug is approved by the FDA, and is affordable; I feel that the doctor is making a good, common sense decision.",244,R_3pu7U6WsAmy6AHt,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,,8,0,5,3,3,3,1,1,3,1,38,1,3,0,2,0,11,8,0,,,,,,,,,,,,
1643,xB6,Recruit.Career,5,0,"Heck, people need to be taken care of. Any rational or compassionate society recognizes that the well-being of its citizens is one of the most important factors in a successful society, no matter how you want to measure it. So, this is a good step.",510,R_vAk3H2XsAWfxry1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Acoustical physics,9,1,1,1,5,1,2,0,1,0,41,1,6,1,3,0,3,9,0,,,,,,,,,,,,
1644,xAB3,Funds.MH,1,1,He should not randomly assign people to these groups.,86,R_2flo1V0Q5AAheZr,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,3,4,2,2,0,3,1,25,0,6,1,4,1,10,9,0,,,,,,,,,,,,
1645,xA4,Teacher.Bonus,4,0,"Compensation is a big part of job satisfaction, and will help to make the teachers feel valued. The best option would be to talk to what the teachers would want most to increase their happiness, but paying them more is a solid choice.",267,R_3kAJwMtwQ1HjRTN,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,2,1,4,2,2,0,3,1,38,1,3,0,2,0,5,9,0,,,,,,,,,,,,
1646,xB4,Teacher.Breaks,5,0,"I believe this is appropriate because the quality, motivation and energy levels that a teacher has can directly impact their students. This makes sense because the happier and more energized an individual is, the more they will bring that to their job. Additionally, when you feel like your boss cares about your well being, you want to do better work.",225,R_2CjF5S1AUjyAzhu,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,2,1,5,1,2,0,2,0,25,0,4,1,6,1,4,9,0,,,,,,,,,,,,
1647,xB6,Recruit.Career,4,0,"Since it's a new career that did not exist previously, many people may be unaware of the benefits of the program. It seems prudent to advertise it in some way, although posters may be inefficient.",115,R_Wx28CAqYSot3USB,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,,8,0,1,1,5,1,1,1,3,1,28,0,3,0,2,0,3,8,0,,,,,,,,,,,,
1648,xA1,Drug.A,5,0,Dr. Jones selected a drug that was effective while also being affordable.  It also states patients are able to tolerate the side effects.,191,R_2fJ56rdqYYZz7gr,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,4,3,5,1,2,0,3,1,35,1,4,1,6,1,8,8,0,,,,,,,,,,,,
1649,xAB4,Teacher.BoBr,4,0,"It is good to see which outcome produces better students, and the fact that every teacher gets the best reward is fair and appropriate.",119,R_3lDrMpaJnDOrcoQ,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,3,3,4,2,1,1,4,0,23,0,3,0,5,1,8,8,0,,,,,,,,,,,,
1650,xB3,Funds.Highlight,2,1,It is good to help employees with ways to save for their retirement. But it could be misleading to highlight certain funds based on corporate interests instead of actual performance.,222,R_3M5xVK2jZNcgrxe,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,4,1,1,5,1,1,3,1,28,0,4,1,1,0,10,9,0,,,,,,,,,,,,
1651,xA2,DrugTeach.A,5,0,Drug A is known to treat high blood pressure. It makes sense to prescribe that drug.,141,R_3JFFbniTzAwfovD,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,1,0,1,biology,7,1,1,1,5,1,1,1,3,1,34,1,4,1,5,1,3,7,0,,,,,,,,,,,,
1652,xA6,Recruit.Social,4,0,"It is the responsibility of a government to provide health care to its citizens, so creating the position makes sense. I feel indifferent as to the choice of making the posters appeal to â€œthe best peopleâ€ because that is subjective.",293,R_8es3ikysDCIpvwt,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,4,5,1,1,1,3,1,25,0,3,0,4,1,8,9,0,,,,,,,,,,,,
1653,xA7,Income.All,2,1,I dont think you should force them to attend job fairs at all. The government should just help its struggling citizens.,147,R_2VwKKrQ4YzvnvSh,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,4,4,3,3,1,1,3,1,26,0,2,0,4,1,11,9,0,,,,,,,,,,,,
1654,xA4,Teacher.Bonus,5,0,"If teacher happiness improves student well-being, then it will follow that a better-compensated teacher is more likely to be happier which improves student well-being.",243,R_D6NOBcYfZh7yLYd,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,1,Bioinformatics,8,1,3,3,5,1,1,1,3,1,26,0,5,1,2,0,7,8,0,,,,,,,,,,,,
1655,xA5,Charity.Roof,2,1,"I chose that because people of extreme poverty probably have more dire needs than a sturdy roof.  They're probably better off with a water well, food, or land to farm.  Medical care would probably be of a higher priority too.",437,R_3isd5JbLabJINQS,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,2,5,1,1,1,3,1,35,1,3,0,2,0,6,9,0,,,,,,,,,,,,
1656,xAB3,Funds.MH,4,0,i believe that it is very important to start saving for retirement. If the CEO recognizes this and is trying to get his employees to start saving early then his intentions are very good. As long as the company isn't benefiting from any of the employee choices i do not believe it is a bad thing that a CEO would attempt to get more of his employees involved in the retirement program. At least it shows he cares about his employees.,736,R_1pxJj0LM4ndud3D,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,3,4,2,2,0,3,1,39,1,2,0,6,1,8,9,0,,,,,,,,,,,,
1657,xAB2,DrugTeach.AB,4,0,I think it is okay as long as he does all the research and talks to the other doctors to find out why they choose drug a or drug B.,238,R_1MKZQU01gtj2Qqi,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,4,1,5,1,1,1,3,1,39,1,6,1,6,1,6,9,0,,,,,,,,,,,,
1658,xB5,Charity.Train,5,0,It is better to at least give them some opportunity than. none. A trade would be helpful or least a start.,265,R_3e34jkJY2RJZSCg,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,4,2,1,1,1,0,38,1,4,1,4,1,4,9,0,,,,,,,,,,,,
1659,xAB1,Drug.AB,3,0,"On one hand, sticking with what works in your experience is good in many cases but on the other, people respond differently to things so not good to limit your options like that.",277,R_2fHFAPylOKsa7P0,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,2,0,3,1,39,1,2,0,3,0,3,9,0,,,,,,,,,,,,
1660,xB1,Drug.B,4,0,"The drug is approved by the FDA, so it is generally deemed acceptable for use, and the side effects are minor. However, it's a little inappropriate that the doctor is determining that the patients can handle the side effects without consulting them about it.",189,R_27KeyPrdr0zpNvn,2,1,1,1,1,1,2,1,2,1,1,1,2,0,1,1,2,1,1,Chemical Engineering,8,1,5,4,2,4,1,1,3,1,32,0,4,1,5,1,13,8,0,,,,,,,,,,,,
1661,xAB6,Recruit.SC,4,0,"Somewhat appropriate in that it seems like an interesting, useful to gather applicants, however I did not select very appropriate as there is no district demographic info provide ie are some of these areas already likely to provide good applicants",235,R_xxdTZ2enQCca7RL,2,1,1,1,1,1,2,1,1,0,2,0,1,1,1,1,2,1,2,,7,0,2,1,4,2,2,0,3,1,27,0,4,1,4,1,5,7,0,,,,,,,,,,,,
1662,xB2,DrugTeach.B,4,0,He didn't say what his reason was for prescribing drug B,525,R_6u5hQNuVgAlJxER,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,3,5,4,2,1,1,3,1,56,1,2,0,4,1,10,8,0,,,,,,,,,,,,
1663,xAB7,Income.AU,2,1,"There are fast food restaurant, gas station, factory, and temporary work available.",200,R_1pK9evK3ouAxKTA,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,5,2,4,2,0,3,1,38,1,2,0,2,0,14,9,0,,,,,,,,,,,,
1664,xA5,Charity.Roof,2,1,"a sturdy roof is a generous donation.  However, it does little to accomplish the goal of helping people escape extreme poverty.",249,R_qL8y5gMNewPlKxj,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,2,4,2,1,1,3,1,45,1,5,1,5,1,5,9,0,,,,,,,,,,,,
1665,xA3,Funds.More,2,1,"Well it's nice the C.E.O. is bumping the investment funds for everyone. I didn't give it top rating because now a days all these investment folks never seem to really have a grasp on what fiat money,fractional reserve banking,and Jewish usury really is. If they did ,perhaps they would offer the money directly to the employee in the form of gold.",348,R_1IobXXLvL9pVCyf,2,1,1,1,1,1,2,1,2,1,2,0,2,0,2,0,2,1,2,,6,0,3,2,4,2,1,1,3,1,48,1,3,0,2,0,7,6,0,,,,,,,,,,,,
1666,xB5,Charity.Train,4,0,This reminds me of the old proverb of teaching a man how to fish so that he can eat for a lifetime instead of just giving him a fish so he can eat today.  The skills developed by these folks could help them produce income for a long time.,206,R_1Licxi91e56yB23,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,2,2,5,1,1,1,3,1,34,1,4,1,6,1,5,8,0,,,,,,,,,,,,
1667,xAB1,Drug.AB,3,0,"I find it hard to agree or disagree with his decision. As someone who worked in the medical field, it's hit or miss with pharmaceuticals. They are not one size fits all. What works for one person, may not work for another. I think in a way, his little ""experiment"" could be helpful in the long run, but again, it is basically experimenting on people in a ""legal"" way, so I am not sure how to agree or disagree with his decision.",354,R_3iEe6nyoYBYNtts,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,5,2,4,2,0,3,1,30,0,2,0,2,0,12,9,0,,,,,,,,,,,,
1668,xAB5,Charity.RT,5,0,"I don't see anything wrong with it, and it could only help, as long as it isn't mandatory for those who don't want any assistance.",314,R_3hGAUXqWyLDzSjf,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Psychology,9,1,3,3,2,4,2,0,"1,3",0,25,0,4,1,6,1,10,9,0,,,,,,,,,,,,
1669,xB2,DrugTeach.B,4,0,"I would rather he make the decision on which one based on the patient rather than his preference. However, he is addressing their high blood pressure and he can always switch to the other medicine if there are any problems with his first choice. Often doctors have to switch medications for their patients anyway.",271,R_2VJg9s9zHPKmXJz,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,2,1,5,1,1,1,3,1,38,1,4,1,2,0,4,8,0,,,,,,,,,,,,
1670,xA6,Recruit.Social,5,0,"This sounds like a step in the right direction. Also, a promotional campaign could definitely alert people to the opportunity",307,R_1eXcX3bK2AzIvua,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,2,1,2,,7,0,2,1,4,2,2,0,3,1,40,1,6,1,4,1,5,7,0,,,,,,,,,,,,
1671,xA7,Income.All,4,0,"This system provides a safety net for people who find themselves unable to find a job.  They are given a small amount of money to help them to live off each month (without it being enough to fully support them).  In addition, the requirement that they attend job fairs means that even people who try to take advantage of the system have to do something that show them about different jobs that are available.  Meanwhile, people who are actually looking for work can get help finding a job.",295,R_27JbMRM1qyq6J3t,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,1,1,3,1,25,0,3,0,6,1,3,9,0,,,,,,,,,,,,
1672,xB7,Income.Unemployed,5,0,"I choose this option because, in order to obtain benefits to better your self you should have to try to better yourself by lookingndir a job to get off of assistance",221,R_3soddHjig879HYR,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,5,3,4,2,2,0,3,1,30,0,3,0,2,0,10,8,0,,,,,,,,,,,,
1673,xB1,Drug.B,5,0,I chose it because the doctor is selecting an option for his patients that they can afford and will work. He is trying to look out for his patients best interest in regards to their health.,293,R_1C8vYBXdTpZyJEd,2,1,2,0,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,7,0,5,5,4,2,1,1,3,1,45,1,2,0,2,0,12,7,0,,,,,,,,,,,,
1674,xAB3,Funds.MH,2,1,He should offer the same benefits to all employees.,94,R_29teVGWHz3XTDgk,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,2,2,4,2,2,0,3,1,26,0,3,0,2,0,6,9,0,,,,,,,,,,,,
1675,xAB6,Recruit.SC,5,0,"Although it may come across as propaganda, it would be a good way to decide how to recruit people for a position that would be very beneficial. It would be better if they had more ideas for recruitment.",298,R_1gedKG2mM2NBiO1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,2,1,5,1,1,1,3,1,25,0,2,0,2,0,4,8,0,,,,,,,,,,,,
1676,xA3,Funds.More,5,0,I THINK COMPANIES SHOULD ENCOURAGE EMPLOYEES TO SAVE FOR RETIREMENT.  TOO MANY PEOPLE ARE NOT FINANCIALLY PREPARED FOR LIVING FOR YEARS AFTER RETIRING,529,R_10oXqIF6zCA6BzN,2,1,1,1,1,1,2,1,2,1,1,1,2,0,2,0,2,1,2,,7,0,3,4,3,3,2,0,3,1,77,1,4,1,4,1,10,7,0,,,,,,,,,,,,
1677,xA1,Drug.A,5,0,Doctor A was exercising his professional judgement to help his patients. He is doing the best job he can for the good of his patients by prescribing them affordable and helpful medication.,163,R_7VbbmnM4Z8Tebst,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,2,1,5,1,2,0,3,1,25,0,5,1,3,0,4,9,0,,,,,,,,,,,,
1678,xA4,Teacher.Bonus,5,0,giving people more money always makes them happy and makes them feel like they are doing a good job. this would be especially good for elementary school teachers since they are typically people who are eager to please.,147,R_1ikvNCybHxwE4D6,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,4,2,4,2,2,0,4,0,19,0,3,0,6,1,8,9,0,,,,,,,,,,,,
1679,xAB4,Teacher.BoBr,4,0,It's not a very well designed experiment because there's no control (a group of teachers who receives neither vacation days nor a bonus) but I'm in favor of compensating teachers more in general.,380,R_RfPKPN2M6m50LHr,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,4,2,2,0,"2,3",0,26,0,5,1,3,0,4,9,0,,,,,,,,,,,,
1680,xB7,Income.Unemployed,5,0,"Yes, they should!! If government use the commodities we can have a better life. Everyone would get a chance! The money is not that much that they can live their whole life with that amount, I said yes because if they would be given some money they will find job for them so that can live better life and if they would not be given some money then they will choose some other easier way to earn money that is - they will start stealing and they will start doing different types of crimes to earn more and more money,",616,R_3hFnnNBYV8Ushpt,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,1,0,1,Biology ,7,1,2,2,5,1,2,0,3,1,25,0,3,0,1,0,5,7,0,,,,,,,,,,,,
1681,xAB2,DrugTeach.AB,4,0,He is trying to prescribe the best drugs to his patients n,135,R_vAGihKR8zcQ4sLv,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Geography,9,1,1,1,5,1,1,1,3,1,30,0,6,1,6,1,3,9,0,,,,,,,,,,,,
1682,xAB5,Charity.RT,4,0,"There are some instances where people living below the poverty level would not be able to be in a condition to learn a trade, so providing a roof over their hear (the basic necessities) would be a preferable option.

Alternatively, there may be some who have a home, but need to learn a new skill or trade, whcih would benefit from the training.",193,R_aWg09EuANpM2gBb,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,5,4,2,1,1,3,1,43,1,6,1,4,1,12,9,0,,,,,,,,,,,,
1683,xB2,DrugTeach.B,4,0,"I am unsure as to which option is more effective, but given that Dr. Jones seems to be driven by moral outcomes, I am marking this as somewhat appropriate.  More information would be needed though to provide a more conclusive judgment.",200,R_33pNTVuV1MZnH3y,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,4,1,4,2,1,1,3,1,34,1,4,1,4,1,7,8,0,,,,,,,,,,,,
1684,xB6,Recruit.Career,5,0,"This idea eases the burden on Public Health Systems by huge numbers of those seeking services at free or reduced cost. This idea also creates a much easier level of care for the aging, mentally ill and substance abuse patients who normally would be cast out of the better and more expensive private systems.",559,R_2uI3n5f0RLbrwPZ,2,1,1,1,1,1,2,1,2,1,2,0,2,0,1,1,1,0,2,,6,0,1,1,4,2,1,1,1,0,38,1,3,0,3,0,4,6,0,,,,,,,,,,,,
1685,xB3,Funds.Highlight,5,0,He is helping his employees realize the benefit of the plan.,157,R_1IgY4cpYDjM4CZk,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,1,0,2,,7,0,2,3,3,3,2,0,3,1,28,0,3,0,1,0,8,7,0,,,,,,,,,,,,
1686,xA5,Charity.Roof,5,0,I think that it is a great idea to get a sturdy roof because those people otherwise would either have a really leaky roof or it could blow off all together,183,R_2xV1wejtxut3Po4,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0,2,,7,0,1,1,5,1,2,0,3,1,28,0,4,1,3,0,3,7,0,,,,,,,,,,,,
1687,xAB5,Charity.RT,1,1,People do not donate to charities to fund social experiments.,246,R_1g0y1jjiFIMJqvm,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,2,0,3,1,27,0,2,0,2,0,3,9,0,,,,,,,,,,,,
1688,xA2,DrugTeach.A,3,0,His choice of drug to prescribe is his to decide based on professional opinion.,288,R_12xPJwUbo1oXuuf,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,3,4,2,2,0,3,1,43,1,4,1,5,1,8,9,0,,,,,,,,,,,,
1689,xAB2,DrugTeach.AB,2,1,because he is running experiments on victims,364,R_1dicrjkHxMWPnTb,2,1,2,0,1,1,1,0,1,0,2,0,1,1,1,1,1,0,2,,4,0,4,4,4,2,2,0,1,0,40,1,6,1,6,1,10,4,0,,,,,,,,,,,,
1690,xA6,Recruit.Social,4,0,"I've worked with community health workers and these are genuinely some of the benefits that they enjoy. However, there are some that will seek to become health assistants just for the power rather than for the service or the health education, so it's important to use multiple recruitment methods as well as screening.",244,R_123fLtQyeKmUuYW,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,"Biology, public health",9,1,5,4,4,2,2,0,3,1,27,0,6,1,3,0,11,9,0,,,,,,,,,,,,
1691,xA7,Income.All,3,0,"Because I have mixed feelings. It seems like a good incentive to not find a job, but on the other hand requiring them to attend job fairs is a good thing.",175,R_1ietaeymoaPdgmq,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,5,3,4,2,2,0,3,1,32,0,3,0,6,1,10,8,0,,,,,,,,,,,,
1692,xB6,Recruit.Career,4,0,"It's important to underline the potential material benefits for this particular line of work, as to draw in the widest net of candidates possible.",125,R_3LhbD7AJRuhxErv,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Chemistry,9,1,1,1,5,1,1,1,3,1,27,0,6,1,2,0,3,9,0,,,,,,,,,,,,
1693,xAB7,Income.AU,5,0,The experiment is designed to find the system that leads to the optimal outcome rather than any particular ideology.,195,R_3Rmzjc48LI9qQEO,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,1,1,3,1,29,0,4,1,1,0,3,9,0,,,,,,,,,,,,
1694,xB1,Drug.B,5,0,"The patients needed treatment for high blood pressure, and the doctor provided a treatment.  In addition, the drug was affordable, and no other potential problems were cited (doesn't mean that those potential problems aren't there).",259,R_2zRNLF868A6meJa,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Computer Science,9,1,4,3,5,1,1,1,4,0,53,1,6,1,6,1,8,9,0,,,,,,,,,,,,
1695,xAB6,Recruit.SC,5,0,They are testing out the best way to hire and recruit new people for the job.  Both ideas are good and they will find out which one is best and run with it,179,R_2bHnIhVqRpWGwMi,2,1,1,1,1,1,1,0,1,0,1,1,1,1,2,0,1,0,2,,5,0,2,2,5,1,2,0,3,1,43,1,6,1,6,1,5,5,0,,,,,,,,,,,,
1696,xA3,Funds.More,5,0,It seems like a great way to ensure others prepare for retirement properly.,161,R_1F3OdRBUv7x4Bjw,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0,2,,7,0,5,4,4,2,2,0,1,0,27,0,3,0,2,0,11,7,0,,,,,,,,,,,,
1697,xB4,Teacher.Breaks,5,0,"Seems very well-meaning. Not sure HOW you get more time to carve out during regular breaks from school, but, surely there would have to be some ""make-up"" school time to accommodate for this extra time off. However it's achieved, I'm sure augmentation of any time around those scheduled school breaks (usually used for vacation travel) would be appreciated - and boost morale.",569,R_1LItJnGgyWxFYt7,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,1,1,5,1,2,0,3,1,67,1,3,0,2,0,3,8,0,,,,,,,,,,,,
1698,xAB4,Teacher.BoBr,4,0,Well it'll help show what teachers value more,198,R_1N9pCeLdYA0cgqr,1,0,1,1,1,1,2,1,2,1,2,0,1,1,2,0,2,1,1,computers,6,1,5,3,5,1,1,1,4,0,36,1,4,1,3,0,9,6,0,,,,,,,,,,,,
1699,xA4,Teacher.Bonus,5,0,"When budgets are being discussed, it's usually the education system and teachers in particular that are first to feel the impact of any cuts that are approved. Giving teachers a yearly bonus is a way to show them that there are people on their side and appreciate the dedication they show to their students.",532,R_3CWAudR1lJlNTge,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,2,2,5,1,1,1,3,1,40,1,2,0,2,0,5,9,0,,,,,,,,,,,,
1700,xB3,Funds.Highlight,5,0,Many employees may not know where to begin in regards to enrolling in their companies retirement plan. I think it would highly appropriate and supportive for a CEO to hand out paperwork to aid his employees in the decision making process.,885,R_DHORI9CJc1lTTPz,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,2,4,4,2,2,0,3,1,27,0,4,1,3,0,8,9,0,,,,,,,,,,,,
1701,xAB3,Funds.MH,2,1,"The action doesn't seem cost effective, he appears to be going off course. It just seems wasted on splitting the team and then deciding.",158,R_1g127wz3ndJLb0z,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Chemical,9,1,2,3,5,1,2,0,3,1,29,0,5,1,5,1,6,9,0,,,,,,,,,,,,
1702,xB7,Income.Unemployed,5,0,"It's kind of like what we have in the US where unemployed have to go to employment sessions while unemployed to continue to receive benefits, I think it just makes sense to make sure people are trying to at least make an effort to rejoin the workforce",325,R_31GFFX54Mu7yWuo,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,5,5,3,3,2,0,3,1,33,0,4,1,2,0,13,8,0,,,,,,,,,,,,
1703,xB4,Teacher.Breaks,4,0,"As a big supporter of education, I feel that teachers have a very tough job and work hard. Some teachers work seven hours a day watching thirty kids and some have to carry their work through on the weekend.I think giving them a couple of extra vacation days would be a great idea, as long as it's not too much.",383,R_2xQ4kUm4sMJhkEV,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,1,0,2,,6,0,5,4,3,3,2,0,3,1,22,0,3,0,2,0,12,6,0,,,,,,,,,,,,
