,ID,Time.Started,Time.Finished,OS,Country,Area,City,Provider,Gender,Age,Year.Of.Birth,Question.1,In.a.couple.of.sentences..please.tell.us.why.you.chose.the.option.you.chose.,God.or.some.type.of.nonhuman.entity.is.in.control.of.the.events.in.the.universe.,We.believe.too.often.in.science..and.not.enough.in.feelings.and.faith.,Knowledge.can.best.be.obtained.through.scientific.research.,Marital.Status,Number.of.children,Education,Employment.Status,Career,Race,Income,Musicfan,Productivity.Booster,Bookworm,Socialite,Traveler,Sportsfan,Gamer,Value.Shopper,Food.and.Dining.Lover,Entertainment.Enthusiast,Fashionista,ADID.IDFA
7,1152468643,8/19/17 6:48,8/19/17 6:48,Android,US,Washington,Wenatchee,,female,35 - 44,1982,Very appropriate,"I think testing which way is most effective is good, however a little scary considering ramifications If those in the group with the less effective way gets more infections. But at least he is choosing to fix a problem rather than do nothing. Hopefully the better option will be apparent quickly and he can switch everyone to the same group.",Agree,Neither agree nor disagree,Agree,married,two,vocational_technical_college,self_employed,finance_and_insurance,white,lower_ii,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,1c5ecb8d-0610-4aa4-837f-b3f6bbdd1478
43,1159608118,8/19/17 6:47,8/19/17 6:48,Web,US,Alabama,Leeds,,female,25 - 34,1988,Very appropriate,because fair is fair,Neither disagree nor agree,Agree,Strongly agree,single,one,high_school,employed_for_wages,hotel_and_food_services,white,lower_ii,,,,,,,,,,,,
62,1169529789,8/19/17 6:48,8/19/17 6:48,iOS,US,Texas,Alice,AT&T,female,18 - 24,1993,Very appropriate,So people can be aware of the precautions they must take and be better informed,Strongly disagree,Strongly disagree,Agree,married,three,vocational_technical_college,homemaker,health_care_and_social_assistance,white,middle_ii,,,,,,,,,,,,97015D30-E08D-4BA5-9127-FFBACA6B7574
91,1186854042,8/21/17 18:30,8/21/17 18:30,Android,US,California,Los Angeles,Sprint,male,18 - 24,1999,Somewhat inappropriate,I don't know what to say,Disagree,Disagree,Agree,prefer_not_to_say,zero,middle_school,other,other,prefer_not_to_say,prefer_not_to_say,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,c483ab48-bd95-437c-960b-ce1f86b58c91
39,1195898611,8/19/17 6:47,8/19/17 6:48,iOS,US,Missouri,High Ridge,T-Mobile,female,25 - 34,1985,Somewhat inappropriate,Painful any uncomfortable,Agree,Agree,Neither disagree nor agree,married,one,postgraduate,employed_for_wages,health_care_and_social_assistance,asian,lower_i,,,,,,,,,,,,7C75ECA9-4DE3-4F3E-A760-E369D0AAF3E8
52,1195898611,8/19/17 6:48,8/19/17 6:48,iOS,US,Missouri,High Ridge,T-Mobile,female,25 - 34,1985,Very inappropriate,Painful with tubes,Strongly agree,Agree,Agree,married,one,postgraduate,employed_for_wages,health_care_and_social_assistance,asian,lower_i,,,,,,,,,,,,7C75ECA9-4DE3-4F3E-A760-E369D0AAF3E8
33,1205734420,8/19/17 6:36,8/19/17 6:37,iOS,US,Wisconsin,West Bend,Verizon,female,18 - 24,1995,Very appropriate,The doctor should explain what is happening to the pt. They should be able to reference it later as well,Strongly disagree,Disagree,Agree,living_with_partner,zero,high_school,student,health_care_and_social_assistance,white,lower_i,,,,,,,,,,,,4651E078-0DE0-450B-840D-62A47E0DC657
58,1206321661,8/19/17 6:48,8/19/17 6:48,iOS,US,Oregon,Hillsboro,Verizon,female,25 - 34,1992,Neither inappropriate nor appropriate,"I feel people are making the best decision for themselves, even if it might not be appropriate for others it might for them.",Strongly agree,Strongly agree,Strongly agree,living_with_partner,two,high_school,student,health_care_and_social_assistance,hispanic,middle_i,,,,,,,,,,,,7F68D373-EC0E-4B1D-B4E2-F2C8C56B14B2
2,1212621418,8/19/17 6:37,8/19/17 6:47,Android,US,New Hampshire,Greenville,Searching for Service,male,18 - 24,1994,Somewhat appropriate,"I chose this answer, because i agree that if it saves lives than it should be done. Medical technology has gone far in the past years and hospitals are becoming more sanitary therefore less infection.",Neither disagree nor agree,Neither disagree nor agree,Agree,single,zero,high_school,other,other,white,prefer_not_to_say,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,022f248f-af72-4971-aa9c-0bab81cb2f2b
1,1212621418,8/19/17 6:47,8/19/17 6:48,Android,US,New Hampshire,Greenville,Searching for Service,male,18 - 24,1994,Somewhat appropriate,It saves lives and medicine has gone far,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,single,zero,high_school,other,other,white,prefer_not_to_say,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,022f248f-af72-4971-aa9c-0bab81cb2f2b
0,1212621418,8/19/17 6:48,8/19/17 6:48,Android,US,New Hampshire,Greenville,Searching for Service,male,18 - 24,1994,Very appropriate,Medicine has come far so less chance of infection and it saves lives,Agree,Neither disagree nor agree,Neither disagree nor agree,single,zero,high_school,other,other,white,prefer_not_to_say,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,022f248f-af72-4971-aa9c-0bab81cb2f2b
7,1214743588,8/19/17 6:48,8/19/17 6:48,Android,US,Utah,Unknown,Unknown,female,25 - 34,1991,Somewhat appropriate,There were 2 different methods to test the theory leaving more options to see what would work.,Strongly agree,Agree,Neither disagree nor agree,married,three,high_school,employed_for_wages,other,white,lower_ii,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2519a3a5-58e8-4de1-b49d-9d730052df04
86,1225406064,8/19/17 6:56,8/19/17 6:57,Android,US,Unknown,Unknown,Home,female,25 - 34,1983,Somewhat inappropriate,"Each patient should be told directly, not by a poster.",Strongly agree,Agree,Agree,single,three,university,employed_for_wages,other,white,lower_i,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,beff297c-f925-45ff-8cf3-63a30eaa47aa
69,1251629401,8/19/17 6:56,8/19/17 6:58,Web,US,Hawaii,Waipahu,,male,25 - 34,1988,Neither appropriate nor inappropriate,"The prompt isn't explained clearly. I don't understand the differences. Are both groups being given the same procedure, but for one the doctor explains it and the other it is just on a wall to be read? I don't understand the significance of the ID and the poster.",Agree,Neither disagree nor agree,Agree,single,zero,vocational_technical_college,employed_for_wages,finance_and_insurance,asian,lower_ii,,,,,,,,,,,,
86,1260555727,8/19/17 7:06,8/19/17 7:06,iOS,US,Texas,Arlington,MetroPCS,female,18 - 24,1993,Very inappropriate,Hes not telling em what hes doing,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,living_with_partner,two,high_school,other,health_care_and_social_assistance,prefer_not_to_say,lower_i,,,,,,,,,,,,CB51F33C-5A05-474A-A84E-48027E8AA2A3
5,1268095386,8/19/17 7:05,8/19/17 7:05,iOS,US,Nebraska,Lincoln,U.S. Cellular,female,25 - 34,1991,Very inappropriate,It does not seem appropriate to expieremnt,Agree,Neither agree nor disagree,Agree,single,two,high_school,employed_for_wages,health_care_and_social_assistance,white,lower_i,,,,,,,,,,,,1AF9C24B-7142-45C2-94D4-DE8A125A3F03
8,1268095386,8/19/17 7:05,8/19/17 7:05,iOS,US,Nebraska,Lincoln,U.S. Cellular,female,25 - 34,1991,Very inappropriate,It's not right,Disagree,Disagree,Agree,single,two,high_school,employed_for_wages,health_care_and_social_assistance,white,lower_i,,,,,,,,,,,,1AF9C24B-7142-45C2-94D4-DE8A125A3F03
11,1269039668,8/19/17 7:06,8/19/17 7:06,iOS,US,California,Sylmar,T-Mobile,female,18 - 24,1996,Somewhat appropriate,Because I believe it's appropriate to take extra precaution,Strongly disagree,Neither disagree nor agree,Neither disagree nor agree,single,zero,vocational_technical_college,student,other,hispanic,prefer_not_to_say,,,,,,,,,,,,18B35E6A-B88E-4480-BE32-26CE847BC7C0
50,1277585305,8/19/17 6:50,8/19/17 6:50,Android,US,Texas,Austin,MetroPCS,female,18 - 24,1995,Neither inappropriate nor appropriate,Because That's How I Feel.,Agree,Disagree,Disagree,single,two,high_school,self_employed,unemployed,hispanic,lower_i,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,71bb58f7-d1f2-423f-934b-dc25bf15bcf6
9,1278905952,8/21/17 18:29,8/21/17 18:31,iOS,US,Washington,Seattle,T-Mobile,male,18 - 24,1998,Neither appropriate nor inappropriate,Idk i just wanted to choose that one and disnt realize that we were gone do a part on to explain yourself. What am i back in school or something,Agree,Neither disagree nor agree,Neither disagree nor agree,single,two,university,self_employed,legal_services,hispanic,lower_i,,,,,,,,,,,,140E8A3D-A5FC-4D9A-8F98-DD9416075A01
99,1307345139,8/19/17 7:08,8/19/17 7:09,Android,US,Washington,Federal Way,Sprint,female,18 - 24,1995,Very inappropriate,Shouldn't kill people,Disagree,Disagree,Disagree,single,zero,middle_school,unemployed_looking,retail,white,prefer_not_to_say,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,fd0c6796-80f2-47ea-8f3a-9567d91cf62c
83,1310340751,8/19/17 6:52,8/19/17 6:53,Android,US,North Carolina,Winston-Salem,Verizon Wireless,male,18 - 24,1998,Very inappropriate,Because I said so,Neither agree nor disagree,Agree,Neither agree nor disagree,living_with_partner,zero,high_school,unemployed_looking,agriculture_forestry_fishing_or_hunting,white,lower_ii,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,d453a84e-680e-419a-a861-b307b76def67
85,1319739835,8/19/17 6:47,8/19/17 6:47,Web,US,California,Los Angeles,,female,35 - 44,1980,Somewhat appropriate,sounds like vital informtion,Neither disagree nor agree,Disagree,Agree,single,zero,university,self_employed,arts_entertainment_or_recreation,black,middle_ii,,,,,,,,,,,,
73,1319739835,8/19/17 6:47,8/19/17 6:47,Web,US,California,Los Angeles,,female,35 - 44,1980,Neither inappropriate nor appropriate,"i'd have to see the poster, but it sounds like it might be vital information",Neither agree nor disagree,Disagree,Agree,single,zero,university,self_employed,arts_entertainment_or_recreation,black,middle_ii,,,,,,,,,,,,
40,1320900844,8/19/17 6:49,8/19/17 6:50,Android,US,California,Los Angeles,MetroPCS,female,25 - 34,1991,Very appropriate,Because the batch will be a reminder to follow the right steps,Agree,Agree,Agree,living_with_partner,four,high_school,other,other,hispanic,lower_ii,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,6928327a-a048-4b16-9f05-aa5eec477354
27,1324369887,8/19/17 6:44,8/19/17 6:46,Android,US,California,Los Angeles,,male,25 - 34,1983,Very appropriate,Safety is important there are a lot of mishaps when being treated in hospitals. Doctors stay awake for long periods and mistakes are made.,Neither disagree nor agree,Strongly disagree,Strongly agree,single,zero,high_school,employed_for_wages,retail,hispanic,lower_i,,,,,,,,,,,,
5,1337665329,8/19/17 6:35,8/19/17 6:37,Android,US,Ohio,Northfield,Boost Mobile,female,25 - 34,1990,Very appropriate,I choose that option because some people feel better not knowing and some feel better knowing I for one don't want to know all the bad that can happen in a procedure or testing unless it's a 55%+ chance of death.,Neither disagree nor agree,Neither disagree nor agree,Agree,living_with_partner,zero,high_school,unemployed_looking,health_care_and_social_assistance,white,lower_i,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0c63ba99-8cfc-4003-831e-0b90f49649de
37,1351519267,8/19/17 6:36,8/19/17 6:37,Android,US,Ohio,Cleveland,Unknown,male,35 - 44,1979,Very appropriate,The doctor oftens knows the best way of treatments.,Strongly agree,Strongly agree,Agree,single,one,high_school,unable_to_work,software,white,lower_ii,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,4c1d4208-a124-415b-8550-535355e1b687
77,1353973888,8/19/17 6:42,8/19/17 6:43,iOS,US,Georgia,Athens,Verizon,female,18 - 24,1998,Very inappropriate,I choose it because it's deadly as it stated and not that but the doctors get a new id after it's not fair,Neither disagree nor agree,Strongly agree,Agree,single,zero,high_school,employed_for_wages,hotel_and_food_services,black,middle_ii,,,,,,,,,,,,D48427A8-0EB3-4625-8307-BCE737D26E07
39,1360656202,8/19/17 6:37,8/19/17 6:38,Android,US,Arizona,Mesa,Verizon Wireless,female,25 - 34,1986,Somewhat appropriate,It seems appropriate to see the difference in what works better visually or to have it on them.,Neither disagree nor agree,Disagree,Strongly agree,married,one,high_school,homemaker,homemaker,white,lower_ii,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,79691062-6a56-466e-b636-d1de66d61f29
72,1362470681,8/19/17 7:10,8/19/17 7:12,Web,US,Maryland,Aberdeen,,male,14 - 17,2000,Neither inappropriate nor appropriate,"Im not a big believer of medicine, it has its ups and downs, it works and doesnt work at the same time.",Agree,Neither agree nor disagree,Neither agree nor disagree,prefer_not_to_say,zero,high_school,student,manufacturing_computer_and_electronics,prefer_not_to_say,prefer_not_to_say,,,,,,,,,,,,
7,1376250244,8/20/17 17:49,8/20/17 17:49,Android,US,Pennsylvania,Bloomsburg,Verizon Wireless,female,35 - 44,1976,Somewhat inappropriate,Sure,Strongly agree,Agree,Agree,married,four,high_school,homemaker,education,white,middle_i,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1158566f-9ba0-462f-9c2d-470eeded292c
33,1380702278,8/19/17 7:07,8/19/17 7:07,Android,US,Oklahoma,Unknown,Boost Mobile,female,25 - 34,1985,Somewhat appropriate,I feel like this would be appropriate because it would be a visual reminder to the staff to follow all procedures correctly. I also feel like it would be appropriate because patients would be able to look at it and make sure the staff was doing it correctly.,Agree,Neither agree nor disagree,Neither agree nor disagree,single,zero,university,unable_to_work,homemaker,white,lower_ii,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3fdac10d-c9b2-4f95-a2ac-61c6568f8307
27,1384590547,8/19/17 6:34,8/19/17 6:35,Android,US,Alabama,Arab,AT&T,female,25 - 34,1991,Very appropriate,Following proper hygiene should be a requirement and proper standards.,Strongly disagree,Strongly disagree,Strongly agree,living_with_partner,one,vocational_technical_college,homemaker,other,white,middle_i,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,34b97823-427e-444e-9db8-ee2b87e824f7
7,1385186836,8/19/17 6:39,8/19/17 6:40,iOS,US,Kansas,Wichita,Verizon,female,25 - 34,1988,Very appropriate,It would remind them to do their job correctly. I think safety posters are always useful,Strongly disagree,Strongly disagree,Strongly agree,living_with_partner,zero,vocational_technical_college,self_employed,arts_entertainment_or_recreation,white,middle_ii,,,,,,,,,,,,166ED0F3-D66B-4E6F-93CA-468DCC01611C
74,1385385139,8/19/17 6:48,8/19/17 6:48,iOS,US,Illinois,East Peoria,U.S. Cellular,female,18 - 24,1995,Very appropriate,It's good to be sure that they do everything they can to prevent infection.,Neither disagree nor agree,Strongly disagree,Neither disagree nor agree,single,zero,high_school,employed_for_wages,retail,white,lower_ii,,,,,,,,,,,,BF6E3795-B431-49E1-BAE9-AF0990F98DE3
61,1385385139,8/19/17 6:48,8/19/17 7:05,iOS,US,Illinois,East Peoria,U.S. Cellular,female,18 - 24,1995,Very appropriate,It's good so all patients can be aware of all precautions,Neither agree nor disagree,Disagree,Agree,single,zero,high_school,employed_for_wages,retail,white,lower_ii,,,,,,,,,,,,BF6E3795-B431-49E1-BAE9-AF0990F98DE3
55,1394080989,8/19/17 6:38,8/19/17 6:47,iOS,US,Texas,Unknown,cricket,female,35 - 44,1978,Somewhat appropriate,Because then people would know who knows how to do the surgery and they won't get any bacteria.,Strongly agree,Agree,Agree,married,four,middle_school,unable_to_work,other,latino,prefer_not_to_say,,,,,,,,,,,,98002A8B-983D-4561-83FE-8DABF2F68F51
58,1394080989,8/19/17 6:47,8/19/17 6:47,iOS,US,Texas,Unknown,cricket,female,35 - 44,1978,Somewhat appropriate,So the patient knows which doctor knows how to do the surgery and so the patient doesn't get any bacteria.,Strongly agree,Agree,Agree,married,four,middle_school,unable_to_work,other,latino,prefer_not_to_say,,,,,,,,,,,,98002A8B-983D-4561-83FE-8DABF2F68F51
67,1395117443,8/19/17 6:47,8/19/17 6:47,Web,US,Ohio,Blacklick,,male,35 - 44,1978,Neither inappropriate nor appropriate,i think either way the infections should be discussed to the person who you are going to give an iv to and them to understand that things could go wrong,Neither agree nor disagree,Strongly agree,Strongly agree,married,two,vocational_technical_college,self_employed,other,black,middle_i,,,,,,,,,,,,
67,1395117443,8/19/17 6:48,8/19/17 6:48,Web,US,Ohio,Blacklick,,male,35 - 44,1978,Neither appropriate nor inappropriate,i think that its innapropriate to do such without explaining the causeses,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,married,two,vocational_technical_college,self_employed,other,black,middle_i,,,,,,,,,,,,
92,1396739205,8/19/17 6:38,8/19/17 6:39,Android,US,Minnesota,Russell,Unknown,male,25 - 34,1988,Neither inappropriate nor appropriate,I really did not havve a reason to why I chose this option,Disagree,Neither agree nor disagree,Neither agree nor disagree,living_with_partner,zero,high_school,unemployed_looking,unemployed,white,lower_i,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,da9331f1-f4ca-47b9-ad4e-8e72d0856b4b
98,1397011912,8/19/17 6:39,8/19/17 6:41,Android,US,California,San Jacinto,MetroPCS,female,25 - 34,1988,Very inappropriate,I dont think plastic should be in anyones body,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,single,two,high_school,employed_for_wages,health_care_and_social_assistance,other,lower_ii,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,f7af8534-7b16-4d5c-be40-1680998dc58b
2,1399528048,8/19/17 6:41,8/19/17 6:43,Android,US,Louisiana,Leesville,Verizon Wireless,female,18 - 24,1995,Somewhat appropriate,"I think this is a good way to determine which way will provide better results. Ultimately, the doctors will not be putting the patient in direct harm and they won't be putting them in any more danger than they are already in. The only reason it isn't completely appropriate is because there is is better way to find out which way will be more effective than a test like this that is so lengthy.",Strongly agree,Strongly agree,Neither agree nor disagree,married,three,high_school,homemaker,homemaker,hispanic,lower_i,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,05a6e71c-4dc7-43c5-b376-9da46175f68f
16,1414804917,8/19/17 6:35,8/19/17 6:36,Android,US,Texas,Houston,Boost Mobile,male,18 - 24,1999,Very appropriate,The doctor's are always very professional,Strongly agree,Agree,Neither disagree nor agree,single,zero,high_school,self_employed,education,hispanic,lower_ii,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,2964dfe2-7e2e-4db5-b7cb-1c4e647fa7d1
98,1434256629,8/19/17 6:57,8/19/17 6:58,Web,US,Ohio,Willoughby,,female,25 - 34,1988,Very appropriate,A simple experiment thats not herting anyone and finding an anser to an issue is pretty convincing that hes doing somthing thats ok.,Strongly disagree,Strongly disagree,Strongly agree,living_with_partner,five,high_school,employed_for_wages,transportation_and_warehousing,white,lower_ii,,,,,,,,,,,,
24,1437529298,8/19/17 6:35,8/19/17 6:36,iOS,US,Pennsylvania,Sellersville,T-Mobile,female,35 - 44,1982,Very appropriate,It's important,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,single,one,vocational_technical_college,self_employed,education,white,middle_ii,,,,,,,,,,,,51DBD2BF-EE27-41C9-BF8A-BC3F67266C76
93,1456345895,8/19/17 6:37,8/19/17 6:39,Android,US,Texas,Unknown,AT&T,female,18 - 24,1995,Very appropriate,That seems like a really excellent idea because then if they get a little confused they can always look at their card and they won't be so anxious all the time.,Strongly agree,Agree,Agree,single,zero,university,employed_for_wages,retail,white,prefer_not_to_say,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,df756736-033f-44ed-84a4-161846a93743
36,1464698122,8/19/17 6:48,8/19/17 7:05,Android,US,California,Hayward,MetroPCS,female,18 - 24,1993,Somewhat inappropriate,It makes sense to me. Some rights aren't right.,Neither disagree nor agree,Neither disagree nor agree,Agree,prefer_not_to_say,three,high_school,other,hotel_and_food_services,multiracial,lower_i,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,68a31c44-9a5d-4471-94a2-16f9bdd15db9
57,1464715904,8/19/17 13:32,8/19/17 13:32,Android,US,Delaware,New Castle,T-Mobile,male,14 - 17,2000,Somewhat appropriate,I think the patients should know how the procedure goes.,Neither disagree nor agree,Neither disagree nor agree,Disagree,single,zero,high_school,student,student,other,prefer_not_to_say,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,974d39ff-47a7-450c-abc5-b5b711d39fdd
60,1468037649,8/19/17 7:06,8/19/17 7:06,Android,NG,Unknown,Unknown,MTN NG,male,25 - 34,1985,Somewhat appropriate,Treatment by looking at the precautions hanged on the wall can post difficulties.,Strongly agree,Strongly agree,Agree,married,four,high_school,self_employed,wholesale,black,lower_ii,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9cdf9520-e645-49e7-a95b-a5f431f267ca
74,1470595680,8/19/17 7:08,8/19/17 7:09,Android,US,Texas,Irving,T-Mobile,female,18 - 24,1995,Somewhat inappropriate,I believe that if your not 100% sure it will cure then why risk peoples lives,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,living_with_partner,zero,vocational_technical_college,unemployed_looking,health_care_and_social_assistance,hispanic,lower_i,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,ac2b62e7-8167-4676-b769-7c58cede66ba
44,1478752104,8/19/17 6:47,8/19/17 6:47,Android,US,Hawaii,Waipahu,T-Mobile,female,18 - 24,1998,Somewhat appropriate,I just think that if real needed then need to,Disagree,Neither disagree nor agree,Agree,married,two,high_school,employed_for_wages,other,asian,middle_i,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,80344b45-3aa1-44a8-9804-1e8e454bfa21
46,1478752104,8/19/17 6:48,8/19/17 6:48,Android,US,Hawaii,Waipahu,T-Mobile,female,18 - 24,1998,Somewhat appropriate,Good,Disagree,Disagree,Agree,married,two,high_school,employed_for_wages,other,asian,middle_i,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,80344b45-3aa1-44a8-9804-1e8e454bfa21
13,1481459783,8/19/17 6:48,8/19/17 6:49,Android,US,Oklahoma,Oklahoma City,MetroPCS,female,25 - 34,1983,Very inappropriate,He needs consent.,Neither disagree nor agree,Neither disagree nor agree,Agree,divorced,one,university,student,student,other,lower_i,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,23577dff-f987-483c-8dbc-d7fd177d4178
82,1481610342,8/19/17 7:05,8/19/17 7:06,Android,US,Illinois,Unknown,AT&T,female,45 - 54,1965,Neither inappropriate nor appropriate,Because it is a safety  thing. Not the directors  decision. I think any  dr or nurse would already no the procedures.,Neither agree nor disagree,Agree,Neither agree nor disagree,separated,five,high_school,employed_for_wages,other,white,lower_i,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,d3f437e7-4e2d-4064-a445-ca0fdac631f4
24,1481891579,8/19/17 6:47,8/19/17 6:48,Android,US,Michigan,Detroit,Boost Mobile,female,25 - 34,1989,Very appropriate,I think this would be a great idea. Mainly because it gureentees safe and precaution manor that things and or procedures are gone through successfully and safely.  Better safe than sorry seems to work pretty good.,Neither agree nor disagree,Agree,Agree,living_with_partner,one,high_school,unemployed_looking,unemployed,white,lower_i,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,38c9978e-5c96-4f09-ab82-babe1e524d41
93,1482772796,8/19/17 6:48,8/19/17 6:48,Android,US,Wisconsin,Milwaukee,MetroPCS,female,25 - 34,1983,Very inappropriate,because it is good to know who is treating you . Also it's a good idea to science.,Strongly agree,Strongly disagree,Strongly disagree,divorced,six_or_more,high_school,unemployed_not_looking,hotel_and_food_services,black,lower_i,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,eb5fbfea-e8e7-4c16-8d1a-9ab6035bc783
95,1482772796,8/19/17 6:48,8/19/17 6:49,Android,US,Wisconsin,Milwaukee,MetroPCS,female,25 - 34,1983,Very appropriate,"Its just a Good idea over all to read the ids and know who's working on you,  verses not knowing.",Strongly agree,Strongly disagree,Strongly agree,divorced,six_or_more,high_school,unemployed_not_looking,hotel_and_food_services,black,lower_i,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,eb5fbfea-e8e7-4c16-8d1a-9ab6035bc783
95,1482772796,8/19/17 6:49,8/19/17 6:49,Android,US,Wisconsin,Milwaukee,MetroPCS,female,25 - 34,1983,Very appropriate,Yes,Strongly disagree,Disagree,Disagree,divorced,six_or_more,high_school,unemployed_not_looking,hotel_and_food_services,black,lower_i,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,eb5fbfea-e8e7-4c16-8d1a-9ab6035bc783
49,1486115432,8/19/17 6:49,8/19/17 6:49,iOS,US,California,Baldwin Park,Sprint,female,25 - 34,1987,Somewhat appropriate,because he see very confortable with his decision,Agree,Strongly agree,Agree,married,three,high_school,unable_to_work,unemployed,hispanic,lower_i,,,,,,,,,,,,A764689B-E48D-471D-B461-EEA64C9E8E86
72,1486115432,8/19/17 7:05,8/19/17 7:05,iOS,US,California,Baldwin Park,Sprint,female,25 - 34,1987,Very appropriate,good,Strongly disagree,Agree,Agree,married,three,high_school,unable_to_work,unemployed,hispanic,lower_i,,,,,,,,,,,,A764689B-E48D-471D-B461-EEA64C9E8E86
125,1488815100,8/19/17 6:35,8/19/17 6:37,Android,US,Illinois,Chicago,MetroPCS,female,18 - 24,1996,Neither inappropriate nor appropriate,That's my opinion,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,living_with_partner,three,high_school,unemployed_not_looking,other,latino,high_iii,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ec29e8f7-9d86-4a28-8b09-e8715f776114
15,1493700991,8/19/17 6:48,8/19/17 6:48,Android,US,Michigan,Muskegon,Boost Mobile,male,35 - 44,1980,Very appropriate,Safety info prevents infection,Agree,Disagree,Neither disagree nor agree,married,two,high_school,unable_to_work,homemaker,white,lower_i,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,210d380b-e6d1-4af1-a38f-e95c4c9cac86
114,1498635596,8/19/17 6:49,8/19/17 6:51,Android,US,California,Huntington Park,Boost Mobile,female,25 - 34,1984,Very inappropriate,"I feel they should all do the procedure if it's written or on the wall just one way.  if best to have an experience dr. to help them out instead of reading it, just because the pressure can need your mind up",Neither agree nor disagree,Strongly agree,Agree,single,prefer_not_to_say,high_school,homemaker,other,prefer_not_to_say,prefer_not_to_say,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,c5fe9d3e-c44d-41fb-8832-dfe645f44c1e
