pid,cond,condLabel,dv,dv_binary,FreeResponse,ResponseId,God,Intuition,ScienceBelief,ScienceBelief_Reverse,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,IntuitionScore_ByHand,RepeatPollfishLabelCode,MarkedForExclusion,whoMarked,repeat_pollfish,reversal_pollfish,misunderstand_pollfish,nonsense_pollfish,pole_pollfish,poleOrderPollfish
403,ABL,bp_long,5,0,"it sounds like a double blind study, so that is what is needee to ensure quality control",1087443926,3,1,5,1,2,0,3,1,55,1,6,1,2,0,5,0,0,SA&WC,0,0,0,0,0.00,HiToLo
404,ABL,bp_long,5,0,It is just something I feel very strongly about since I was young,-2113247695,5,5,5,1,1,1,3,1,22,0,2,0,1,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
405,ABL,bp_long,5,0,"Ultimately in the end,  the key word is experiment. With this being the case,  the doctor was trying to gain knowledge.  As long as the patients gave consent to be part of the experiment and understood the risks,  there should be no issue.",1997467041,3,3,4,2,1,1,3,1,32,0,2,0,2,0,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
406,ABL,bp_long,5,0,Drs know best,-581393500,3,3,3,3,2,0,3,1,22,0,2,0,-1,0,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
407,ABL,bp_long,5,0,Because doctors should take every precaution necessary,-313395618,5,5,5,1,2,0,2,0,27,0,4,1,5,1,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
408,ABL,bp_long,1,1,Just didn't sound appropriate to have someone bear the responsibility.,-201057867,5,1,4,2,2,0,-1,0,52,1,6,1,1,0,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
409,ABL,bp_long,1,1,I chose that it was very inappropriate because not only are they choosing people randomly without permission but they are not letting them know because they're claiming to give them the same set of precautions,721800404,5,4,3,3,2,0,3,1,19,0,2,0,1,0,12,0,0,SA&WC,0,0,0,0,0.00,HiToLo
410,ABL,bp_long,1,1,I don't think they should experiment on people like that.,-544376444,5,1,1,5,2,0,2,0,34,1,3,0,1,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
411,ABL,bp_long,1,1,The doctor does not have the right to make that decision.,1005975716,5,4,3,3,2,0,3,1,26,0,3,0,3,0,12,0,0,SA&WC,0,0,0,0,0.00,HiToLo
412,ABL,bp_long,1,1,Because he should follow the normal procedure instead of doing his own.,-1803779063,5,4,3,3,2,0,3,1,22,0,2,0,2,0,12,0,0,SA&WC,0,0,0,0,0.00,HiToLo
413,ABL,bp_long,1,1,At some point it's very unethical when doctors keep information from patients that trusted them in them having the best treatment,-43618689,4,4,3,3,2,0,2,0,20,0,2,0,2,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
414,ABL,bp_long,1,1,Is a good anwser,-2065159419,4,4,4,2,2,0,2,0,34,1,2,0,1,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
415,ABL,bp_long,1,1,Its very inappropriate for a hospital director to get involved there are risks with every procedure you have in a hospital or a doctor's office,-329168790,1,1,5,1,2,0,3,1,24,0,2,0,1,0,3,0,0,SA&WC,0,0,0,0,0.00,HiToLo
416,ABL,bp_long,1,1,You should always have a consultation and everything explain to you and ask questions,-616647305,3,4,5,1,1,1,3,1,55,1,3,0,1,0,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
417,ABL,bp_long,1,1,I strongly agree,-638309902,1,1,1,5,1,1,3,1,45,1,2,0,1,0,7,1,0,SA&WC,1,0,0,0,0.00,HiToLo
418,ABL,bp_long,1,1,Because everyone should receive the same treatment,-638708866,4,4,3,3,2,0,3,1,30,0,2,0,2,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
419,ABL,bp_long,1,1,Don't think it's fair to do this without informing the patients beforehand.doctir doesn't seem very trustworthy or honest.the situation doesn't seem very professional.,1890110136,4,4,3,3,2,0,3,1,28,0,2,0,1,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
420,ABL,bp_long,1,1,I believe the badge should tell everything and it should be listed on the wall at the same time,858213226,3,3,1,5,2,0,1,0,37,1,2,0,4,1,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
421,ABL,bp_long,1,1,It sounds stupid,1123311981,3,2,3,3,2,0,5,0,23,0,2,0,1,0,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
422,ABL,bp_long,1,1,People shouldn't be put at risk,1547383872,5,4,4,2,2,0,3,1,37,1,2,0,2,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
423,ABL,bp_long,1,1,I don't think it's right that a doctor do that. Put people's lives at risk by not informing patients verbally themselves.,-93037061,3,4,3,3,2,0,2,0,45,1,2,0,2,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
424,ABS,bp_short,1,1,Because health and safety precautions. Need to be followed in the medical field.,-2018396615,5,5,3,3,2,0,3,1,32,0,2,0,3,0,13,0,0,SA&WC,0,0,0,0,0.00,LoToHi
425,ABS,bp_short,1,1,It does not seem appropriate to expieremnt,1268095386,4,3,4,2,2,0,3,1,26,0,2,0,1,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
426,ABS,bp_short,1,1,Patients should have a choice and know the risks before anything,-1695242470,1,2,4,2,2,0,3,1,23,0,2,0,2,0,5,0,0,SA&WC,0,0,0,0,0.00,LoToHi
427,ABS,bp_short,1,1,It's highly inappropriate because his patients have not been given informed consent.  You can't just run medical experiments without the patient nit knowing the possible pros and cons,-1278543523,5,3,2,4,2,0,3,1,46,1,4,1,3,0,12,0,0,SA&WC,0,0,0,0,0.00,LoToHi
428,ABS,bp_short,1,1,"It did not state that the patients were being told about this experiment. It seems they were giving a new dr instructions on a piece of paper, not properly training him. It all very inappropriate.",135494524,2,2,5,1,2,0,3,1,19,0,2,0,1,0,5,0,0,SA&WC,0,0,0,0,0.00,LoToHi
429,ABS,bp_short,1,1,"I feel it's not very safe nor clean, the doctors should consider the lives of others",2135548079,2,2,3,3,2,0,1,0,23,0,2,0,1,0,7,1,0,SA&WC,2,0,0,0,0.00,LoToHi
430,ABS,bp_short,1,1,He did not receive any consent from the patients,-2046317393,3,3,5,1,1,1,5,0,22,0,2,0,1,0,7,0,0,SA&WC,0,0,0,0,0.00,LoToHi
431,ABS,bp_short,1,1,It seems like he is not experienced and could risk other people life,767013446,4,4,5,1,2,0,2,0,27,0,6,1,1,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
432,ABS,bp_short,1,1,Patients are guinea pigs to be tested on without permission,-521247808,1,1,5,1,2,0,5,0,23,0,3,0,3,0,3,0,0,SA&WC,0,0,0,0,0.00,LoToHi
433,ABS,bp_short,1,1,I feel it is a good precaution to take for the doctors and patients.,-176380667,3,3,4,2,2,0,3,1,19,0,2,0,-1,0,8,0,1,SA&WC,0,1,0,0,1.00,LoToHi
434,ABS,bp_short,1,1,We all need our meds and the hospital gets paid for it,-309466857,4,4,4,2,2,0,3,1,24,0,2,0,1,0,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
435,ABS,bp_short,1,1,The safer you are the better the results will be.,-1762146627,1,4,3,3,2,0,3,1,19,0,2,0,1,0,8,0,0,SA&WC,0,0,0,0,0.00,LoToHi
436,ABS,bp_short,1,1,Both patients need to be told the precautions. Not just have them on the wall. For what.? They probably don't read it and it's better if a doctor explains to them. That's how patients are aware of the situation.,-1620743358,1,3,3,3,2,0,2,0,20,0,6,1,1,0,7,0,1,SA&WC,0,0,1,0,0.00,LoToHi
437,ABS,bp_short,1,1,"highly experimental, can cause death in surgeries with 90% success rates, more risk than help, doctors will rely on reading instructions and care for patients instead of memorizing the procedure which should be well known to ensure optimum health",746855844,4,2,5,1,2,0,3,1,19,0,2,0,-1,0,7,1,0,SA&WC,1,0,0,0,0.00,LoToHi
438,ABS,bp_short,1,1,"If some could be lethal, that's horrible.",-722091584,4,4,2,4,2,0,3,1,40,1,3,0,2,0,12,0,0,SA&WC,0,0,0,0,0.00,LoToHi
439,ABS,bp_short,1,1,A doctor knows best for the patient.  Also Is well trained and educated.,1523811268,2,2,2,4,2,0,3,1,35,1,3,0,1,0,8,0,0,SA&WC,0,0,0,0,0.00,LoToHi
440,ABS,bp_short,1,1,Because he can save lives but its deadly so what live is he saving since it can kill people anyways.,-1251192264,5,3,5,1,2,0,5,0,20,0,2,0,2,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
441,ABS,bp_short,1,1,I don't know,1917066638,4,4,3,3,2,0,3,1,46,1,2,0,3,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
442,ABS,bp_short,1,1,I have no idea,203377887,5,5,4,2,2,0,-1,0,27,0,3,0,-1,0,12,0,0,SA&WC,0,0,0,0,0.00,LoToHi
443,ABS,bp_short,1,1,Because the Dr.s main job is to do what's best for your health.,732928412,5,5,5,1,1,1,3,1,45,1,3,0,2,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
444,ABS,bp_short,1,1,Why be treated differently,213626081,3,5,4,2,2,0,3,1,41,1,2,0,2,0,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
445,ABS,bp_short,1,1,I just don't agree humans are not just any type of experiments and humans deserve nothing but the good health and not suffer,651006306,4,4,4,2,2,0,2,0,26,0,3,0,1,0,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
446,ABS,bp_short,1,1,The Dr. Doesn't seem to be taking the right precautions to make sure the patients survive. The Dr. Doesn't seem to care if they die of a deadly disease or not.,-902663790,4,4,3,3,2,0,3,1,30,0,4,1,2,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
447,ABS,bp_short,1,1,Shouldn't kill people,1307345139,2,2,2,4,2,0,3,1,22,0,1,0,-1,0,8,0,0,SA&WC,0,0,0,0,0.00,LoToHi
448,ABS,bp_short,5,0,Hey Rossy the weekend of the park in l 5dollar and the park in l l and of itself as well as a dejar salir and,-1520098149,1,1,2,4,2,0,2,0,23,0,6,1,-1,0,6,0,1,SA&WC,0,0,0,1,0.00,LoToHi
449,ABS,bp_short,5,0,"I think testing which way is most effective is good, however a little scary considering ramifications If those in the group with the less effective way gets more infections. But at least he is choosing to fix a problem rather than do nothing. Hopefully the better option will be apparent quickly and he can switch everyone to the same group.",1152468643,4,3,4,2,2,0,3,1,35,1,3,0,2,0,9,1,0,SA&WC,1,0,0,0,0.00,LoToHi
450,ABS,bp_short,5,0,"I think that if there are two possible ways to help, you have to try both options with a large enough group to determine your findings substantial.",2094062422,2,1,5,1,2,0,3,1,31,0,2,0,2,0,4,0,0,SA&WC,0,0,0,0,0.00,LoToHi
451,ABS,bp_short,5,0,Safety of patients nd staff is always important an medical laws an rules need to be taking seriously,-1429743666,5,5,5,1,2,0,3,1,27,0,2,0,-1,0,11,1,0,SA&WC,1,0,0,0,0.00,LoToHi
452,ABS,bp_short,5,0,Because it's their job to help whatever sickness you have,-1400349558,2,5,3,3,2,0,2,0,50,1,1,0,4,1,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
453,ABS,bp_short,5,0,It's teue,730335283,5,4,3,3,1,1,2,0,29,0,2,0,-1,0,12,0,0,SA&WC,0,0,0,0,0.00,LoToHi
454,ABS,bp_short,5,0,So I know,-1678405413,4,5,5,1,1,1,4,0,45,1,3,0,4,1,10,1,0,SA&WC,2,0,0,0,0.00,LoToHi
455,ABS,bp_short,5,0,Because when he was explaining its he was explain of how the healthcare is.,445403355,5,5,5,1,2,0,4,0,27,0,2,0,1,0,11,1,0,SA&WC,1,0,0,0,0.00,LoToHi
456,ABS,bp_short,5,0,i just didb,-1952576496,4,4,3,3,2,0,3,1,25,0,2,0,1,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
457,ABS,bp_short,5,0,When my family were in the hospital and nurse put the tube into my family vein. They did it correctly and they just doing their job.,1973560108,4,4,3,3,2,0,3,1,19,0,2,0,1,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
458,ABS,bp_short,5,0,It's Doctors responsibility to display the instructions to the patients.,-1412767066,2,4,3,3,2,0,4,0,32,0,6,1,-1,0,9,0,1,SA&WC,0,0,1,0,0.00,LoToHi
459,ABS,bp_short,5,0,"simply in this difficult situation some heavy decision should be made,maybe e don't like but sill if it can save life why not",-1323711961,4,4,5,1,1,1,3,1,41,1,4,1,6,1,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
460,ABS,bp_short,5,0,Lives saved,849020046,2,2,5,1,2,0,2,0,47,1,2,0,2,0,5,0,0,SA&WC,0,0,0,0,0.00,LoToHi
461,ABS,bp_short,5,0,Because it will show if printing the instructions on a poster is more helpful than on the back of the badge. It also shows if the doctor really knows what hes doing.,-753266978,2,2,5,1,2,0,3,1,18,0,2,0,1,0,5,0,0,SA&WC,0,0,0,0,0.00,LoToHi
462,ABS,bp_short,5,0,No,85677795,4,4,4,2,2,0,2,0,32,0,3,0,-1,0,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
463,ABS,bp_short,5,0,"Its just a Good idea over all to read the ids and know who's working on you,  verses not knowing.",1482772796,5,1,5,1,2,0,1,0,34,1,2,0,1,0,7,1,0,SA&WC,2,0,0,0,0.00,LoToHi
464,ABS,bp_short,5,0,"You are seeing what method will remind the tech of the safety procedures.  I just am not sure how you will evaluate your results of the experiment, but either way, you are trying to get the techs to follow safety protocol, which is always a good idea.",-1689129203,3,2,5,1,2,0,3,1,39,1,4,1,2,0,6,0,0,SA&WC,0,0,0,0,0.00,LoToHi
465,ABS,bp_short,2,1,"Everyone needs to know all the risks, but if both are just written down they may not be read. They need to be verbally given as well.",317783463,5,4,3,3,2,0,3,1,36,1,2,0,2,0,12,0,1,SA&WC,0,0,1,0,0.00,LoToHi
466,ABS,bp_short,2,1,Because i think the director should of chose some one with more expierience.,762644868,3,2,4,2,2,0,3,1,21,0,2,0,1,0,7,0,0,SA&WC,0,0,0,0,0.00,LoToHi
467,ABS,bp_short,2,1,The doctor should be trained specifically to do the procedure with practice.,1521719443,3,3,4,2,2,0,3,1,21,0,3,0,1,0,8,0,0,SA&WC,0,0,0,0,0.00,LoToHi
468,ABS,bp_short,2,1,Bc ok,1062803005,4,4,4,2,2,0,2,0,32,0,1,0,-1,0,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
469,ABS,bp_short,2,1,Because he should do both,-1620359843,5,5,4,2,2,0,3,1,21,0,3,0,1,0,12,0,0,SA&WC,0,0,0,0,0.00,LoToHi
470,ABS,bp_short,2,1,I don't think it's fair to the patients that suffer,289187979,3,3,4,2,2,0,3,1,24,0,2,0,3,0,8,0,0,SA&WC,0,0,0,0,0.00,LoToHi
471,ABS,bp_short,2,1,It is a good way to find out which way works and gets followed.,-1229240415,5,5,3,3,2,0,3,1,46,1,2,0,1,0,13,0,0,SA&WC,0,0,0,0,0.00,LoToHi
472,ABS,bp_short,2,1,"Safety measure is not something to be taken lightly in a hospital setting, you don't use a poorly thought out experiment to develop standards like this",-602979025,2,2,3,3,2,0,3,1,33,0,4,1,3,0,7,0,0,SA&WC,0,0,0,0,0.00,LoToHi
473,ABS,bp_short,2,1,If it leads to infection and it is simply listed on a wall most won't read the wall and those that listen to the doctor would probably only listen to every other word,-1455888994,3,2,3,3,2,0,2,0,21,0,6,1,1,0,8,0,1,SA&WC,0,0,1,0,0.00,LoToHi
474,ABS,bp_short,2,1,Because I think that you can help.but we don't know of your goin to get an infection,-836257546,3,4,1,5,1,1,2,0,20,0,6,1,1,0,12,1,0,SA&WC,1,0,0,0,0.00,LoToHi
475,ABS,bp_short,2,1,"Because no matter the color, age, whatever that everyone deserves and should be treated equally and all have the same opportunities to live!!",-1182807275,4,3,4,2,2,0,3,1,33,0,4,1,3,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
476,ABS,bp_short,2,1,"I feel as though all the patients should be able to see the precautions. If not all can see them, then not all will know if the doctors are taking all the precatious.",-506178596,5,3,4,2,2,0,3,1,18,0,2,0,1,0,10,0,1,SA&WC,0,0,1,0,0.00,LoToHi
477,ABS,bp_short,2,1,It just seems as though seeing either one of these things would make a patient feel uncomfortable. It might question a doctor's knowledge if seeing this. It also might raise concerns of infection in the patient's mind that they might not have given thought to or worried about before.,-793294783,2,4,3,3,1,1,3,1,35,1,3,0,3,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
478,ABS,bp_short,2,1,People are not guina pigs.,-747383365,2,4,5,1,2,0,3,1,51,1,2,0,1,0,7,1,0,SA&WC,1,0,0,0,0.00,LoToHi
479,ABS,bp_short,2,1,Patients should know the procedures,548163348,3,3,4,2,2,0,2,0,24,0,3,0,1,0,8,1,0,SA&WC,2,0,0,0,0.00,LoToHi
480,ABS,bp_short,2,1,Becauasevi don't feel it is tight,8508217,3,3,4,2,2,0,3,1,34,1,6,1,2,0,8,0,0,SA&WC,0,0,0,0,0.00,LoToHi
481,ABS,bp_short,2,1,Because why is it fair one group is treated differently.,-1432211149,5,3,3,3,2,0,3,1,19,0,2,0,2,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
482,ABS,bp_short,2,1,I chose this because it's kinda of inappropriate to me.,1860049817,3,3,4,2,2,0,5,0,36,1,4,1,1,0,8,0,0,SA&WC,0,0,0,0,0.00,LoToHi
483,ABS,bp_short,2,1,People's lives are at risk,1577262525,4,3,4,2,2,0,3,1,21,0,2,0,1,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
484,ABS,bp_short,2,1,I think it should be the same for all.,-1140651053,4,2,5,1,2,0,2,0,36,1,3,0,1,0,7,0,0,SA&WC,0,0,0,0,0.00,LoToHi
485,ABS,bp_short,2,1,I confused,232723093,3,5,5,1,2,0,2,0,24,0,4,1,5,1,9,1,1,SA&WC,1,0,1,0,0.00,LoToHi
486,ABS,bp_short,2,1,I believe the doctor will take precaution as well by giving the instructions,-609069298,5,5,5,1,2,0,2,0,19,0,2,0,1,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
487,ABS,bp_short,2,1,Cause I could,-1857303336,5,5,5,1,1,1,5,0,20,0,6,1,-1,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
488,ABS,bp_short,2,1,I just feel that it's not right.  I would never dio it knowing it could possibly kill me.  Use it on someone willing to try it. Don't hide the facts,-1978141334,2,2,3,3,2,0,3,1,24,0,2,0,1,0,7,1,0,SA&WC,1,0,0,0,0.00,LoToHi
489,ABS,bp_short,2,1,The patient will be able to see and read it.,-1021786404,5,1,4,2,2,0,1,0,48,1,3,0,1,0,8,0,1,SA&WC,0,0,1,0,0.00,LoToHi
490,ABS,bp_short,4,0,I think its a good way to find a better procedure,-1533181846,1,1,5,1,2,0,3,1,49,1,2,0,1,0,3,0,0,SA&WC,0,0,0,0,0.00,LoToHi
491,ABS,bp_short,4,0,"I can see where the dr is coming from, by hanging precautions on the wall the dr will know the patient is very aware of the hazards and will be more careful to prevent infections.",1915360640,3,4,4,2,2,0,3,1,20,0,3,0,1,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
492,ABS,bp_short,4,0,Because the majority could be beat by just a couple people and would not be a fair acknowledgement of the situation.,894996940,3,2,5,1,2,0,2,0,22,0,2,0,1,0,6,1,0,SA&WC,1,0,0,0,0.00,LoToHi
493,ABS,bp_short,4,0,because he see very confortable with his decision,1486115432,4,5,4,2,2,0,2,0,30,0,2,0,1,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
494,ABS,bp_short,4,0,The precautions are listed in one scenerio. It's good to have different approaches.,530446038,3,4,3,3,2,0,3,1,20,0,2,0,1,0,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
495,ABS,bp_short,4,0,Because the signs need to be in every room you never know where your going to be when you need to insert one,980613795,3,4,5,1,2,0,3,1,20,0,2,0,2,0,8,1,0,SA&WC,1,0,0,0,0.00,LoToHi
496,ABS,bp_short,4,0,it's appropriate because everyone needs to be safe and healthy,-745808986,4,4,4,2,2,0,2,0,20,0,2,0,4,1,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
497,ABS,bp_short,4,0,It is not ethical for healthcare professionals to knowingly put their patients in harms way. If these patients develop infections they could suffer complications or even die from sepsis. This facility could use evidence based practice and implement standards precautions or provide more training to its employees. It was also not stated if the patients consented to be part of this experiment. If they did not this is definitely not ethically or morally right.,-1039687677,5,1,5,1,2,0,3,1,24,0,3,0,2,0,7,1,0,SA&WC,3,0.00,0,0,0.00,LoToHi
498,ABS,bp_short,4,0,Basically safety issues,1605447576,4,4,4,2,1,1,2,0,55,1,4,1,2,0,10,1,0,SA&WC,1,0,0,0,0.00,LoToHi
499,ABS,bp_short,4,0,I dont know,-720169116,4,4,5,1,2,0,3,1,25,0,2,0,1,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
500,ABS,bp_short,4,0,Doing everything they can to be safe and help others.,602782975,4,3,4,2,2,0,3,1,35,1,2,0,1,0,9,1,0,SA&WC,1,0,0,0,0.00,LoToHi
501,ABS,bp_short,3,0,I agree not disagree as I am unsure which would be the safest. It makes me think of these people as lab rats,1621351969,1,2,3,3,2,0,3,1,22,0,2,0,1,0,6,0,0,SA&WC,0,0,0,0,0.00,LoToHi
502,ABS,bp_short,3,0,I don't think of it as being positive or negative. I don't feel as it's appropriate or inappropriate. I think it is a good test to see what people pay attention to. I think it's a good study.,-371567921,3,4,4,2,2,0,3,1,22,0,2,0,2,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
503,ABS,bp_short,3,0,Either option works. As long as the doctors are trained correctly.,-1348853279,3,3,3,3,2,0,3,1,35,1,2,0,2,0,9,1,0,SA&WC,1,0,0,0,0.00,LoToHi
504,ABS,bp_short,3,0,Making a list on a badge Id and one on a wall has nothing to do with what the main subject,-1194561710,4,2,2,4,2,0,2,0,40,1,1,0,1,0,10,1,0,SA&WC,1,0,0,0,0.00,LoToHi
505,ABS,bp_short,3,0,Experimental testing needs to be done for medical progression.,-2022555009,4,3,5,1,2,0,2,0,31,0,2,0,2,0,8,0,0,SA&WC,0,0,0,0,0.00,LoToHi
506,ABS,bp_short,3,0,I really don't know,844655469,3,3,3,3,2,0,1,0,19,0,2,0,-1,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
507,ABS,bp_short,3,0,I didnt think it was about anyone being inappropiate,-535029071,4,4,4,2,2,0,3,1,51,1,6,1,2,0,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
508,ABS,bp_short,3,0,either way people are at risks,-52671598,5,4,4,2,2,0,2,0,19,0,2,0,1,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
509,ABS,bp_short,3,0,Because he should make the decision but maybe with some peers,-394766620,5,4,4,2,2,0,3,1,31,0,4,1,-1,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
510,ABS,bp_short,3,0,If the patient understands the risks of the treatment then it is not wrong.,-207092119,4,3,5,1,2,0,3,1,21,0,2,0,1,0,8,0,0,SA&WC,0,0,0,0,0.00,LoToHi
511,ABS,bp_short,3,0,It depend to the patience and the doctor decision.,-683897397,4,2,4,2,2,0,4,0,44,1,2,0,1,0,8,0,0,SA&WC,0,0,0,0,0.00,LoToHi
512,ABS,bp_short,3,0,Because he still told people the risk and was up to them to take precaution,173645417,4,2,4,2,2,0,2,0,22,0,3,0,1,0,8,0,0,SA&WC,0,0,0,0,0.00,LoToHi
513,ABS,bp_short,3,0,Because does it really need to be on humans first,-315409041,3,3,2,4,2,0,2,0,19,0,2,0,-1,0,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
514,ABS,bp_short,3,0,I just told you why damn,-1041424098,2,3,5,1,2,0,5,0,18,0,2,0,-1,0,6,0,1,SA&WC,0,0,0,1,0.00,LoToHi
515,ABS,bp_short,3,0,it doesn't make sense to me,1720707131,3,5,3,3,2,0,2,0,49,1,2,0,2,0,11,0,1,SA&WC,0,0,1,0,0.00,LoToHi
516,ABS,bp_short,3,0,i think either way the infections should be discussed to the person who you are going to give an iv to and them to understand that things could go wrong,1395117443,3,5,5,1,1,1,1,0,39,1,3,0,3,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
517,ABS,bp_short,3,0,Because im not a big fan,363518017,3,4,4,2,2,0,3,1,21,0,2,0,1,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
518,ABS,bp_short,3,0,I would do it,-1340162772,3,3,3,3,2,0,3,1,55,1,2,0,1,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
519,ABS,bp_short,3,0,It depends the situation,1718588356,4,4,4,2,2,0,3,1,27,0,2,0,2,0,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
520,ABS,bp_short,3,0,Same results mo,-747927691,5,2,4,2,1,1,5,0,16,0,1,0,-1,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
521,ABS,bp_short,3,0,The dr should have to explain any procedure done and the precautions etc,483054316,5,5,4,2,1,1,3,1,21,0,2,0,2,0,12,1,0,SA&WC,1,0,0,0,0.00,LoToHi
522,ABS,bp_short,3,0,As long as theres concent its okay,-57172443,2,4,3,3,2,0,2,0,18,0,2,0,2,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
523,ABS,bp_short,3,0,To each his own.some may like it others not,-2074712417,1,1,4,2,2,0,3,1,51,1,3,0,1,0,4,0,0,SA&WC,0,0,0,0,0.00,LoToHi
524,ABS,bp_short,3,0,IDK,-2084272841,1,1,1,5,2,0,3,1,45,1,2,0,1,0,7,0,0,SA&WC,0,0,0,0,0.00,HiToLo
525,ABS,bp_short,3,0,I chose this answer because neither seem inappropriate or appropriate because the patients can still read the precautions.,-591705392,4,5,4,2,2,0,3,1,23,0,2,0,1,0,11,1,1,SA&WC,1,0,1,0,0.00,HiToLo
526,ABS,bp_short,3,0,Because it's the way I feel,-1056605997,4,4,4,2,2,0,3,1,23,0,2,0,1,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
527,ABS,bp_short,3,0,Both options have their pros and cons,1667105650,5,4,3,3,2,0,3,1,25,0,2,0,2,0,12,0,0,SA&WC,0,0,0,0,0.00,HiToLo
528,ABS,bp_short,3,0,I didn't think he was inappropriate or appropriate at all,68589235,5,4,3,3,2,0,2,0,23,0,2,0,-1,0,12,0,0,SA&WC,0,0,0,0,0.00,HiToLo
529,ABS,bp_short,3,0,Depends on the situation.,-1314199673,3,2,5,1,2,0,3,1,27,0,2,0,1,0,6,1,0,SA&WC,1,0,0,0,0.00,HiToLo
530,ABS,bp_short,3,0,Well I pic that answers because all the doctors do that like went you are on a hospital you need to wait like In a room and if you're going to donate something like blood pressure o don't know you need to be in a room,-836257546,5,3,3,3,1,1,2,0,20,0,6,1,1,0,11,1,0,SA&WC,3,0,0,0,0.00,HiToLo
531,ABS,bp_short,3,0,"Because I think making the doctor learn the precautions with another method other than just printing them in visible places should be put into action. While the badge would probably be more easily looked at, both options don't seem ideal",426723116,4,2,4,2,2,0,3,1,20,0,2,0,1,0,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
532,ABS,bp_short,3,0,Talk to patients let them decide,-413431968,5,4,3,3,2,0,2,0,25,0,2,0,3,0,12,0,0,SA&WC,0,0,0,0,0.00,HiToLo
533,ABS,bp_short,3,0,Doctors should be held to the same standards. All patients school be giving the same rules,590776591,5,3,3,3,2,0,3,1,26,0,2,0,1,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
534,ABS,bp_short,3,0,i think that its innapropriate to do such without explaining the causeses,1395117443,3,3,3,3,1,1,1,0,39,1,3,0,3,0,9,1,0,SA&WC,1,0,0,0,0.00,HiToLo
