pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,MarkedForExclusion,whoMarked,repeat_pollfish,reversal_pollfish,misunderstand_pollfish,nonsense_pollfish,pole_pollfish,poleOrderPollfish,Misunderstand,IrrelUnclearOther
416,A,Drug.A,3,0,Food,3,-482633516,male,1,black,0,22,0,high_school,0,lower_ii,0,1,SA&WC,0,0,0,1,fixed,LoToHi,,
417,A,Drug.A,3,0,"If both medications are equally effective, affordable and have similar side effects that it really doesn't matter which drug is prescribed except prescribing the same one such as drug A every time helps the dr keep track of the drug",140,42000896,female,0,white,1,37,1,middle_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
418,A,Drug.A,2,1,People gaining what. Obesity,41,1659659890,male,1,white,1,42,1,high_school,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
419,A,Drug.A,1,1,"If they're both going to provide the same affect with minimal side affects, it doesn't matter what is prescribed. Also they're both affordable.",93,332303918,male,1,multiracial,0,35,1,university,1,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
420,A,Drug.A,5,0,Because he is a doctor so he should know the benefits of both drugs,28,-216390313,male,1,white,1,22,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
421,A,Drug.A,5,0,Because he can prescribe either medication.,15,-1616875793,female,0,white,1,28,0,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
422,A,Drug.A,5,0,Be I'm me,12,1288990028,male,1,black,0,26,0,high_school,0,lower_i,0,1,SA&WC,0,0,0,1,fixed,LoToHi,,
423,A,Drug.A,2,1,I’m not sure just feel if,18,1049700641,female,0,hispanic,0,41,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
424,A,Drug.A,2,1,no input,8,-1944910709,male,1,white,1,34,1,postgraduate,1,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
425,A,Drug.A,3,0,Not good,11,-1187341035,female,0,black,0,28,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
426,A,Drug.A,1,1,Because he shows he cares for people's health.  I think he would make a good doctor.,92,2037415806,female,0,white,1,48,1,high_school,0,lower_i,0,1,SA&WC,0,1,0,0,fixed,LoToHi,,
427,A,Drug.A,5,0,Doctor  has great opinion,51,1970627616,female,0,white,1,34,1,university,1,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
428,A,Drug.A,5,0,The statement says that the patients can have A or B so it don't matter which one he gives.,45,138434472,female,0,black,0,30,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
429,A,Drug.A,1,1,Because drug A is most likely a name brand and he the doctor is being paid off to push their medicine.,51,-1069205091,female,0,latino,0,56,1,vocational_technical_college,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
430,A,Drug.A,3,0,It seems it is a good drug,21,-2086081683,male,1,white,1,41,1,university,1,high_i,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
431,A,Drug.A,1,1,"If they both do the same thing, why does it matter?",21,625354192,male,1,white,1,24,0,high_school,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
432,A,Drug.A,4,0,I don’t know tbh,14,-753185438,male,1,hispanic,0,32,0,university,1,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
433,A,Drug.A,1,1,It's very important to choose the right medication for your illness.,30,-1100534360,male,1,white,1,31,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
434,A,Drug.A,3,0,He the doctor,15,-196905358,female,0,white,1,41,1,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
435,A,Drug.A,3,0,It sounds like both options work about the same.,31,269687079,male,1,white,1,40,1,university,1,high_i,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
436,A,Drug.A,5,0,Because it stated some doctors choose drug a while others choose drug b for their patients. So if doctor jones chooses drug a they must think that is the better one,64,-1868283145,female,0,white,1,26,0,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
437,A,Drug.A,5,0,Because that’s the way it should be,13,-1089890213,female,0,latino,0,22,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
438,A,Drug.A,4,0,Because all medications contains drug and I think is nothing wrong wit it if it’s for a good,138,1579493653,female,0,hispanic,0,25,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
439,A,Drug.A,3,0,I am not sure,9,-1716676795,female,0,white,1,33,0,university,1,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
440,A,Drug.A,1,1,Don’t forget,6,1318393203,male,1,white,1,55,1,high_school,0,lower_ii,0,1,SA&WC,0,0,0,1,fixed,LoToHi,,
441,A,Drug.A,3,0,Cause sometimes life doesn’t matter,21,-490070567,female,0,white,1,46,1,high_school,0,prefer_not_to_say,,1,SA&WC,0,0,0,1,fixed,LoToHi,,
442,A,Drug.A,1,1,Because drugs is very dangerous even if it can treat high blood pressure it can’destroy many other things in your body so this is innapropiriate for a doctor to use drugs for treatment,83,638599690,female,0,black,0,25,0,high_school,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
443,A,Drug.A,4,0,If both options are safe and approved the doctor is going by what he knows about the drug and is using his knowledge to help his patients,65,-303566945,female,0,white,1,50,1,vocational_technical_college,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
444,A,Drug.A,2,1,Hey good,9,-1895550870,male,1,asian,0,33,0,postgraduate,1,lower_i,0,1,SA&WC,0,0,0,1,fixed,LoToHi,,
445,A,Drug.A,4,0,Nothing,4,146487821,male,1,white,1,23,0,university,1,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
446,A,Drug.A,5,0,If the patient happens to get Jones then they should go with what he prescribed. If they are unhappy say they’d rather wait for the other doctor.,36,-2117777801,male,1,white,1,29,0,vocational_technical_college,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
447,A,Drug.A,5,0,Drug A is user friendly with few side effects and works well.,39,-1797934437,male,1,white,1,48,1,university,1,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
448,A,Drug.A,4,0,It seemed like there was no difference between the two.,14,1969614568,female,0,white,1,24,0,postgraduate,1,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
449,A,Drug.A,2,1,nope,6,-907770180,male,1,white,1,30,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
450,A,Drug.A,3,0,just depends,8,152316351,male,1,white,1,30,0,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
451,A,Drug.A,4,0,Because as a doctor he is making the right decision to insure his patients get the right care.,36,-715514751,female,0,white,1,27,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
452,A,Drug.A,3,0,i really have never abused drugs so i dont know what it would be like for someone on them,21,1099885633,male,1,white,1,28,0,university,1,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
453,A,Drug.A,4,0,"Since both medications due what they are supposed to with little side effect, I think the doctor did the right thing",76,-1086018290,male,1,black,0,58,1,vocational_technical_college,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
454,A,Drug.A,1,1,because it's my opinion about what I read,119,1465348816,male,1,white,1,33,0,university,1,high_i,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
455,A,Drug.A,3,0,Because there was still no difference between drug A and drug B,21,-526839962,male,1,white,1,34,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
456,A,Drug.A,4,0,"Because other Dr are also prescribing it, it haa tolerable side effects and its also affordable",48,1108425637,female,0,hispanic,0,26,0,vocational_technical_college,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
457,A,Drug.A,2,1,Drs choice what to prescribe but patient should know other options,72,239807360,female,0,white,1,54,1,university,1,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
458,A,Drug.A,3,0,"If both drug choices are equivalent, either choice will benefit in the same way to the patient.",53,1465346772,female,0,white,1,19,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
459,A,Drug.A,4,0,Coz I like,14,-1886204825,male,1,asian,0,26,0,university,1,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
460,A,Drug.A,3,0,I would like to know why he chose drug A. And how do the side effects compare to drug B.,217,-352998647,male,1,multiracial,0,49,1,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
461,A,Drug.A,1,1,Cool,3,764770011,female,0,black,0,24,0,vocational_technical_college,0,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
462,A,Drug.A,5,0,Drug appropriate for condition of patient,32,1732719531,female,0,asian,0,65,1,vocational_technical_college,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
463,A,Drug.A,5,0,Good,12,16027017,female,0,black,0,36,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
464,A,Drug.A,4,0,It seemed appropriate,13,1411481344,female,0,other,0,22,0,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
465,A,Drug.A,3,0,Bull slit,14,-113183403,male,1,white,1,61,1,high_school,0,middle_i,0,1,SA&WC,0,0,0,1,fixed,LoToHi,,
466,A,Drug.A,3,0,No drug should be legal unless it helps with someone's health,32,504060829,male,1,white,1,33,0,high_school,0,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
467,A,Drug.A,3,0,Cause I just did,21,2012395698,female,0,white,1,54,1,high_school,0,lower_i,0,1,SA&WC,0,0,0,1,fixed,LoToHi,,
468,A,Drug.A,3,0,It depends what prescription b is as far as whether prescription a is the appropriate decision or not,29,832480512,female,0,white,1,31,0,university,1,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
469,A,Drug.A,4,0,Everyone should get the medicine they need,40,97762094,female,0,hispanic,0,22,0,university,1,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
470,A,Drug.A,1,1,Its not right and so not fair,20,1821946977,male,1,white,1,24,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
471,A,Drug.A,4,0,The patients should have labs done and then the decision on which medication should be prescribed can be addressed.,76,65421476,female,0,other,0,34,1,university,1,high_i,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
472,A,Drug.A,4,0,It makes alot of sense and I like it.,20,2124332452,female,0,white,1,40,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
473,A,Drug.A,2,1,God Is My Answer,14,408202686,male,1,latino,0,22,0,vocational_technical_college,0,high_ii,1,1,SA&WC,0,0,0,1,fixed,LoToHi,,
474,A,Drug.A,4,0,If the side effects are about the same it should be fine. If the cost is about the same it does not make a huge difference,77,433467406,female,0,white,1,55,1,high_school,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
475,A,Drug.A,2,1,Gust though it was a good choices,31,1513813471,male,1,white,1,43,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
476,A,Drug.A,2,1,d'not like,45,1913024595,female,0,latino,0,27,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
477,A,Drug.A,3,0,I really don't know. Imaybe it depends on the peeson whose taking medications.,48,1924478380,female,0,asian,0,31,0,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
478,A,Drug.A,3,0,don't know him,19,-998772992,female,0,white,1,30,0,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
479,A,Drug.A,5,0,Best drug offere,35,-262730212,female,0,arab,0,23,0,middle_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
480,B,Drug.B,5,0,Both medications are the same. This story doesn't give enough info to make an accurate choice.,39,-340275642,female,0,white,1,35,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
481,B,Drug.B,3,0,Some Dr's prefer one drug over another because they have seen it work better.,44,-1161235449,female,0,white,1,44,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
482,B,Drug.B,5,0,Good lab,9,540472523,male,1,asian,0,63,1,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
483,B,Drug.B,4,0,Either of the options would work for the patients.,23,-1236776771,male,1,white,1,23,0,university,1,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
484,B,Drug.B,5,0,Because he is a very good person and I don’t forget that he was going to call me back,49,1075221875,male,1,arab,0,43,1,high_school,0,lower_i,0,1,SA&WC,0,0,0,1,reverse,HiToLo,,
485,B,Drug.B,5,0,He made a good decision.,13,-177491936,male,1,white,1,24,0,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
486,B,Drug.B,3,0,Because it's his opinion as to which medicine should be used.,22,-1905485118,female,0,white,1,45,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
487,B,Drug.B,5,0,He thinks its the best for that person that is seeing him,32,-1824015108,female,0,white,1,20,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
488,B,Drug.B,3,0,Not sure,34,-1631454513,male,1,white,1,38,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
489,B,Drug.B,4,0,I'm not really sure what side affects each medication has or what the medications are to make a clear choice.,32,599367582,female,0,black,0,25,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
490,B,Drug.B,3,0,Not sure don’t have an opinion there,7,-1468993908,female,0,white,1,25,0,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
491,B,Drug.B,3,0,If the drug is safe and effective it should be prescribed,48,-749571379,male,1,other,0,39,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
492,B,Drug.B,4,0,It's logical,8,-1559124111,male,1,white,1,28,0,postgraduate,1,high_iii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
493,B,Drug.B,4,0,Because he could’ve chosen either one so to stick with just one doesn’t always make sense. Not for everyone.,31,1582054864,female,0,white,1,39,1,university,1,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
494,B,Drug.B,5,0,Medicine needs to be offered so that everyone can afford them to stay healthy,48,-1754945757,female,0,white,1,47,1,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,reverse,HiToLo,,
495,B,Drug.B,3,0,As a doctor he has the professional opinion to prescribed either one,16,543477159,male,1,white,1,46,1,university,1,middle_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
496,B,Drug.B,1,1,They should all get the same,12,-1734486264,female,0,white,1,38,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
497,B,Drug.B,5,0,If both drugs are effective and affordable then I didn’t matter which he chose,19,360261146,female,0,white,1,20,0,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
498,B,Drug.B,5,0,Cuz hes a dr,6,1021109023,female,0,black,0,23,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
499,B,Drug.B,3,0,Why would he prescribe drug A like other doctors instead of drug B witch didn't really tell u what drug B if for,103,1512985926,male,1,hispanic,0,31,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
500,B,Drug.B,4,0,Good,10,-2052728696,male,1,white,1,23,0,vocational_technical_college,0,middle_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
501,B,Drug.B,3,0,Idk,3,1880061366,female,0,white,1,38,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
502,B,Drug.B,5,0,It's suitable for the statement,30,-566715405,male,1,asian,0,33,0,vocational_technical_college,0,middle_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
503,B,Drug.B,5,0,Because ot sounded good. I liked what it said.,37,-1253484407,female,0,hispanic,0,34,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
504,B,Drug.B,3,0,None,6,1483078634,female,0,white,1,54,1,university,1,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
505,B,Drug.B,3,0,Cause he needs to give them the type of drug they need for there high blood pressure,40,741740294,male,1,multiracial,0,23,0,university,1,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
506,B,Drug.B,5,0,Both options work it's his opinion St that point,128,-394975412,male,1,white,1,33,0,university,1,middle_ii,1,0,SA&WC,0,0,0,0,reverse,HiToLo,,
507,B,Drug.B,3,0,G bub can,4,1462950156,male,1,white,1,22,0,high_school,0,middle_i,0,1,SA&WC,0,0,0,1,reverse,HiToLo,,
508,B,Drug.B,1,1,Just cuz that is the answer I liked,26,-374251372,female,0,hispanic,0,28,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
509,B,Drug.B,4,0,None,5,-1481114211,female,0,hispanic,0,21,0,high_school,0,middle_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
510,B,Drug.B,5,0,I don't know,18,-453962886,female,0,hispanic,0,44,1,middle_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
511,B,Drug.B,5,0,They are right most all the time so now I trust  them,59,2047636690,male,1,white,1,58,1,university,1,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
512,B,Drug.B,5,0,The doctor thinks it's the best for his patients,59,-1700990018,male,1,white,1,51,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
513,B,Drug.B,4,0,No comments,13,-1293703518,female,0,prefer_not_to_say,,37,1,postgraduate,1,prefer_not_to_say,,0,SA&WC,0,0,0,0,reverse,HiToLo,,
514,B,Drug.B,4,0,Because I see where he is coming from but not completely,17,1771916882,female,0,black,0,26,0,university,1,middle_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
515,B,Drug.B,3,0,U have to go to the b there is no longer any of these are you going 6666666 mph and the b there is no longer any of these are,9,-1372429156,male,1,white,1,30,0,university,1,middle_ii,1,1,SA&WC,0,0,0,1,reverse,HiToLo,,
516,B,Drug.B,5,0,Hey I’m just trying not gonna was the last night you were gonna we were gonna last,10,1830807298,female,0,hispanic,0,30,0,vocational_technical_college,0,lower_ii,0,1,SA&WC,0,0,0,1,reverse,HiToLo,,
517,B,Drug.B,4,0,I chose this option because you are given the side effects on the box so if you agree to take a drug its on you.,67,-1365056931,male,1,hispanic,0,26,0,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,reverse,HiToLo,,
518,B,Drug.B,4,0,I don't know enough about the subject to form a option,37,35171214,male,1,white,1,30,0,university,1,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
519,B,Drug.B,2,1,Giving people choices,7,-1999607041,female,0,hispanic,0,46,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
520,B,Drug.B,5,0,Not every patient has the same Health problems and need different types a medication,86,1385279241,female,0,latino,0,26,0,high_school,0,lower_ii,0,1,SA&WC,0,1,0,0,reverse,HiToLo,,
521,B,Drug.B,5,0,Seems like dr jones has a good idea,30,323891550,male,1,white,1,37,1,university,1,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
522,B,Drug.B,4,0,If he knows which medicine cocktails are good for hbp then it is ok. But everyone is different sooo....  may jot not be good,50,-459400353,female,0,white,1,43,1,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
523,B,Drug.B,4,0,To help the patients,15,-1301148052,male,1,hispanic,0,28,0,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
524,B,Drug.B,4,0,its somewhat justified because if each one has the same effect then it is equally appropriate to choose whichever one.,145,-323374461,male,1,white,1,21,0,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
525,B,Drug.B,4,0,Because some drugs could be good,21,946195594,male,1,black,0,14,0,middle_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,reverse,HiToLo,,
526,B,Drug.B,5,0,He is providing care for his patients. He is giving them what he thinks is best and also affordable.,36,-2077917620,female,0,white,1,25,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
527,B,Drug.B,5,0,Yes,4,391454805,female,0,white,1,36,1,university,1,high_i,1,0,SA&WC,0,0,0,0,reverse,HiToLo,,
528,B,Drug.B,3,0,You cannot give the same medicine to everyone,52,1499726184,female,0,white,1,55,1,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
529,B,Drug.B,3,0,it's the doctors choice I guess,22,1271838915,female,0,white,1,31,0,high_school,0,middle_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
530,B,Drug.B,3,0,Everyone has their own option,15,1921541464,male,1,white,1,41,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
531,B,Drug.B,4,0,Cause I think it's appreate,13,-444898823,female,0,white,1,33,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
532,B,Drug.B,3,0,It can be a good choice and also a bad one. Each person reacts differently to a drug,63,-1120023764,male,1,white,1,54,1,university,1,middle_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
533,B,Drug.B,3,0,Because there's not enough information given to figure out if drug B is worse or better,30,-967444010,male,1,white,1,28,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
534,B,Drug.B,5,0,"Because they are FDA approved , affordable and the doctor prefers that drug",38,1097343321,female,0,white,1,48,1,high_school,0,middle_ii,1,0,SA&WC,0,0,0,0,reverse,HiToLo,,
535,B,Drug.B,4,0,"He is certainly knowledgeable enough to come up with a theory. But, it takes more than one person to find the answer.",69,-1810312765,male,1,white,1,33,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
536,B,Drug.B,3,0,It doesn't really matter,14,1073621883,male,1,white,1,23,0,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,reverse,HiToLo,,
537,B,Drug.B,5,0,Everyone should be able to afford the medicine they need.,12,-455898883,female,0,white,1,24,0,university,1,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
538,B,Drug.B,4,0,Because if they are both good then the doctor should know which medicine the patient would work best on,34,-89263472,female,0,white,1,22,0,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
539,B,Drug.B,4,0,He is helping his patients. So I think he is making a good decision.,20,-627330602,female,0,white,1,33,0,postgraduate,1,middle_ii,1,0,SA&WC,0,0,0,0,reverse,HiToLo,,
540,B,Drug.B,2,1,If Drug A is more effective than Drug B and they are both affordable why not prescribe Drug A? Also patients be more happy if they reveived better treatment from Drug A,119,-1665321774,male,1,hispanic,0,28,0,university,1,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
541,B,Drug.B,5,0,Great,1,147354913,female,0,white,1,24,0,university,1,high_ii,1,0,SA&WC,0,0,0,0,reverse,HiToLo,,
542,B,Drug.B,4,0,"He should not make a blanket decision for all patients. Though the symptom is the same, underlying issues with individuals may affect how a patient responds to a drug. Therefore each case should be fully evaluated and a decision as to which drug will benefit the patient should be decided on a case to case basis.",138,-1192444913,female,0,white,1,33,0,university,1,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
543,B,Drug.B,4,0,Wants best,21,90316859,female,0,white,1,28,0,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
544,B,Drug.B,1,1,Because doctors are choosing between medicines that are both equally dangerous...how do we as pacients know that these doctors even care about there job or are morraly correct.,68,-882400302,female,0,hispanic,0,27,0,vocational_technical_college,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
545,B,Drug.B,4,0,Because he was right,13,656430016,male,1,asian,0,19,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
546,B,Drug.B,4,0,"He should prescribe meds based on the patient. If Joe responded better to drug A,then give him A. If George responded to B, give him B. Not just prescribe the same thing for everyone",197,801428854,male,1,white,1,36,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
547,B,Drug.B,5,0,If both work then it’s gine,11,-1831771356,female,0,white,1,29,0,postgraduate,1,middle_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
548,B,Drug.B,4,0,Because we don’t know enough details about drug B ! That’s why i can’t be sure that it’s better than drug A,46,736382520,female,0,arab,0,29,0,university,1,middle_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
549,B,Drug.B,4,0,In a generic way he is correct although some controversy could arise,38,880247126,male,1,white,1,37,1,university,1,middle_ii,1,0,SA&WC,0,0,0,0,reverse,HiToLo,,
550,B,Drug.B,5,0,Important,13,78937970,female,0,arab,0,20,0,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,reverse,HiToLo,,
551,B,Drug.B,5,0,Very appropriate for the situation,23,-2138455450,female,0,white,1,30,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
552,B,Drug.B,5,0,"If it’s same level as medicine A, go for it",41,1429093405,female,0,white,1,28,0,high_school,0,middle_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
553,B,Drug.B,5,0,Because both medicines are affordable and work the same.,27,1880426590,female,0,white,1,26,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
554,B,Drug.B,5,0,Because if both are the same with treating and side effects also same with price it shouldn’t matter which one her prescribed! As long as the patient best interest is in mind it should be ok!,73,-1784386213,female,0,white,1,39,1,vocational_technical_college,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
555,B,Drug.B,3,0,clean,3,1838117504,male,1,asian,0,28,0,postgraduate,1,lower_ii,0,1,SA&WC,0,0,0,1,reverse,HiToLo,,
556,B,Drug.B,4,0,"As long as drug B was the more effective treatment, it is the correct path",16,-426438095,male,1,white,1,32,0,high_school,0,high_i,1,0,SA&WC,0,0,0,0,reverse,HiToLo,,
557,B,Drug.B,4,0,he makes a right decision.It helps the victims,39,1811801582,male,1,asian,0,26,0,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
558,B,Drug.B,1,1,it should be up to the patient to decide. Some Doctors get kickbacks for referring certain drugs therefore not always the best option.,83,1587218671,male,1,white,1,46,1,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
559,B,Drug.B,3,0,"It seems either drug option is fine in the given scenario, so preferring B over A doesn't really seem to matter. Just personal preference ....",100,-1505411876,male,1,white,1,44,1,university,1,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
