Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to give each doctor who performs this procedure a new ID badge with a list of standard safety precautions for the procedure printed on the back. All patients having this procedure will then be treated by doctors with this list attached to their clothing.How appropriate is the director's decision?","Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to give each doctor who performs this procedure a new ID badge with a list of standard safety precautions for the procedure printed on the back. All patients having this procedure will then be treated by doctors with this list attached to their clothing.How appropriate is the director's decision?","In a couple of sentences, please tell us why you chose the option you chose.",What is your sex?,What race/ethnicity do you consider yourself? Check all that apply.,,,,,What is your age (in years)?,What is the highest level of education you have received?,What is the total annual income from everyone in your household?,God or some type of nonhuman entity is in control of the events in the universe.,"We believe too often in science, and not enough in feelings and faith.",Knowledge can best be obtained through scientific research.,"Thank you for participating in our study. Your confirmation code to enter into Mechanical Turk is 8X43TW0R5. Please copy this code down so that you may enter it into Mechanical Turk to receive credit for your participation.If you have any additional comments on this study, you may enter them into the text box below (optional)."
6297109495,159625497,07/18/2017 01:24 PM,07/18/2017 01:27 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by a doctor who has received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in a room with a poster listing the same precautions hanging on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",1,the standards safety precaution should be listed in clear view for all patients,2,,,3,,,59,1,2,1,1,3,
6297109489,159625497,07/18/2017 01:24 PM,07/18/2017 01:29 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by a doctor who has received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in a room with a poster listing the same precautions hanging on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",4,"By testing the patients, the director can understand what may possibly reduce the infections because the patient will see the precautions versus not seeing them.",1,,,3,,,33,4,3,3,4,2,
6297108103,159625497,07/18/2017 01:24 PM,07/18/2017 01:26 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by a doctor who has received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in a room with a poster listing the same precautions hanging on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",5,I BELIEVE THE DOCTORS DECISION IS VERY APPROPRIATE. THE DOCTORS DECISION WILL HELP IDENTIFY THE PROBLEM AND LEAD TO IMPROVED MEDICAL CARE.,1,1,,,,,33,4,3,1,1,3,
6297107994,159625497,07/18/2017 01:24 PM,07/18/2017 01:27 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by a doctor who has received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in a room with a poster listing the same precautions hanging on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",3,"make no difference the Id Badge or the poster on the wall, either way they receive the same treatment.",1,,2,,,,36,3,3,3,2,2,
6297107244,159625497,07/18/2017 01:23 PM,07/18/2017 01:25 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by a doctor who has received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in a room with a poster listing the same precautions hanging on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",1,needs to do it how it is supposed to and not make up own way,1,,,3,,,38,4,3,1,3,3,pay more
6297107145,159625497,07/18/2017 01:23 PM,07/18/2017 01:25 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by a doctor who has received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in a room with a poster listing the same precautions hanging on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",5,In both scenarios the safety procedures are readily available just in different locations.  Because of this I believe that it's a fair decision by the director.,2,,,3,,,30,3,3,5,5,1,
6297106542,159625497,07/18/2017 01:23 PM,07/18/2017 01:31 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by doctors who have received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in rooms with a poster listing the same precautions hanging on the wall. After a year, the director will have all patients treated in whichever way turns out to have the highest survival rate.<br><br><strong>How appropriate is the director's decision?</strong>",3,His testing with his patients methods that are a bit risky,1,,2,,,,30,4,1,5,5,1,
6297106497,159625497,07/18/2017 01:23 PM,07/18/2017 01:26 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",5,I think it might help remind the staff on proper safety procedure. I think there is nothing wrong with doing this.,1,,,,4,,27,3,3,3,5,1,
6297106102,159625497,07/18/2017 01:23 PM,07/18/2017 01:26 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by doctors who have received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in rooms with a poster listing the same precautions hanging on the wall. After a year, the director will have all patients treated in whichever way turns out to have the highest survival rate.<br><br><strong>How appropriate is the director's decision?</strong>",1,The patients should be informed about the experiment and be able to select which test they're on. ,1,,,,4,,37,4,5,5,5,1,
6297106096,159625497,07/18/2017 01:23 PM,07/18/2017 01:27 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by doctors who have received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in rooms with a poster listing the same precautions hanging on the wall. After a year, the director will have all patients treated in whichever way turns out to have the highest survival rate.<br><br><strong>How appropriate is the director's decision?</strong>",2,Seems like a weird way of reminding the doctors about safety precautions.  Maybe seeing constantly will remind them,1,,,3,,,34,3,6,2,4,2,
6297105787,159625497,07/18/2017 01:22 PM,07/18/2017 01:25 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",5,It is very important because it serves as a reminder for the doctors. It also lets patients know what the safety procedures are and lets them see that they are being treated in the right way.,2,,,3,,,29,3,4,1,3,2,
6297105706,159625497,07/18/2017 01:22 PM,07/18/2017 01:24 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",4,protocol reminders are never bad,2,,,3,,,46,3,1,3,4,2,thanks
6297105654,159625497,07/18/2017 01:22 PM,07/18/2017 01:24 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",5,It serves as a good reminder for patients and health care staff without being intrusive. He may need additional education though,2,,,3,,,26,3,2,1,1,2,
6297104943,159625497,07/18/2017 01:22 PM,07/18/2017 01:24 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",5,It not only provides a reminder to the health care professional it also gives information to the patient who can also point out the requirements for their own safety.,1,,,3,,,55,4,6,5,4,1,
6297104647,159625497,07/18/2017 01:22 PM,07/18/2017 01:24 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to give each doctor who performs this procedure a new ID badge with a list of standard safety precautions for the procedure printed on the back. All patients having this procedure will then be treated by doctors with this list attached to their clothing.<br><br><strong>How appropriate is the director's decision?</strong>",4,"While it might not be looked at before every treatment, it is readily available as a refresher and this alone, may reduce infections.",1,,,3,,,47,5,6,5,5,1,
6297104605,159625497,07/18/2017 01:22 PM,07/18/2017 01:23 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by doctors who have received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in rooms with a poster listing the same precautions hanging on the wall. After a year, the director will have all patients treated in whichever way turns out to have the highest survival rate.<br><br><strong>How appropriate is the director's decision?</strong>",4,It is assigned randomly. No one is preferred over another person.,1,,,,4,,28,4,2,5,5,1,
6297104484,159625497,07/18/2017 01:20 PM,07/18/2017 01:24 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to give each doctor who performs this procedure a new ID badge with a list of standard safety precautions for the procedure printed on the back. All patients having this procedure will then be treated by doctors with this list attached to their clothing.<br><br><strong>How appropriate is the director's decision?</strong>",4,Some doctors who may not do this procedure very often may forget small important details. The idea of a new badge may help them have a quick notes reference to avoid any issues with the patient they are helping. This also will probably give peace of mind to the families and patients that see that this doctor is certified for this type of procedure. ,2,,,3,,,27,3,3,2,3,2,
6297104236,159625497,07/18/2017 01:22 PM,07/18/2017 01:24 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",4,The medical staff and the patients will see this and understand the risk.,2,,,3,,,44,3,3,1,1,2,
6297104180,159625497,07/18/2017 01:22 PM,07/18/2017 01:26 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by a doctor who has received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in a room with a poster listing the same precautions hanging on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",5,"The director might be attempting to find if giving the doctors an ID, that is, something that is issued and belongs to them can help in reducing infections. It is possible that the doctors will be more attentive in following procedures as a result.",1,,2,,,,32,2,2,3,5,1,
6297104086,159625497,07/18/2017 01:22 PM,07/18/2017 01:25 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",5,"I chose this option because the doctor is trying to save lives and keep infections from happening. So, I feel that it was necessary for him to place the posters in all the rooms for the procedure so that the patients could understand better of how it will work and the doctor and the patient can be on the same page of safety measures.",2,,,3,,,31,3,3,3,4,1,
6297103585,159625497,07/18/2017 01:21 PM,07/18/2017 01:23 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",3,I cant decide either way. it is hard.,1,,,3,,,26,2,3,3,3,3,
6297103571,159625497,07/18/2017 01:21 PM,07/18/2017 01:23 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",3,I do not have the ability to decide. i can see both sides.,2,,,3,,,26,3,3,3,3,3,
6297103562,159625497,07/18/2017 01:21 PM,07/18/2017 01:23 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by a doctor who has received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in a room with a poster listing the same precautions hanging on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",3,I understand both angles. I see where everyone could be coming from.,1,,,3,,,26,2,2,3,3,3,8X43TW0R5
6297103396,159625497,07/18/2017 01:21 PM,07/18/2017 01:23 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to give each doctor who performs this procedure a new ID badge with a list of standard safety precautions for the procedure printed on the back. All patients having this procedure will then be treated by doctors with this list attached to their clothing.<br><br><strong>How appropriate is the director's decision?</strong>",5,Because it could help save lives and doesn't really cost anything.,1,,,3,,,31,4,2,3,5,1,
6297102182,159625497,07/18/2017 01:21 PM,07/18/2017 01:22 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by doctors who have received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in rooms with a poster listing the same precautions hanging on the wall. After a year, the director will have all patients treated in whichever way turns out to have the highest survival rate.<br><br><strong>How appropriate is the director's decision?</strong>",1,You cannot do experiments on humans especially taking away safety precautions,1,,,,4,,36,4,5,1,2,3,
6297102036,159625497,07/18/2017 01:21 PM,07/18/2017 01:21 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by doctors who have received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in rooms with a poster listing the same precautions hanging on the wall. After a year, the director will have all patients treated in whichever way turns out to have the highest survival rate.<br><br><strong>How appropriate is the director's decision?</strong>",5,Those is a good way to teach staff about safety,2,,,3,,,29,6,4,4,4,1,
6297101782,159625497,07/18/2017 01:20 PM,07/18/2017 01:23 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to give each doctor who performs this procedure a new ID badge with a list of standard safety precautions for the procedure printed on the back. All patients having this procedure will then be treated by doctors with this list attached to their clothing.<br><br><strong>How appropriate is the director's decision?</strong>",5,"Even if the doctors are confident in what to do, we are all humans, and there are still room for mistakes. This can decrease the chances of a mistake happening, and help give an all around better chance for the patient.",1,1,,,,,24,3,1,1,2,2,
6297101468,159625497,07/18/2017 01:20 PM,07/18/2017 01:21 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",5,saves from infection,1,,,3,,,33,4,3,3,5,2,
6297101413,159625497,07/18/2017 01:20 PM,07/18/2017 01:21 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",5,This is a typical method to raise awareness and remind people of best practices.,1,,,3,,,39,2,1,3,4,2,
6297101036,159625497,07/18/2017 01:20 PM,07/18/2017 01:22 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",5,I'd rather every precaution to be taken seriously about my health.,2,,,3,,,29,2,3,3,3,2,Have a nice day!
6297100338,159625497,07/18/2017 01:20 PM,07/18/2017 01:22 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",4,Because it's always good for the person performing the procedure to be reminded of safety policies.,2,1,,3,,,28,3,2,4,3,2,
6297100231,159625497,07/18/2017 01:19 PM,07/18/2017 01:21 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",5,This poster will help staff make sure that they're following all of the necessary steps to ensure a clean catheterization.,1,,,3,,,31,6,5,2,5,1,
6297099941,159625497,07/18/2017 01:19 PM,07/18/2017 01:22 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to give each doctor who performs this procedure a new ID badge with a list of standard safety precautions for the procedure printed on the back. All patients having this procedure will then be treated by doctors with this list attached to their clothing.<br><br><strong>How appropriate is the director's decision?</strong>",4,Most doctors would already follow standard procedures. But it would not hurt to be reminded.,2,,,3,,,44,4,5,3,3,2,thank you
6297099345,159625497,07/18/2017 01:19 PM,07/18/2017 01:20 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by a doctor who has received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in a room with a poster listing the same precautions hanging on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",2,It makes the level of care unequal,1,,,3,,,26,4,3,4,5,1,
6297098867,159625497,07/18/2017 01:19 PM,07/18/2017 01:20 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",4,other than verbally telling each patient this seems like a reasonable way to communicate necessary information,1,,,3,,,27,4,3,3,4,2,
6297098747,159625497,07/18/2017 01:19 PM,07/18/2017 01:20 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to give each doctor who performs this procedure a new ID badge with a list of standard safety precautions for the procedure printed on the back. All patients having this procedure will then be treated by doctors with this list attached to their clothing.<br><br><strong>How appropriate is the director's decision?</strong>",5,This doctor is providing due diligence to keep his patients healthy.  Communication is very important and it helps reduce risk.  ,1,,,3,,,32,4,2,5,5,1,
6297098542,159625497,07/18/2017 01:19 PM,07/18/2017 01:21 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by a doctor who has received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in a room with a poster listing the same precautions hanging on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",5,I would like to find out which method would help reduce the deadly infections.,1,,,,4,,26,3,1,2,4,2,
6297098201,159625497,07/18/2017 01:18 PM,07/18/2017 01:23 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",5,This is a good idea. That in which can stop infections,2,,,3,,,59,4,4,2,2,2,
6297098191,159625497,07/18/2017 01:18 PM,07/18/2017 01:21 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to give each doctor who performs this procedure a new ID badge with a list of standard safety precautions for the procedure printed on the back. All patients having this procedure will then be treated by doctors with this list attached to their clothing.<br><br><strong>How appropriate is the director's decision?</strong>",5,This is appropriate because it is visible to all the patients who would find this comforting to see this.,2,,,3,,,64,6,3,1,2,4,interesting survey and idea of the badge
6297098147,159625497,07/18/2017 01:19 PM,07/18/2017 01:22 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by a doctor who has received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in a room with a poster listing the same precautions hanging on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",2,"What treatment will be Use on patient is like gambling, this is not fair to them ",2,,,,4,,30,4,5,3,3,3,
6297097925,159625497,07/18/2017 01:18 PM,07/18/2017 01:20 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",5,This is a good way to reeducate staff on safety issues,2,,,3,,,29,6,4,4,4,1,
6297097891,159625497,07/18/2017 01:18 PM,07/18/2017 01:21 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by a doctor who has received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in a room with a poster listing the same precautions hanging on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",3,I think either way it would serve as a reminder. They have already been taught how to prevent infection.,2,,,3,,,54,3,3,2,4,2,
6297097818,159625497,07/18/2017 01:18 PM,07/18/2017 01:19 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to give each doctor who performs this procedure a new ID badge with a list of standard safety precautions for the procedure printed on the back. All patients having this procedure will then be treated by doctors with this list attached to their clothing.<br><br><strong>How appropriate is the director's decision?</strong>",5,This does no harm to doctors. It is a good way to remind them of the proper procedure,1,,,3,,,27,3,2,5,5,1,
6297097749,159625497,07/18/2017 01:18 PM,07/18/2017 01:20 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",5,"Since it is a safety precaution, it is very appropriate for this to happen. It can be a liability if an infection occurs due to a mistake during this procedure but this will reduce taht chance.",2,,,3,,,22,2,2,5,5,1,
6297097737,159625497,07/18/2017 01:18 PM,07/18/2017 01:21 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by a doctor who has received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in a room with a poster listing the same precautions hanging on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",4,"I think along as the precautions are posted somewhere for the dr to see and follow it should be ok. I am not sure if dividing up the patients to test a theory is appropraite.,",2,,,3,,,46,3,2,1,1,3,
6297097390,159625497,07/18/2017 01:18 PM,07/18/2017 01:20 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",5,Drs are not perfect having a visible list will help them not skip steps.  Espically becuse if they do the patient will ask why did you not do that like the poster says.  The drs will be annoyed by this I am sure.,1,,,3,,,40,6,2,1,4,2,
6297097289,159625497,07/18/2017 01:18 PM,07/18/2017 01:20 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",5,It seems like common sense and a standard procedure. It would be surprising that such a notice would not already have been posted.,1,,,3,,,27,2,2,5,5,2,
6297096535,159625497,07/18/2017 01:17 PM,07/18/2017 01:20 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by doctors who have received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in rooms with a poster listing the same precautions hanging on the wall. After a year, the director will have all patients treated in whichever way turns out to have the highest survival rate.<br><br><strong>How appropriate is the director's decision?</strong>",3,Is nice,2,,,3,,,30,6,4,3,3,4,good
